Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Classification_LoadingAdded,HermiT_Classification_LoadingAdded,JFact_Classification_LoadingAdded,Konclude_Classification_LoadingAdded,Openllet_Classification_LoadingAdded,Pellet_Classification_LoadingAdded,KoncludeCLI_Classification_LoadingAdded
ore_ont_7389.owl,1007,15078,62478,61446,1447,59987,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.4886,,0.008,,,0.8627,0.1859,0.3547,0.1845,1.7829,0.515,0.4969,,0.8432999999999999,,1.7909,,,0.8627
ore_ont_5544.owl,60,17941,65534,65459,216,65240,3,0,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.0052,0.28,59.7866,0.0033,0.3611,0.3369999999999999,1.1201,0.2111,0.3189,0.1689,2.0849,0.4743,0.4887,2.2163,0.5989,59.9555,2.0882,0.8353999999999999,0.8256999999999999,1.1201
ore_ont_16684.owl,45468,0,90930,45461,45461,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,263.2873,2.928,766.6157000000001,0.2213,0.4252,0.4071,1.4779,0.2958,0.9611,0.365,1.532,0.7094,0.5531,263.5831,3.8891,766.9807000000001,1.7533,1.1346,0.9602,1.4779
ore_ont_10778.owl,39853,0,120625,80764,80761,0,3,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.5944,7.0232,376.9764,0.5092,4.5556,3.9363,2.0233,0.3729,1.2547,0.3902,1.8547,0.9748,0.9773,1.9673,8.2779,377.3666,2.3639,5.5304,4.9136,2.0233
ore_ont_3414.owl,38919,0,119362,80435,80428,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.9784,7.8842,427.3572,0.5058,4.8838,4.7804,2.1024,0.3597,1.237,0.4394,2.0047,1.0233,1.0005,2.3381,9.1212,427.79659999999996,2.5105000000000004,5.9071,5.7809,2.1024
ore_ont_13243.owl,38958,0,119500,80529,80523,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.8006,7.7606,397.9005,0.5193,5.3162,4.6505,1.9971,0.3813,1.2171,0.4165,1.9579,1.0128,1.0325,2.1818999999999997,8.9777,398.317,2.4772,6.329000000000001,5.683,1.9971
ore_ont_7416.owl,17295,7,135269,117881,34237,83567,77,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,,3.3517,,0.2106,,,2.2821,0.5112,0.7767999999999999,0.6392,3.208,0.506,0.4995,,4.1285,,3.4186,,,2.2821
ore_ont_7607.owl,273,33080,86320,85987,342,85639,6,37,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.1731,,,0.0048,0.7122,,1.2501,0.3774,,0.3419,2.4619,1.0142,,2.5505,,,2.4667,1.7264,,1.2501
ore_ont_7956.owl,36512,0,112844,76320,76309,0,11,0,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,,36.8481,,0.9499,,,2.952,0.3749,2.1349,0.4591,2.5809,0.9645,0.9015,,38.983000000000004,,3.5308,,,2.952
ore_ont_1059.owl,36495,0,112910,76399,76388,0,11,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,,47.1361,,1.1938,,,3.2787,0.3587,2.1798,0.4607,2.6752,0.9928,0.863,,49.3159,,3.8689999999999998,,,3.2787
ore_ont_9894.owl,29036,0,91018,61953,61930,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,28.3461,2.5568,244.2792,0.2047,252.8155,192.7104,1.4631,0.2878,0.9893,0.3082,1.702,0.7371,0.5871,28.6339,3.5461,244.5874,1.9066999999999998,253.55259999999998,193.29749999999999,1.4631
ore_ont_6108.owl,19145,20,141294,122062,35885,86099,78,0,87,0,OWL2_DL - OWL2_FULL,OWL2_DL,657.4756,2.9597,911.5735,0.1947,4.7246,3.7218,2.3843,0.5329,0.7975,0.5856,3.2753,0.5249,0.5335,658.0085,3.7572,912.1591,3.47,5.249499999999999,4.2553,2.3843
ore_ont_11495.owl,37963,0,117003,79020,79008,0,12,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,38.5268,,0.8899,,,2.9993,0.3895,2.1996,0.4342,2.7247,1.0109,0.9836,,40.7264,,3.6146,,,2.9993
ore_ont_5103.owl,369,14353,75402,75012,666,74340,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,5.5522,,0.0094,,,1.6123,0.2139,0.4476,0.2082,2.6751,0.5278,0.4949,,5.9998000000000005,,2.6845,,,1.6123
ore_ont_1966.owl,20515,7,143139,122596,38131,84424,41,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,27.3074,3.6114,831.5572999999999,0.3501,3.2582,2.8859,2.5386,0.5189,0.8318,0.579,3.2728,0.5323,0.5841,27.8263,4.4432,832.1362999999999,3.6229,3.7904999999999998,3.4699999999999998,2.5386
ore_ont_6664.owl,32675,0,102820,70140,70136,0,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,39.8312,2.3253,238.5501,0.2003,145.6027,90.2633,1.5462,0.334,1.0395,0.3492,1.8916,0.7352,0.6131,40.165200000000006,3.3648,238.89929999999998,2.0919,146.3379,90.8764,1.5462
ore_ont_773.owl,8849,0,146151,137300,9243,128056,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,120.1635,1.2329,773.5063,0.3595,0.2787,0.218,2.2638,0.6055,0.6386,0.6301,3.4408,0.2672,0.2855,120.769,1.8715000000000002,774.1364,3.8003,0.5459,0.5035,2.2638
ore_ont_7803.owl,18672,7,145563,126796,37397,89323,76,0,95,0,OWL2_DL - OWL2_FULL,OWL2_DL,,5.4711,,0.2487,,27.5673,2.5513,0.5598,0.8808,0.4891,3.4649,0.5466,0.5559,,6.3519,,3.7136,,28.1232,2.5513
ore_ont_10930.owl,29076,0,91233,62064,61974,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,29.3844,2.6364,206.6596,0.2029,,199.1199,1.4536,0.2806,1.0635,0.3073,1.7265,0.7225,0.6429,29.665,3.6999,206.9669,1.9294,,199.7628,1.4536
ore_ont_269.owl,19162,0,85089,65926,65926,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,25.3801,2.4623,122.7758,0.1341,0.528,0.4089,1.1735,0.2628,0.9107,0.2173,2.0849,0.6215999999999999,0.6184,25.642899999999997,3.3729999999999998,122.9931,2.2190000000000003,1.1496,1.0272999999999999,1.1735
ore_ont_2291.owl,36504,0,159150,122646,36500,86146,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,6.8199000000000005,3.3856,49.4415,0.1946,0.7928,0.6231,2.5587,0.6149,0.9174,0.4666,3.1479,0.5839,0.5192,7.434800000000001,4.303,49.9081,3.3425,1.3767,1.1423,2.5587
ore_ont_7111.owl,18069,0,93432,75134,74980,0,154,0,229,0,OWL2_DL - OWL2_FULL,OWL2_DL,,797.1272,,10.2024,,,11.6747,0.2821,1.2991,0.2555,2.3654,2.7654,3.6998,,798.4263,,12.567800000000002,,,11.6747
ore_ont_4487.owl,34485,0,107107,72593,72570,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,40.2033,2.9506,332.0091,0.2424,340.0228,232.5371,1.7089,0.3424,1.1667,0.3855,2.0169,0.792,0.674,40.5457,4.1173,332.39459999999997,2.2593,340.8148,233.21110000000002,1.7089
ore_ont_14934.owl,34642,0,107683,73008,72980,0,28,0,34,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1224.9803,3.4274,,0.2651,1.1974,0.8079999999999999,1.6603,0.3612,1.1728,0.3787999999999999,1.9561,0.7978000000000001,0.6534,1225.3415,4.6002,,2.2212,1.9952,1.4613999999999998,1.6603
ore_ont_15557.owl,38593,0,166980,128387,38589,89798,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,7.6308,3.5604,52.9072,0.2141,0.7276,0.6223,2.5668,0.6156999999999999,0.9889,0.5319,3.4507,0.626,0.5987,8.2465,4.5493,53.4391,3.6648,1.3536000000000001,1.221,2.5668
ore_ont_3954.owl,9161,0,158179,149016,9567,139447,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,161.2626,1.1969,873.2332,0.3848,0.2808,0.2409,2.5486,0.6122,0.6839,0.7046,3.6543,0.2819,0.3013,161.8748,1.8808,873.9378,4.0391,0.5627,0.5422,2.5486
ore_ont_14543.owl,25844,7,165203,139358,40464,98893,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,8.1415,3.2226,630.0814,0.2062,3.4263,2.7483,2.5764,0.6727,0.9669,0.5281,3.5844,1.2476,1.2811,8.814200000000001,4.1895,630.6095,3.7906,4.6739,4.0294,2.5764
ore_ont_1272.owl,38013,0,109096,71051,71024,0,27,0,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,83.9103,3.594,218.7141,0.3135,309.9603,200.9847,1.7917,0.3641,1.2828,0.4076,2.0174,0.8457,0.7298,84.2744,4.876799999999999,219.1217,2.3308999999999997,310.80600000000004,201.71450000000002,1.7917
ore_ont_6315.owl,38929,0,128495,89553,89547,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,24.6793,,0.7296,108.9464,56.1141,2.5733,0.4266,1.8774,0.4481,2.5896,1.1326,1.0852,,26.556700000000003,,3.3192,110.079,57.1993,2.5733
ore_ont_4617.owl,59006,0,149569,90553,90547,0,6,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,24.3871,4.5765,195.1784,0.3943,1.2223,0.8711,2.2988,0.4662,1.644,0.5246,2.07,1.3351000000000002,0.9855,24.8533,6.2205,195.703,2.4642999999999997,2.5574000000000003,1.8566,2.2988
ore_ont_11817.owl,38958,0,128631,89660,89654,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,24.3745,,0.7398,86.6546,55.159,2.5827,0.4197,1.8919,0.4314,2.6467,1.1342,1.0399,,26.2664,,3.3865,87.78880000000001,56.1989,2.5827
ore_ont_5849.owl,38035,18,109442,71290,71112,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,257.3272,,1.5757,,269.9469,3.0863,0.3823,1.3525,0.4253,2.1374,0.8566,0.7555,,258.6797,,3.7131,,270.7024,3.0863
ore_ont_3282.owl,38053,18,109460,71290,71130,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,224.993,,1.3587,,265.0962,3.0802,0.3981,1.3564,0.4235,2.1398,0.8513000000000001,0.792,,226.3494,,3.4985,,265.8882,3.0802
ore_ont_10175.owl,39007,0,128846,89826,89820,0,6,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,24.5749,,0.6863,98.769,57.4849,2.6176,0.4253,1.8661,0.443,2.6399,1.1585,1.0614,,26.441,,3.3262,99.92750000000001,58.5463,2.6176
ore_ont_2302.owl,39026,0,128938,89904,89897,0,7,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,35.2864,,0.9808,,,3.2177,0.4026,2.0288,0.4587,2.9349,1.1426,1.0813,,37.3152,,3.9156999999999997,,,3.2177
ore_ont_6120.owl,16307,81052,129654,113344,32289,81052,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.8121,2.5088,575.3554,0.192,4.1589,3.3634,2.0318,0.5582,1.5453,0.9499,2.837,1.5869,0.9808,6.3703,4.0541,576.3053,3.0290000000000004,5.7458,4.3442,2.0318
ore_ont_5755.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,164.9546,1.2415,904.1017,0.4041,0.2994,0.2308,2.6918,0.6667,0.6613,0.7661,3.7532,0.2755,0.3449,165.6213,1.9028,904.8678000000001,4.1573,0.5749,0.5757,2.6918
ore_ont_9567.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,166.44,1.3971,907.7209,0.4042,0.29,0.2029,2.8186,0.6779,0.6557,0.5948,3.7238,0.27,0.309,167.1179,2.0528,908.3157,4.128,0.56,0.5119,2.8186
ore_ont_15237.owl,304,15433,84241,83916,596,83314,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,7.9156,,0.0075,,,1.4736,0.2391,0.4591,0.2183,2.6058,0.5821000000000001,0.5413,,8.3747,,2.6132999999999997,,,1.4736
ore_ont_15249.owl,54305,0,108626,54312,54304,0,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,556.8654,3.6483,1209.3277,0.2677,644.4103,570.7089,1.8606,0.3953,1.1092,0.4865,1.8852,0.8999,0.6788,557.2607,4.7575,1209.8142,2.1529,645.3102,571.3877,1.8606
ore_ont_14881.owl,20485,13,158302,137705,39088,98536,81,0,112,0,OWL2_DL - OWL2_FULL,OWL2_DL,,4.6163,,0.2314,,,2.8961,0.5846,0.9574,0.6202,3.7775,0.5772,0.6348,,5.5737,,4.0089,,,2.8961
ore_ont_12448.owl,19748,9,163906,144153,41178,102970,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,9.5133,3.3962,636.9607,0.2647,3.7653,2.8508,2.7739,0.6097,0.9269,0.4592,3.6883,0.5548,0.6266,10.123,4.3231,637.4199,3.953,4.3201,3.4774000000000003,2.7739
ore_ont_9046.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.4455,1.1305,437.3067,0.3261,2.6348,2.0357,1.8851,0.6355999999999999,1.7101,1.2167,2.7178,1.8007,0.9033,12.0811,2.8406000000000002,438.5234,3.0439,4.435499999999999,2.939,1.8851
ore_ont_15172.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,11.3214,1.0971,452.9266,0.3291,2.5825,2.1071,1.8658,0.6211,1.7345,1.2132,2.7389,1.8051,0.8747,11.9425,2.8316,454.1398,3.068,4.3876,2.9818,1.8658
ore_ont_14556.owl,338,17388,90521,90161,619,89536,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,1080.7412,4.6332,,0.0084,776.351,576.9113,1.4939,0.2894,0.4992,0.2111,2.755,0.617,0.6003,1081.0305999999998,5.1324000000000005,,2.7634,776.968,577.5115999999999,1.4939
ore_ont_7914.owl,17680,11,161922,144081,35398,108512,171,0,161,15,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.8363,,,5.4948,0.642,1.5195,0.6659,4.1,0.6263,0.7424,,,,6.936299999999999,,,5.4948
ore_ont_11559.owl,68466,0,137530,69065,69065,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,1.0776,4.5238000000000005,9.8591,0.2617,0.5618,0.476,2.1341,0.4466,1.4074,0.5335,1.9233,1.0373,0.8519,1.5242,5.9312000000000005,10.3926,2.185,1.5991,1.3279,2.1341
ore_ont_6726.owl,39875,0,125677,85797,85793,0,4,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,146.1575,2.9895,373.293,0.2705,189.0056,162.9181,1.9142,0.4018,1.2729,0.4326,2.3042,0.8927999999999999,0.79,146.5593,4.2623999999999995,373.7256,2.5747,189.89839999999998,163.7081,1.9142
ore_ont_13902.owl,20336,0,99121,78784,78784,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,49.945,2.3393,124.2086,0.1586,0.4387,0.4196999999999999,1.3409,0.3367,1.0031,0.2178,2.4547,0.6998,0.6807,50.2817,3.3424000000000005,124.4264,2.6132999999999997,1.1385,1.1003999999999998,1.3409
ore_ont_3816.owl,346,5162,98088,97605,462,96929,214,27,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,1.3416,0.2939,0.4437,0.1187,2.984,0.6889000000000001,0.6226,,,,,,,1.3416
ore_ont_13708.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,4.076,0.4618,1.5477,0.5873,1.9957,1.3068,1.0486,,,,,,,4.076
ore_ont_11457.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,3.9433,0.4754,1.5731,0.5682,2.0419,1.2615,1.0281,,,,,,,3.9433
ore_ont_16315.owl,4895,58273,108506,103494,2537,100799,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.5744,,,9.9486,0.5,1.1554,0.5879,11.5534,1.4105,1.1298,,,,12.1278,,,9.9486
ore_ont_10008.owl,41685,0,129964,88250,88227,0,23,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,53.5091,3.4781,427.0243,0.3152,447.713,353.3008,2.0815,0.4046,1.3817,0.4121,2.3578,0.9703,0.8763,53.9137,4.8598,427.4364,2.673,448.68330000000003,354.1771,2.0815
ore_ont_8723.owl,5116,58273,109313,104031,2983,100816,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,43.1257,,0.5341,,,8.5358,0.5031,1.1662,0.686,9.4211,1.3976,1.0257,,44.2919,,9.9552,,,8.5358
ore_ont_16184.owl,61736,4912,131727,69349,63260,5112,977,0,644,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,3.9929,0.4763,1.6309,0.606,1.9482,1.4327,1.016,,,,,,,3.9929
ore_ont_795.owl,47145,0,153762,106608,106598,0,10,0,10,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1001.0684,40.5926,,1.0071,42.5071,58.2027,3.3868,0.4951,1.9075,0.456,2.9185,1.3383,1.3468,1001.5635,42.500099999999996,,3.9256,43.8454,59.5495,3.3868
ore_ont_14025.owl,42720,0,115519,72705,72615,0,90,0,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,166.2283,3.5129,670.9307,0.299,,377.0724,2.1605,0.4327,1.2736,0.4354,2.4652,0.8746,0.7478,166.661,4.7865,671.3661,2.7641999999999998,,377.8202,2.1605
ore_ont_12522.owl,2089,21399,90308,88194,3007,85175,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.7649,,0.0127,,,1.2921,0.2574,0.5567,0.2843,2.5789,0.7821,0.6914,,1.3216,,2.5916,,,1.2921
ore_ont_1123.owl,45002,7,141935,96686,52604,43899,183,47,201,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,,0.4876,1.2588,0.5386,61.9593,0.8945,0.8545,,,,,,,
ore_ont_3873.owl,25609,0,189561,163944,26367,137569,8,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,56.8206,3.1657,875.1247,0.3285,2.4927,2.5271,3.3296,0.7857000000000001,1.2145,0.6619,4.3779,0.5448999999999999,0.7636,57.6063,4.3802,875.7865999999999,4.7064,3.0376000000000003,3.2906999999999997,3.3296
ore_ont_5781.owl,8853,128056,146156,137302,9245,128056,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,120.4917,1.0823,740.2621,0.3819,271.2245,235.2902,2.1673,0.7289,1.9915,1.3858,3.1578,2.0435,1.0039,121.22059999999999,3.0738000000000003,741.6479,3.5397,273.268,236.2941,2.1673
ore_ont_16511.owl,14,22122,87095,86996,153,86805,38,28,58,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.2777,0.5759000000000001,94.1953,0.0032,0.5927,0.5496,1.4024,0.3096,0.485,0.2075,2.6261,0.7295,0.8163,4.5873,1.0609000000000002,94.4028,2.6293,1.3222,1.3659,1.4024
ore_ont_4782.owl,37337,0,120469,83039,82949,0,90,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,52.1837,3.354,326.8727,0.2915,,402.143,1.9953,0.4078,1.3337,0.4078,2.2917,0.9059,0.8356,52.5915,4.6877,327.2805,2.5832,,402.9786,1.9953
ore_ont_11207.owl,1083,18177,103286,102179,2191,99982,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,12.0035,,0.0525,,,4.5057,0.3439,0.8147,0.277,5.6401,0.7513,0.7158,,12.818200000000001,,5.6926000000000005,,,4.5057
ore_ont_3794.owl,28466,0,74387,44956,43365,0,1591,2,964,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,16.2638,,,17.8532,0.3377,7.4417,0.3826,2.5852,1.6801,1.3464,,,,18.849,,,17.8532
ore_ont_1270.owl,9312,40125,122455,101733,29811,65120,6802,69,11312,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.1523,369.9871,258.6587,3.635,,,0.6582,4.4016,1.2355,1.0807,,,,4.5539000000000005,371.2226,259.7394,3.635
ore_ont_6816.owl,19752,102970,163911,144155,41180,102970,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,9.0211,3.1536,639.05,0.2664,5.8476,4.6327,2.557,0.7301,2.0149,1.2684,3.5935,2.166,1.309,9.7512,5.1685,640.3184,3.8599,8.0136,5.9417,2.557
ore_ont_15372.owl,194,33238,116610,116404,213,116181,10,2,10,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,8.770199999999999,0.7355,218.4175,0.0037,0.7006,0.5784,1.6374,0.462,0.6901,0.3734,3.3069,1.2107,1.1589,9.232199999999999,1.4256000000000002,218.7909,3.3106,1.9113000000000002,1.7373,1.6374
ore_ont_10127.owl,689,20373,107500,106790,1236,105548,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,11.3509,,0.0354,,,3.4909,0.3329,0.7243,0.2855,4.7394,0.8054,0.82,,12.075199999999999,,4.7748,,,3.4909
ore_ont_15696.owl,106896,0,213790,106894,106894,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.4155,10.2093,3.6464,0.715,3.293,3.0422,3.3488,0.7693,2.2615,0.9116,2.682,1.8983,1.4411,1.1848,12.4708,4.558,3.397,5.1913,4.4833,3.3488
ore_ont_8557.owl,12053,0,102336,90282,90282,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,12.9139,1.2338,42.7686,0.0954,0.3966,0.3537,1.2408,0.3295,1.0049,0.1692,2.6775,0.6948,0.7061,13.2434,2.2386999999999997,42.937799999999996,2.7729000000000004,1.0914,1.0598,1.2408
ore_ont_3508.owl,35836,0,104508,68554,68554,0,0,39,79,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.1901,5.0513,193.3901,0.335,3.0543,2.7742,1.93,0.3958,1.173,0.4058,2.0176,0.9554,0.9561,2.5859,6.2243,193.7959,2.3526,4.0097000000000005,3.7302999999999997,1.93
ore_ont_11293.owl,44271,0,159204,114924,114922,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,31.1374,19.666,500.1692000000001,0.7044,,,2.7977,0.5243,1.6681,0.4656,2.9635,1.6293,1.6116,31.6617,21.3341,500.6348000000001,3.6679,,,2.7977
ore_ont_4166.owl,9164,139447,158184,149018,9571,139447,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,135.4216,1.1677,826.5506,0.4078,302.2763,247.4609,2.5137,0.8376,2.087,1.5599,3.5769,2.2758000000000003,1.042,136.25920000000002,3.2547,828.1105,3.9847,304.5521,248.5029,2.5137
ore_ont_15929.owl,44271,0,160026,115746,115744,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,33.7186,19.5217,601.995,0.7042,,,2.7694,0.544,1.6904,0.4921,2.9625,1.6289,1.5775,34.2626,21.2121,602.4871,3.6667,,,2.7694
ore_ont_8858.owl,9224,143388,162244,153019,9629,143388,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,143.8055,1.2328,883.3868,0.4332,301.5464,253.9297,2.5248,0.8421,2.1851,1.6038,3.6235,2.3188,1.085,144.64759999999998,3.4178999999999995,884.9906,4.0567,303.8652,255.0147,2.5248
ore_ont_10248.owl,44857,0,162912,118046,118044,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,37.2057,20.1597,531.9630999999999,0.7226,,,2.8019,0.5064,1.7149,0.4881999999999999,3.05,1.6562,1.701,37.7121,21.8746,532.4513,3.7725999999999997,,,2.8019
ore_ont_5612.owl,44861,0,162917,118048,118046,0,2,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,37.7505,20.1103,592.3679,0.7239,,,2.7953,0.527,1.7755,0.4432,3.0631,1.6734,1.6611,38.2775,21.8858,592.8111,3.787,,,2.7953
ore_ont_13276.owl,32509,0,144151,111371,111205,0,166,0,271,0,OWL2_DL - OWL2_FULL,OWL2_DL,,999.8529,,14.5423,,,16.2554,0.5018,1.8187,0.3888999999999999,3.2805,4.525,5.5826,,1001.6716,,17.8228,,,16.2554
ore_ont_13928.owl,53085,106,154828,101626,101360,108,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.0355,,536.9466,4.5138,0.5784,1.8924,0.5428000000000001,2.9038,1.2607,1.0891,,,,4.939299999999999,,538.0357,4.5138
ore_ont_15226.owl,53103,18,154846,101626,101466,2,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,224.7209,,2.047,,526.648,4.4631,0.545,1.922,0.5444,2.9155,1.24,1.0999,,226.6429,,4.9625,,527.7479000000001,4.4631
ore_ont_9835.owl,46247,0,160649,114139,113985,0,154,0,263,0,OWL2_DL - OWL2_FULL,OWL2_DL,,952.135,,7.1882,,,10.4163,0.578,3.4382,0.5837,4.2088,1.6237,1.7188,,955.5732,,11.397,,,10.4163
ore_ont_7127.owl,65370,0,186268,120879,120864,0,15,0,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,,56.544,,1.4392,,,4.8436,0.7141,3.2588,0.7504,3.9682,1.7816,1.6463,,59.8028,,5.4074,,,4.8436
ore_ont_5289.owl,50770,18,149005,98118,97940,20,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,220.5584,,2.0536,,533.7274,4.441,0.6427,1.8828,0.4978,2.9157,1.2141,1.0939,,222.4412,,4.9693000000000005,,534.8213,4.441
ore_ont_8068.owl,25520,7,223694,198170,42998,155169,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,3.5436,,0.2498,2.4077,2.0064,3.6583,0.9829,1.1391,0.7548,5.1399,0.636,0.7167,,4.6827000000000005,,5.3896999999999995,3.0437000000000003,2.7231,3.6583
ore_ont_2361.owl,23851,11,219662,195804,50898,144897,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,18.4917,4.353,1562.2496,0.3896,4.278,3.8466,3.7547,0.9868,1.1649,0.7455,5.0062,0.6991,0.8076,19.4785,5.5179,1562.9951,5.3957999999999995,4.9771,4.6542,3.7547
ore_ont_5549.owl,23851,11,219662,195804,50898,144897,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,18.5139,4.3233,1521.0389,0.3965,4.3362,3.7007,3.6755,0.9904,1.1583,0.7138,5.0038,0.7141000000000001,0.7687,19.5043,5.4816,1521.7527,5.4003,5.0503,4.4694,3.6755
