Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Classification_LoadingAdded,HermiT_Classification_LoadingAdded,JFact_Classification_LoadingAdded,Konclude_Classification_LoadingAdded,Openllet_Classification_LoadingAdded,Pellet_Classification_LoadingAdded,KoncludeCLI_Classification_LoadingAdded
ore_ont_9805.owl,44,0,137,62,62,0,0,0,32,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0203,0.0317,0.003,0.017,0.0153999999999999,0.0171,0.0038,0.0197,0.0063,0.0275,0.0131,0.0112,0.0044,0.039999999999999994,0.038,0.0305,0.030100000000000002,0.0265999999999999,0.0171
ore_ont_2936.owl,10,0,156,112,112,0,0,23,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0259,0.0293,0.0041,0.0151,0.0166,0.0181,,0.0293,0.0069999999999999,0.0313,0.013,0.0128,,0.0552,0.0362999999999999,0.0354,0.0281,0.029400000000000003,0.0181
ore_ont_11949.owl,56,0,179,79,79,0,0,13,31,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0005,0.0255999999999999,0.0346,0.003,0.0202,0.0185,0.0172,0.004,0.0278,0.0066,0.0286,0.014,0.0117,0.0045000000000000005,0.0533999999999999,0.0412,0.0316,0.0342,0.030199999999999998,0.0172
ore_ont_8662.owl,38,0,146,69,51,0,18,0,40,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.0343,0.024,0.0028,0.0251,0.0215999999999999,0.0172,0.0039,0.0185,0.0066999999999999,0.0269999999999999,0.0143,0.0121,0.0045,0.0528,0.0306999999999999,0.0297999999999999,0.039400000000000004,0.0336999999999999,0.0172
ore_ont_15971.owl,17,10,107,67,44,14,9,0,23,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0005,0.0306999999999999,0.023,0.0036,0.0133,0.0139,0.0168,0.0035,0.0209,0.0065,0.0259,0.0125999999999999,0.0117,0.004,0.051599999999999896,0.0295,0.0295,0.0258999999999999,0.025599999999999998,0.0168
ore_ont_8937.owl,39,0,161,84,72,0,12,0,40,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0228,0.0348,0.0034,0.0251,0.0209,0.018,0.004,0.0192,0.0063,0.0283,0.0120999999999999,0.0115,0.0047,0.041999999999999996,0.0411,0.0317,0.0371999999999999,0.0324,0.018
ore_ont_580.owl,22,18,139,73,52,21,0,0,45,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0004,0.0224,0.0353,0.0037,0.0181,0.0158999999999999,0.0174,0.0045,0.0159,0.0078,0.0282,0.0146,0.0119,0.0049,0.0383,0.0431,0.0319,0.0327,0.0277999999999999,0.0174
ore_ont_9509.owl,79,5,174,86,81,5,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0164999999999999,0.0243,0.0034,0.0117,0.0105,0.0173,0.004,0.0178,0.0062999999999999,0.0266999999999999,0.0139999999999999,0.0138,0.0045000000000000005,0.0342999999999999,0.030599999999999898,0.0300999999999999,0.0256999999999999,0.024300000000000002,0.0173
ore_ont_7839.owl,21,0,181,119,109,0,10,12,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.034,0.0358,0.0029,0.0167,0.0156,0.0173,0.0038,0.0202,0.0066,0.0281,0.0129,0.0116,0.0045,0.0542,0.0424,0.031,0.0296,0.0272,0.0173
ore_ont_10309.owl,10,0,113,55,55,0,0,0,49,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0219,0.0292,0.0029,0.0203,0.0167,0.017,0.0038,0.0163,0.0068,0.0271,0.0124,0.0116,0.0043,0.0382,0.036,0.03,0.0327,0.0283,0.017
ore_ont_13503.owl,43,11,141,70,59,11,0,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.022,0.0305,0.0048,0.0189,0.014,0.0188,0.0069999999999999,0.0174,0.0062999999999999,0.0275,0.0132,0.0128,0.0075999999999999,0.0394,0.0367999999999999,0.0323,0.032100000000000004,0.0268,0.0188
ore_ont_480.owl,67,4,172,89,85,4,0,0,17,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0171,0.0235,0.0029,0.019,0.0169,0.0173,0.0063,0.0198,0.0066,0.0272,0.0138,0.0121,0.0068000000000000005,0.0369,0.030100000000000002,0.0301,0.032799999999999996,0.028999999999999998,0.0173
ore_ont_14746.owl,17,0,202,135,123,0,12,18,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.036,0.0347,0.0031,0.0154,0.0121999999999999,0.0178,0.009,0.0231,0.007,0.0286,0.0134999999999999,0.0123,0.0096,0.0591,0.0417,0.0317,0.028899999999999898,0.0244999999999999,0.0178
ore_ont_15331.owl,20,0,208,138,126,0,12,18,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0357,0.0302,0.0029,0.0139,0.0134,0.0178,0.0042,0.0206,0.0069,0.0287,0.0147999999999999,0.0119,0.004699999999999999,0.0563,0.0371,0.0316,0.0286999999999999,0.025300000000000003,0.0178
ore_ont_1420.owl,42,0,158,81,77,0,4,0,36,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0246,0.029,0.0031,0.0148,0.0138,0.0177,0.0037999999999999,0.0175,0.0070999999999999,0.0279,0.0130999999999999,0.0118,0.0043999999999999,0.0421,0.0360999999999999,0.031,0.0278999999999999,0.025599999999999998,0.0177
ore_ont_1526.owl,41,8,152,75,67,8,0,1,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0242,0.0316,0.0044,0.018,0.0243,0.0189,0.0039,0.0168,0.007,0.0267,0.013,0.0129,0.004399999999999999,0.040999999999999995,0.0386,0.031100000000000003,0.031,0.0372,0.0189
ore_ont_4856.owl,61,1,177,77,76,1,0,0,41,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0009,0.0263,0.0481,0.0032,0.0358,0.0367,0.0181,0.0039,0.0191,0.0074,0.0265,0.0144,0.012,0.0048,0.045399999999999996,0.055499999999999994,0.0297,0.050199999999999995,0.04870000000000001,0.0181
ore_ont_2485.owl,5,3,226,113,110,3,0,107,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0012,0.0388,0.0485,0.0029,0.0119,0.0122,0.0173,0.0055,0.0288,0.0071,0.0272999999999999,0.0138,0.0116,0.006699999999999999,0.0676,0.055600000000000004,0.0301999999999999,0.0257,0.0238,0.0173
ore_ont_5107.owl,50,24,182,126,102,24,0,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0027,0.1372,0.0568,0.0316,0.0954,0.1144,0.0383,0.0046,0.0228,0.0078,0.0314,0.0153,0.0134,0.0073,0.15999999999999998,0.0646,0.063,0.11069999999999999,0.1278,0.0383
ore_ont_7639.owl,15,0,218,141,123,0,18,27,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0361,0.0414999999999999,0.003,0.0191,0.0178,0.0177,0.0054,0.0337,0.0073,0.0298,0.0153999999999999,0.0127,0.006200000000000001,0.0698,0.0487999999999999,0.0328,0.0344999999999999,0.0305,0.0177
ore_ont_13429.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0147999999999999,0.0167,0.0031,0.0065,0.0061,0.0174,0.0036999999999999,0.0184,0.0062999999999999,0.0266999999999999,0.0136,0.0116,0.0040999999999999,0.033199999999999896,0.0229999999999999,0.0297999999999999,0.0201,0.0177,0.0174
ore_ont_9854.owl,61,0,170,96,96,0,0,0,14,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004000000000000001,0.0169999999999999,0.0201,0.0028,0.0096,0.0105,0.018,0.0043,0.0175999999999999,0.0063,0.0279,0.014,0.0133,0.0047,0.0345999999999998,0.0264,0.0307,0.0236,0.0238,0.018
ore_ont_15167.owl,53,0,335,206,177,0,29,20,58,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0027,0.0432,0.0655,0.0109,0.041,0.052,0.0272,0.0061,0.0383,0.0084,0.0323,0.0172,0.0155,0.0088,0.0815,0.07390000000000001,0.0432,0.0582,0.0675,0.0272
ore_ont_13306.owl,40,0,195,99,89,0,10,8,49,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.001,0.03,0.047,0.0047,0.0274,0.0282,0.0194,0.0042,0.0348,0.0078,0.0272,0.0142,0.0138,0.0052,0.0648,0.0548,0.0319,0.0416,0.041999999999999996,0.0194
ore_ont_5292.owl,70,18,193,88,57,18,13,3,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.0361,0.0331,0.0032,0.0207,0.0225,0.0181,0.0043999999999999,0.0269,0.0074,0.0266,0.0135,0.013,0.0049999999999998995,0.063,0.040499999999999994,0.0298,0.0342,0.0355,0.0181
ore_ont_5255.owl,89,0,207,115,112,0,3,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0229,0.029,0.0032,0.0205,0.0238,0.0182,0.0038,0.0214,0.0066,0.0279,0.0129,0.012,0.0046,0.0443,0.0356,0.031100000000000003,0.0334,0.0358,0.0182
ore_ont_8667.owl,87,0,167,79,79,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0151999999999999,0.0218,0.0033,0.0069,0.0054,0.0178,0.0038,0.0186,0.0065,0.0271,0.0122,0.0117,0.0043,0.0337999999999999,0.0283,0.0304,0.0191,0.0171,0.0178
ore_ont_8974.owl,15,0,157,95,95,0,0,0,49,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0209999999999999,0.0368999999999999,0.0027,0.0205,0.0226,0.0182,0.0047,0.0206,0.0075,0.0289,0.0139,0.0126,0.0059,0.0415999999999999,0.0443999999999999,0.031599999999999996,0.0344,0.035199999999999995,0.0182
ore_ont_3330.owl,50,0,193,116,110,0,6,11,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.029,0.0348,0.0031,0.0262,0.0258,0.0183,0.0049,0.0304,0.0071,0.0283,0.0142,0.0141,0.0058,0.0594,0.0419,0.0314,0.040400000000000005,0.0399,0.0183
ore_ont_1967.owl,59,0,199,97,97,0,0,0,44,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0255,0.0351,0.0031,0.0182,0.0163,0.0178,0.0076,0.019,0.0076999999999999,0.0285,0.0144,0.013,0.0081,0.0445,0.0427999999999999,0.0316,0.032600000000000004,0.0293,0.0178
ore_ont_15399.owl,59,0,199,97,97,0,0,0,44,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.027,0.0297,0.0029,0.0175,0.0169999999999999,0.0182,0.0065,0.0186,0.0069,0.0278,0.0144999999999999,0.0118,0.006999999999999999,0.0456,0.0366,0.030699999999999998,0.031999999999999904,0.028799999999999902,0.0182
ore_ont_5852.owl,74,0,134,60,60,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0131,0.0175999999999999,0.003,0.0073,0.0042,0.0176,0.0027,0.0178,0.0065,0.0254,0.0127999999999999,0.0116,0.0031000000000000003,0.0309,0.0240999999999999,0.028399999999999998,0.0200999999999999,0.015799999999999998,0.0176
ore_ont_10174.owl,133,0,266,133,133,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0174,0.0194,0.0033,0.0067,0.0048,0.0183,0.0066,0.0202,0.0071,0.0271,0.0133,0.0122,0.0072,0.037599999999999995,0.026500000000000003,0.0304,0.02,0.017,0.0183
ore_ont_13392.owl,124,0,265,136,132,0,4,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0177,0.0328,0.0029,0.0083,0.0062,0.0186,0.0057,0.0195,0.0072,0.0272,0.0136,0.0127,0.0061,0.0372,0.04,0.0301,0.0219,0.0189,0.0186
ore_ont_3671.owl,17,1,282,182,145,3,34,25,59,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.0629,0.0411,0.0031,0.0198,0.0233,0.018,0.0047,0.037,0.0076,0.0298,0.0177,0.0133,0.0053,0.09989999999999999,0.0487,0.0329,0.037500000000000006,0.0366,0.018
ore_ont_3909.owl,76,0,139,62,62,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0008,0.0127999999999999,0.02,0.0032,0.0063,0.0062,0.0174,0.0036,0.0175,0.0061999999999999,0.0278,0.0127999999999999,0.0133,0.0044,0.030299999999999903,0.0261999999999999,0.031,0.019099999999999902,0.0195,0.0174
ore_ont_2036.owl,64,5,203,94,89,5,0,0,46,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0278,0.0336,0.0029,0.0375,0.0289999999999999,0.0184,0.0045,0.0196,0.0069,0.0282,0.0153999999999999,0.0119,0.0052,0.0474,0.040499999999999994,0.0311,0.0528999999999999,0.0408999999999999,0.0184
ore_ont_508.owl,66,5,205,95,90,5,0,0,46,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0282,0.0349,0.0029,0.0357,0.031,0.0183,0.0061,0.019,0.0073,0.028,0.0147999999999999,0.0136,0.0068000000000000005,0.0472,0.0422,0.0309,0.050499999999999906,0.0446,0.0183
ore_ont_9867.owl,94,0,239,137,134,0,3,0,8,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.0197,0.0308999999999999,0.0032,0.0077,0.007,0.018,0.0042,0.0191,0.0069,0.0292,0.0147,0.0138,0.0053,0.0388,0.0377999999999999,0.0324,0.0224,0.0208,0.018
ore_ont_16351.owl,71,0,194,98,98,0,0,0,26,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0224,0.0255,0.0031,0.015,0.0172,0.0183,0.0039,0.0176,0.0066,0.0281,0.0137,0.012,0.0046,0.04,0.0321,0.0312,0.0287,0.0292,0.0183
ore_ont_12957.owl,99,0,195,94,94,0,0,0,2,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0004,0.0149,0.0245,0.0028,0.018,0.0192,0.0186,0.0042,0.0196,0.0076,0.0272999999999999,0.0152,0.0138,0.0046,0.0345,0.032100000000000004,0.0300999999999999,0.0332,0.033,0.0186
ore_ont_15318.owl,59,0,229,124,105,0,19,30,16,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0371,0.0258,0.0032,0.0161,0.0183,0.0181,0.0048,0.0307,0.0076,0.0277,0.0147,0.0137,0.005299999999999999,0.0678,0.0334,0.0309,0.0308,0.032,0.0181
ore_ont_6635.owl,44,2,245,158,156,2,0,11,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0417,0.0035,0.0293,0.0386,0.0193,,,0.0082,0.0308,0.0159,0.0135,,,0.0499,0.034300000000000004,0.045200000000000004,0.0521,0.0193
ore_ont_16850.owl,37,0,205,129,119,0,10,20,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.026,0.0344999999999999,0.003,0.0161,0.0226,0.0177,0.0039,0.0299,0.0062999999999999,0.028,0.0148,0.0128,0.0045,0.0559,0.0407999999999998,0.031,0.0309,0.0354,0.0177
ore_ont_4106.owl,56,0,224,127,117,0,10,0,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0369,0.0389,0.003,0.0224,0.0251,0.0186,0.0042,0.0215999999999999,0.0069999999999999,0.0294,0.0154,0.0132,0.0050999999999999995,0.0584999999999999,0.0458999999999999,0.0324,0.0378,0.0383,0.0186
ore_ont_2038.owl,51,0,284,232,128,103,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.013,0.0414999999999999,0.0029,0.0091,0.0086,0.0186,0.0051,0.024,0.0083,0.0312,0.0162,0.013,0.005900000000000001,0.037,0.0497999999999999,0.0341,0.0253,0.0216,0.0186
ore_ont_3842.owl,98,0,200,96,96,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0186,0.0267999999999999,0.0033,0.0077,0.0086,0.0182,0.0046,0.018,0.0064999999999999,0.0283,0.0133,0.012,0.0051,0.036599999999999994,0.0332999999999998,0.031599999999999996,0.020999999999999998,0.0206,0.0182
ore_ont_9709.owl,24,13,233,175,102,35,38,26,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0291,0.0297,0.0027,0.0139,0.0147,0.0183,0.0048,0.0299,0.0066999999999999,0.0303,0.0145,0.0142,0.005299999999999999,0.059,0.0363999999999999,0.033,0.0284,0.028900000000000002,0.0183
ore_ont_13204.owl,35,0,215,180,180,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.0076,0.0196,0.0031,0.01,0.0092,0.0175,0.0038,0.0249,0.0059,0.0305,0.0157,0.0164,0.0044,0.0325,0.0255,0.0336,0.0257,0.0256,0.0175
ore_ont_10321.owl,13,5,150,94,90,4,0,32,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.0224,0.0348,0.0031,0.0161,0.0141,0.0175,0.0039,0.0309,0.0071,0.0278,0.0120999999999999,0.0112,0.0046,0.0533,0.0419,0.030899999999999997,0.0281999999999999,0.0253,0.0175
ore_ont_12360.owl,28,8,325,210,157,18,35,27,61,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.0711,0.0409,0.0031,0.0209,0.0197,0.0185,0.0046,0.0388,0.0087,0.0308,0.0187,0.0147,0.0052,0.1099,0.0496,0.0339,0.039599999999999996,0.0344,0.0185
ore_ont_5646.owl,113,0,257,138,132,0,6,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.001,0.0232,0.0337,0.0034,0.0143,0.0133,0.0191,0.0051,0.0220999999999999,0.0073,0.0283999999999999,0.0138,0.0139,0.0061,0.045299999999999896,0.041,0.0317999999999999,0.0281,0.0272,0.0191
ore_ont_13277.owl,72,0,182,87,86,0,1,0,24,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0006000000000000001,0.0311,0.0265,0.0038,0.0298,0.0235,0.0183,0.0077,0.0182,0.0073,0.0284,0.0137,0.0134,0.0083,0.0493,0.0338,0.0322,0.0435,0.0369,0.0183
ore_ont_9600.owl,92,0,259,136,113,0,23,1,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0417,0.038,0.0068,0.0276,,0.0224,,0.0313,0.0089,0.0305,0.0172,0.0142,,0.07300000000000001,0.0469,0.0373,0.0448,,0.0224
ore_ont_3341.owl,15,0,194,139,135,0,4,40,0,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0221,0.0326,0.0033,0.0178,0.0161,0.0176,0.01,0.03,0.0070999999999999,0.0303,0.0139999999999999,0.0122,0.0105,0.0521,0.039699999999999895,0.0336,0.0317999999999999,0.0283,0.0176
ore_ont_8169.owl,133,0,290,155,154,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.02,0.0334,0.0037,0.0093,0.0066999999999999,0.0194,0.0054,0.0203,0.0071,0.0304,0.0158999999999999,0.0136,0.006500000000000001,0.0403,0.0405,0.0341,0.0251999999999999,0.020299999999999898,0.0194
ore_ont_14931.owl,104,17,288,172,149,17,6,4,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0455,0.0476,0.0049,0.0366,0.0348,0.0216,0.0057,0.0344,0.0073,0.0317,0.0155,0.0136,0.0073,0.0799,0.054900000000000004,0.0366,0.0521,0.0484,0.0216
ore_ont_6461.owl,53,0,318,264,135,128,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0117,0.0414,0.0034,0.0107,0.008,0.0191,0.0043,0.0224,0.0101,0.034,0.0152,0.0141,0.0058,0.0341,0.0515,0.0374,0.0259,0.0221,0.0191
ore_ont_10019.owl,48,0,202,150,141,0,9,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0063,0.0575,0.0895,0.0268,0.3687,2.1071,0.0422,0.0038,0.0327999999999999,0.0070999999999999,0.0327,0.0148,0.0142,0.0101,0.09029999999999991,0.0965999999999999,0.0595,0.3835,2.1213,0.0422
ore_ont_14128.owl,82,0,198,94,94,0,0,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0008,0.0208,0.0318,0.0032,0.0134,0.0144999999999999,0.0186,0.0037,0.0177,0.0066999999999999,0.0283,0.014,0.0129,0.0045000000000000005,0.0385,0.0384999999999999,0.0315,0.0274,0.0273999999999999,0.0186
ore_ont_8128.owl,44,0,307,152,152,0,0,0,112,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0423,0.0493,0.0032,0.0319,0.0372,0.019,0.006,0.0209999999999999,0.0084,0.0288,0.0139,0.0134,0.0074,0.0632999999999999,0.057699999999999994,0.032,0.045799999999999993,0.0506,0.019
ore_ont_15667.owl,25,24,259,201,114,78,9,14,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.001,0.0398,0.0462,0.0034,0.0219,,0.0205,0.005,0.0335,0.0078999999999999,0.0323,0.02,,0.006,0.0733,0.0540999999999999,0.0357,0.0419,,0.0205
ore_ont_4855.owl,127,0,251,124,124,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0002,0.0167,0.0271,0.0037,0.0066,0.0055,0.0186,0.0046999999999999,0.0192,0.0072999999999999,0.028,0.0136,0.0145,0.004899999999999899,0.0359,0.0343999999999999,0.0317,0.0202,0.02,0.0186
ore_ont_7482.owl,63,0,178,115,115,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0107,0.0211,0.0035,0.0071,0.0076,0.0179,0.0041,0.0184,0.0061999999999999,0.0278,0.0139,0.0123,0.005,0.0291,0.0272999999999999,0.0313,0.020999999999999998,0.0199,0.0179
ore_ont_16076.owl,189,0,376,186,186,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0005,0.0232,0.0252,0.0035,0.0097,0.0082,0.0199,0.0054,0.0218,0.0078,0.0293,0.0152,0.0127,0.005900000000000001,0.045,0.033,0.0328,0.0249,0.020900000000000002,0.0199
ore_ont_7270.owl,85,0,206,99,99,0,0,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0009,0.0221,0.0319,0.0033,0.0145,0.0132,0.0191,0.0048,0.0208,0.0076,0.0303,0.0133999999999999,0.0123,0.005699999999999999,0.0429,0.0395,0.0336,0.0278999999999999,0.025500000000000002,0.0191
ore_ont_14328.owl,79,0,267,148,124,0,24,0,42,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0015,0.0305,0.0443,0.0035,0.0193,0.0187,0.0196,0.0072,0.0233999999999999,0.0078,0.0312,0.015,0.0149,0.0087,0.0538999999999999,0.0521,0.0347,0.0343,0.033600000000000005,0.0196
ore_ont_16461.owl,92,0,237,130,117,0,13,0,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0027,0.023,0.0475,0.0056,0.0494,0.0694,0.0215,0.0052,0.0492,0.0071,0.0301999999999999,0.0180999999999999,0.0173,0.0079,0.0722,0.0546,0.0357999999999999,0.0674999999999999,0.0867,0.0215
ore_ont_15800.owl,192,0,385,193,193,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006000000000000001,0.022,0.0186,0.0037,0.0083,0.0082,0.0199,0.0089,0.0210999999999999,0.0074,0.0295999999999999,0.0164,0.0148,0.0095,0.0430999999999999,0.026,0.0332999999999999,0.0247,0.023,0.0199
ore_ont_9635.owl,97,3,294,171,160,6,5,6,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.027,0.0422,0.007,0.0328,0.0278999999999999,0.023,0.0039,0.0326,0.0086,0.0301,0.0176,0.0141,0.0054,0.0596,0.0508,0.0371,0.0504,0.0419999999999999,0.023
ore_ont_13018.owl,176,0,351,175,175,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.022,0.0299,0.0035,0.0075,0.0055,0.0193,0.0049999999999999,0.0204999999999999,0.0072,0.0291999999999999,0.0148,0.0138,0.0058999999999999,0.0424999999999999,0.0371,0.0326999999999999,0.0223,0.019299999999999998,0.0193
ore_ont_16167.owl,40,0,228,142,137,0,5,17,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.033,0.0298999999999999,0.0033,0.0196,0.0174,0.0183,0.0049,0.029,0.0074,0.0294,0.0133,0.0132,0.0056,0.062,0.0372999999999999,0.0327,0.0329,0.0306,0.0183
ore_ont_11834.owl,36,0,311,229,145,0,84,0,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.1783,0.0596,0.0057,0.0292,0.0342,0.0207,0.0049,0.0713999999999999,0.0075,0.0306,0.0166,0.0152,0.0074,0.24969999999999987,0.06709999999999999,0.0363,0.0458,0.0494,0.0207
ore_ont_9422.owl,49,0,226,148,112,0,36,5,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0015,0.0465,0.0407,0.0047,0.0274,0.0328,0.0201,0.0043,0.0387,0.0073,0.0291,0.014,0.0131,0.0058,0.0852,0.048,0.033800000000000004,0.0414,0.0459,0.0201
ore_ont_1222.owl,42,0,320,238,234,0,4,7,34,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0286,0.0448,0.0067,0.0302,0.0313,0.0226,0.0056,0.0378999999999999,0.0075,0.033,0.0187,0.0145,0.0072,0.06649999999999989,0.0523,0.0397,0.0489,0.0458,0.0226
ore_ont_13643.owl,176,0,357,181,181,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.023,0.0188,0.0037,0.0095,0.0105,0.0196,0.0049999999999999,0.0222,0.0075,0.0294,0.0155,0.0145,0.005499999999999901,0.045200000000000004,0.0263,0.0331,0.025,0.025,0.0196
ore_ont_15210.owl,31,7,341,224,132,5,87,6,81,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.1308,0.0438,0.0031,0.0296,0.0349999999999999,0.0193,0.0049,0.0617999999999999,0.0081,0.0309,0.0159999999999999,0.0142,0.0074,0.19259999999999988,0.0519,0.034,0.045599999999999904,0.0491999999999999,0.0193
