Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading
ore_ont_2860.owl,113,72,912,702,432,258,12,22,76,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0071,0.0518,0.0096,0.059,0.0265,
ore_ont_5014.owl,20,83,1026,917,255,643,19,78,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0071,0.0393,0.0097,0.0601,0.0294,
ore_ont_5216.owl,718,1,1791,1072,725,346,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,0.039,0.0158,0.0545,0.0263,0.0256
ore_ont_6272.owl,77,161,747,657,211,437,9,1,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0062,0.0538,0.0097,0.0837,0.0260999999999999,
ore_ont_1705.owl,39,297,952,908,116,792,0,0,6,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0063,0.026,0.0102,0.0606,0.0232,0.0203
ore_ont_9054.owl,281,0,758,433,403,0,30,19,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0061,0.0702,0.0144,0.0455,0.0252,0.0247
ore_ont_13762.owl,12,115,610,521,84,382,55,0,79,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0065,0.0284,0.0083,0.0446,0.02,0.0164
ore_ont_2063.owl,710,0,1632,922,922,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0072,0.0422,0.0118999999999999,0.0464,0.0240999999999999,0.0229
ore_ont_934.owl,109,147,1099,909,490,376,43,25,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0088,0.0516999999999999,0.0115,0.3115,0.0284999999999999,0.0259
ore_ont_586.owl,20,139,765,692,192,500,0,34,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0082,0.0451,0.0092,0.0625,0.0281999999999999,
ore_ont_13581.owl,87,0,1306,960,695,0,265,0,260,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0069,0.0651,0.01,0.0508,0.0236,0.0197
ore_ont_6720.owl,313,979,1635,1322,323,999,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0086,0.0354,0.0155,0.0626,0.0396,0.0316
ore_ont_10162.owl,584,0,1592,1007,1007,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0068,0.0438,0.0116,0.0518,0.0273,0.0271
ore_ont_16708.owl,283,1,769,440,409,1,30,20,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0065,0.0623,0.0135,0.0473,0.0304,0.0272
ore_ont_3685.owl,285,0,772,443,413,0,30,19,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0068,0.0695,0.0138,0.0489999999999999,0.0265,0.0293
ore_ont_1834.owl,83,0,1324,979,679,0,300,7,256,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0093,0.0822,0.011,0.0521,0.0248,0.0216
ore_ont_5774.owl,99,206,835,725,137,585,3,2,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.007,0.0373,0.0114,0.0550999999999999,0.0224,0.021
ore_ont_10320.owl,323,103,1195,803,457,315,31,22,48,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.01,0.0576,0.0122999999999999,0.0581,0.032,
ore_ont_6983.owl,323,103,1196,804,458,315,31,22,48,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0081,0.0589,0.0144,0.0534,0.0299,
ore_ont_6696.owl,881,8,1332,450,442,8,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0098,0.0653,0.0147,0.052,0.029,0.0237
ore_ont_3892.owl,170,89,1165,885,563,287,35,37,74,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0074,0.0590999999999999,0.01,0.0553,0.0271,0.0249
ore_ont_1461.owl,176,23,1101,782,759,23,0,62,83,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0069,0.0558,0.0104,0.0502,0.0272,0.0256
ore_ont_13657.owl,751,0,1685,910,883,0,27,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0107,0.0414,0.0128,0.0473,0.0282,0.0218
ore_ont_11016.owl,68,109,757,650,227,415,8,10,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.006,0.0496,0.0098,0.0608999999999999,0.0249,0.0231
ore_ont_5359.owl,360,18,1255,884,855,20,9,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0069,0.0582,0.0125,0.0599,0.0274,0.0285
ore_ont_8141.owl,360,18,1255,884,855,20,9,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0087,0.0653,0.0112,0.0624,0.0282,0.0238
ore_ont_15682.owl,178,138,896,677,347,321,9,7,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0529,0.0213,,0.0329,
ore_ont_8021.owl,606,0,1454,847,846,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0096,0.0409,0.0135,0.0497,0.0261999999999999,0.0224
ore_ont_11577.owl,268,197,1468,1111,914,197,0,0,89,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0096,0.0405,0.0121999999999999,0.0506,0.0248,0.0203
ore_ont_14321.owl,180,3,1538,1023,811,10,202,127,209,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0126,0.0662,0.0137,0.0533999999999999,0.0260999999999999,0.0257
ore_ont_14272.owl,762,0,1745,932,885,0,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0113,0.0462,0.0142,0.0522,0.0287,0.0264
ore_ont_8948.owl,342,103,1284,851,480,315,56,22,70,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0115,0.0535999999999999,0.0116,0.0542,0.0289,
ore_ont_16191.owl,362,103,1282,847,501,315,31,22,52,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0082,0.0513,0.0121,0.0556999999999999,0.0294,
ore_ont_1728.owl,819,0,1862,1042,1042,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0073,0.0476,0.0127999999999999,0.0492,0.03,0.0243
ore_ont_13383.owl,369,103,1305,864,518,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0088,0.0582,0.0119,0.0562,0.0309,
ore_ont_16115.owl,677,157,1507,830,673,157,0,0,0,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0062,0.0379,0.0133,0.0514,0.0281,0.0219
ore_ont_5564.owl,371,103,1313,870,524,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0115,0.0555,0.012,0.0579,0.0362,
ore_ont_8355.owl,68,189,1015,864,234,562,68,0,83,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0079,0.0261,0.0110999999999999,0.0533,0.023,0.0236
ore_ont_11554.owl,96,0,1183,902,606,0,296,0,186,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0083,0.0892999999999999,0.0105,0.0526,0.0245,0.0198
ore_ont_11694.owl,203,282,1233,987,205,756,26,0,45,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0068,0.0329,0.0113,0.0686,0.0271,0.0247
ore_ont_155.owl,379,82,1243,738,580,121,37,0,128,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0085,0.0369,0.0124999999999999,0.0513,0.0282,0.0216
ore_ont_2901.owl,700,2,1686,969,959,2,8,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0117,0.0685,0.0136,0.0588,0.0317,0.0308
ore_ont_6024.owl,82,0,696,354,354,0,0,7,253,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0054,0.0242,0.009,0.0375999999999999,0.0196,0.0169
ore_ont_3726.owl,179,222,1139,925,206,704,11,16,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0073,,0.0105,0.1576,0.0309,
ore_ont_7278.owl,179,222,1139,925,206,704,11,16,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0072,,0.0121,0.1476,0.0322,
ore_ont_3349.owl,747,0,1732,970,964,0,6,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0117,0.0481,0.0131,0.0535999999999999,0.0277,0.0224
ore_ont_4898.owl,750,0,1280,501,501,0,0,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0118,0.0681,0.0144,0.0581,0.0317,0.0231
ore_ont_2488.owl,434,159,1402,899,534,315,50,0,71,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0096,0.0404,0.0117,0.0578,0.0274,0.0224
ore_ont_1756.owl,606,0,1450,843,843,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0102,0.0409,0.0121,0.0529,0.0253,0.0199
ore_ont_4032.owl,401,103,1387,911,565,315,31,22,54,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0089,0.0646,0.0145999999999999,0.0577,0.0331,
ore_ont_3566.owl,170,185,913,722,169,523,30,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.006,0.04,0.0109,0.0511,0.0258,
ore_ont_6999.owl,86,158,1172,921,763,158,0,74,92,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0083,0.0706,0.0118,0.0592,0.0292,0.0212
ore_ont_1958.owl,652,179,1692,1022,818,189,15,1,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0127,0.0709,0.0161,0.0696,0.0329,0.0306
ore_ont_6967.owl,289,1,857,521,490,1,30,21,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0104,0.0656,0.0146,0.0549,0.0321,0.032
ore_ont_4671.owl,600,0,1445,843,842,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0086,0.0406,0.0113,0.0520999999999999,0.0272,0.0216
ore_ont_10230.owl,24,162,907,819,233,586,0,38,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0079,0.0454999999999999,0.0102,0.0709,0.0288,
ore_ont_15753.owl,55,41,543,430,195,140,0,40,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0173,,0.0081,0.0533999999999999,0.0283999999999999,
ore_ont_10908.owl,693,18,1886,1110,980,20,110,0,84,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0116,0.1592,0.0145999999999999,0.0576,0.0315,0.0249
ore_ont_13898.owl,434,103,1440,934,588,315,31,22,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0102,0.0549999999999999,0.0147,0.0582,0.0369,
ore_ont_6857.owl,422,103,1456,944,587,315,42,27,64,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0121,0.0574,0.0145,0.0592,0.0339,
ore_ont_9864.owl,805,42,1949,1093,962,84,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0098,0.0590999999999999,0.0148,0.0624,0.0364,0.0313
ore_ont_2720.owl,901,0,1950,1049,1049,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.011,0.045,0.0141,0.0523,0.0289,0.0223
ore_ont_12932.owl,270,1224,1745,1475,251,1224,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0087,0.0363,0.0184,0.0683,0.0372,0.0277
ore_ont_12831.owl,809,0,1835,1027,1027,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0071,0.0452,0.0136999999999999,0.0511,0.0312,0.0257
ore_ont_2195.owl,19,0,1567,1118,1118,0,0,88,342,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0092,0.054,0.0127,0.0538,0.0248,0.0278
ore_ont_15933.owl,814,0,1391,545,545,0,0,0,32,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0124,0.075,0.0142,0.0588,0.0301,0.0257
ore_ont_4983.owl,485,159,1518,961,595,315,51,0,74,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.011,0.0411,0.0131,0.0593,0.027,0.0255
ore_ont_7220.owl,1000,0,2176,1175,1175,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.009,0.0522,0.0137,0.0553,0.0293,0.0307
ore_ont_13954.owl,138,206,975,821,384,429,8,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0069,0.0559,0.0125,0.0925,0.0281,
ore_ont_3352.owl,1292,0,2587,1295,1295,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0118,0.0518999999999999,0.0154,0.0577,0.0306999999999999,0.0224
ore_ont_3010.owl,138,206,1031,877,386,482,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0075,0.063,0.0112,0.0966,0.0271,
ore_ont_8631.owl,880,18,2091,1145,1048,20,77,0,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0135,0.0634,0.0153,0.0613,0.0373,0.0303
ore_ont_1931.owl,124,78,1048,828,534,281,13,22,75,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0092,0.0582,0.0121999999999999,0.0631,0.0295,
ore_ont_16821.owl,458,0,1526,1033,1010,0,23,0,36,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0089,0.0403,0.0107,0.0535,0.0279,0.026
ore_ont_4827.owl,866,0,2046,1125,1074,0,51,6,50,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0132,0.0532,0.0157,0.058,0.0306,0.023
ore_ont_9240.owl,904,0,1958,1023,1001,0,22,16,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0091,0.0592,0.0162,0.0567999999999999,0.0324,0.0243
ore_ont_15413.owl,463,103,1589,1017,642,315,60,27,83,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0101,0.0664,0.0135,0.0631,0.0322,
ore_ont_4074.owl,369,0,1137,766,766,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0064,0.0392,0.0102,0.0475,0.0253,0.0262
ore_ont_3301.owl,424,124,1557,1036,601,378,57,22,76,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.011,0.0595,0.0152,0.0661,0.0347,
ore_ont_5220.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0098,0.0355,0.0197,0.0781,0.0221,0.0183
ore_ont_5324.owl,504,0,2448,1944,516,1428,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0129,0.0375,0.0203999999999999,0.0757,0.0231,0.0222
ore_ont_6278.owl,451,103,1587,1016,629,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0104,0.0661,0.0136999999999999,0.0621,0.0353,
ore_ont_4354.owl,452,103,1591,1019,632,315,72,27,94,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0133,0.0625,0.0147,0.0637,0.0323,
ore_ont_15575.owl,480,103,1598,1026,669,315,42,27,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0092,0.0632,0.0147,0.0631,0.0317,
ore_ont_2453.owl,130,414,983,801,291,510,0,0,54,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0064,0.076,0.0128,0.2167,0.0429,0.0399
ore_ont_10807.owl,820,66,2103,1232,1012,173,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0136,0.0608999999999999,0.0159999999999999,0.0663,0.033,0.029
ore_ont_12987.owl,828,0,2076,1247,1246,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0089,0.0492,0.0155,0.0579999999999999,0.0283,0.027
ore_ont_766.owl,735,18,1524,780,744,36,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0089,0.0454,0.012,0.0484,0.0258,0.0263
ore_ont_15516.owl,85,171,970,857,110,733,12,6,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0094,0.0931,0.0332,0.0339
ore_ont_7828.owl,832,96,2129,1246,1018,181,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0135,0.0598,0.0205,0.0684,0.0376,0.0345
ore_ont_14981.owl,47,651,1509,1436,107,1315,14,6,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0075,0.0458,0.0128,0.0825,0.0344,0.0343
ore_ont_5834.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0078,0.0591,0.0138,0.1018,0.0322,
ore_ont_850.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0084,0.0606,0.0113,0.0982,0.0294,
ore_ont_2826.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0097,0.0625,0.0119,0.0984,0.0262,
ore_ont_10702.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.008,0.0578999999999999,0.0122,0.0994,0.0272,
ore_ont_3156.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0078,0.0603999999999999,0.0118999999999999,0.0986,0.0289999999999999,
ore_ont_8042.owl,138,206,1043,889,386,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0083,0.0597,0.0119999999999999,0.0987,0.0287,
ore_ont_14334.owl,139,206,1045,889,386,494,9,1,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0088,0.0574,0.0113,0.0991,0.0278,
ore_ont_16312.owl,1192,0,2540,1343,1339,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0141999999999999,0.0524,0.0174,0.058,0.0344,0.0349
ore_ont_8429.owl,852,67,2140,1237,1054,136,47,6,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0144,0.0593999999999999,0.016,0.0646,0.0375,0.0336
ore_ont_1406.owl,1192,0,2540,1343,1339,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0102,0.0557,0.0191,0.0597,0.0379,0.0305
ore_ont_4469.owl,131,89,1256,960,736,107,117,26,140,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0089,0.0728,0.0107999999999999,0.0598,0.0252,0.0291
ore_ont_12084.owl,484,103,1659,1084,727,315,42,27,65,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0125,0.0605,0.0138,0.066,0.0406,
ore_ont_6298.owl,121,0,1751,1263,862,0,401,8,360,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0124999999999999,0.0960999999999999,0.0131,0.0582,0.0285,0.023
ore_ont_2338.owl,385,0,1255,866,866,0,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0072,0.0419,0.0112,0.0505,0.0276,0.0232
ore_ont_16425.owl,368,245,1304,936,361,575,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0091,0.0289999999999999,0.0141999999999999,0.0532,0.0265,0.0293
ore_ont_8280.owl,85,171,978,864,111,733,12,6,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0093,0.0950999999999999,0.0326999999999999,0.0314
ore_ont_4400.owl,575,602,1909,1334,732,602,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.008,0.0441,0.0161,0.06,0.0331,0.032
ore_ont_5539.owl,85,171,981,865,114,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0098,0.0932,0.0346,0.0333
ore_ont_15397.owl,607,0,2001,1392,1392,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0082,0.0504,0.0147,0.0575,0.0277,0.0287
ore_ont_2669.owl,90,171,995,875,122,733,12,6,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0094,0.0988,0.0385,0.0346
ore_ont_15685.owl,760,18,1574,805,769,36,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0098,0.0412,0.0135,0.0512999999999999,0.027,0.0257
ore_ont_12433.owl,280,0,1135,815,776,0,39,0,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0093,0.052,0.0104,0.0544,0.0326,0.0305
ore_ont_10906.owl,86,171,988,869,113,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.01,0.0973,0.0337,0.0333
ore_ont_1397.owl,137,206,1037,885,383,494,8,1,15,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0081,0.0606,0.0107999999999999,0.0956,0.0338,
ore_ont_8786.owl,137,206,1039,886,383,494,9,1,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0066999999999999,0.0593,0.0116,0.0977,0.0293,
ore_ont_3978.owl,962,0,1672,678,663,3,12,0,32,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0161,0.0882,0.0174,0.0685,0.0329,0.0324
ore_ont_15985.owl,1188,0,2563,1374,1374,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0109,0.0532,0.0174,0.0592,0.0353,0.024
ore_ont_237.owl,87,171,987,869,115,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0095,0.0999,0.0377,0.039
ore_ont_10133.owl,634,0,1586,951,951,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0082,0.0438999999999999,0.013,0.0603,0.028,0.0259
ore_ont_11009.owl,889,0,1524,602,602,0,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0111,0.0851,0.0154,0.0671,0.0317,0.0231
ore_ont_11719.owl,1070,0,2372,1296,1296,0,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.012,0.0602,0.0171,0.0638,0.0324,0.0274
ore_ont_457.owl,889,0,1525,603,603,0,0,0,33,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0086,0.0800999999999999,0.0174,0.0635,0.0315999999999999,0.029
ore_ont_10776.owl,583,0,2370,1786,802,983,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0105,0.0441,0.0187,0.0759,0.0254,0.0236
ore_ont_4261.owl,1070,0,2372,1296,1296,0,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0132,0.0603,0.015,0.0605,0.0322,0.0258
ore_ont_12764.owl,809,0,2085,1274,1274,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0124,0.0484,0.0138,0.0655,0.0347,0.0273
ore_ont_5206.owl,85,171,989,871,112,733,12,6,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0093,0.1019,0.0351,0.0312
ore_ont_8396.owl,1025,0,1631,581,581,0,0,0,25,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0102,0.0781,0.0178,0.0657,0.0335,0.0274
ore_ont_15407.owl,891,0,2109,1209,1209,0,0,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0088,0.0621,0.014,0.0660999999999999,0.0307999999999999,0.0274
ore_ont_13880.owl,88,171,1001,882,129,733,12,6,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0101,0.1003,0.0339,0.0308
ore_ont_16371.owl,805,83,2307,1440,983,392,65,6,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.013,0.0639,0.0178,0.0773,0.046,0.0425
ore_ont_8250.owl,272,62,1643,1198,1090,76,30,102,74,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0094,0.0842,0.0129,0.0706,0.0387,0.0373
ore_ont_10283.owl,1470,0,2929,1459,1459,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0144999999999999,0.055,0.0162,0.0619,0.0351999999999999,0.027
ore_ont_3910.owl,483,214,1631,1126,773,337,16,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.008,0.0482,0.0139,0.0683,0.0336,0.0245
ore_ont_8187.owl,1314,0,2808,1490,1488,0,2,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0141999999999999,0.0598,0.0171,0.0636,0.0361,0.0281
ore_ont_1478.owl,121,12,1547,1187,753,51,383,1,239,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0121,0.119,0.0138,0.075,0.0266,0.0308
ore_ont_16157.owl,1134,0,2458,1313,1310,0,3,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0139999999999999,0.0511,0.0163,0.0608,0.0366,0.0318
ore_ont_2011.owl,1390,0,2856,1466,1466,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0123,0.0550999999999999,0.0182,0.0633,0.0356,0.0304
ore_ont_10419.owl,1396,0,2866,1470,1470,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0141,0.0552,0.0166,0.0638,0.0352,0.0343
ore_ont_8030.owl,635,103,1989,1228,844,315,69,27,100,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0156,0.0653,0.0154999999999999,0.0715,0.0394,
ore_ont_12955.owl,146,408,1719,1311,370,869,72,79,182,0,OWL2_DL,OWL2_DL,,,0.02,0.0810999999999999,0.0391,0.0348
ore_ont_13646.owl,751,154,2128,1261,950,211,100,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.01,0.054,0.0163999999999999,0.0699,0.0328,0.0256
ore_ont_11477.owl,202,263,1347,1121,561,551,9,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0077,0.0706,0.0122,0.1084,0.0325,
ore_ont_1473.owl,1415,0,3091,1676,1676,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0144999999999999,0.0624,0.0181999999999999,0.0652,0.036,0.0339
ore_ont_6020.owl,227,603,1566,1233,457,776,0,6,101,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0123,0.0489,0.0168,0.0931,0.035,0.0286
ore_ont_13912.owl,32,121,1574,1486,170,1312,4,41,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0185,0.0431,0.0122,0.1449,0.0387,0.0441
ore_ont_10517.owl,905,153,2619,1653,1212,374,67,6,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0138,0.0672,0.0179,0.0963,0.0435,0.034
ore_ont_3262.owl,156,12,1651,1252,812,51,389,1,243,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0088,0.1296,0.0121,0.0776999999999999,0.0301,0.0326
