Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Realization,HermiT_Realization,JFact_Realization,Konclude_Realization,Openllet_Realization,Pellet_Realization,KoncludeCLI_Realization,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Realization_LoadingAdded,HermiT_Realization_LoadingAdded,JFact_Realization_LoadingAdded,Konclude_Realization_LoadingAdded,Openllet_Realization_LoadingAdded,Pellet_Realization_LoadingAdded,KoncludeCLI_Realization_LoadingAdded
ore_ont_12522.owl,2089,21399,90308,88194,3007,85175,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,45.6987,,0.0329,,,1.7724,0.2574,0.5567,0.2843,2.5789,0.7821,0.6914,,46.2554,,2.6118,,,1.7724
ore_ont_1123.owl,45002,7,141935,96686,52604,43899,183,47,201,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,,0.4876,1.2588,0.5386,61.9593,0.8945,0.8545,,,,,,,
ore_ont_3873.owl,25609,0,189561,163944,26367,137569,8,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,55.4748,208.9317,878.1617,0.4717,2.5189,2.3949,3.1095,0.7857000000000001,1.2145,0.6619,4.3779,0.5448999999999999,0.7636,56.2605,210.1462,878.8235999999999,4.849600000000001,3.0637999999999996,3.1584999999999996,3.1095
ore_ont_5781.owl,8853,128056,146156,137302,9245,128056,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,117.6062,33.1627,807.8109,0.4385,282.3118,223.9661,3.2496,0.7289,1.9915,1.3858,3.1578,2.0435,1.0039,118.3351,35.1542,809.1967,3.5963,284.3553,224.97,3.2496
ore_ont_16511.owl,14,22122,87095,86996,153,86805,38,28,58,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.2159,21.6329,98.0128,0.0157,0.5966,0.4578,1.7225,0.3096,0.485,0.2075,2.6261,0.7295,0.8163,4.5255,22.1179,98.2203,2.6418,1.3261,1.2741,1.7225
ore_ont_11207.owl,1083,18177,103286,102179,2191,99982,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,200.3363,,0.1329,,,4.9351,0.3439,0.8147,0.277,5.6401,0.7513,0.7158,,201.15099999999998,,5.773000000000001,,,4.9351
ore_ont_6816.owl,19752,102970,163911,144155,41180,102970,5,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,8.8954,59.0191,704.573,0.3895,7.0509,5.2582,3.407,0.7301,2.0149,1.2684,3.5935,2.166,1.309,9.6255,61.034,705.8414,3.983,9.2169,6.567200000000001,3.407
ore_ont_10127.owl,689,20373,107500,106790,1236,105548,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,224.7063,,0.1135,,,3.8966,0.3329,0.7243,0.2855,4.7394,0.8054,0.82,,225.4306,,4.8529,,,3.8966
ore_ont_8858.owl,9224,143388,162244,153019,9629,143388,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,139.6358,67.3076,905.7325,0.4787,342.5579,263.0125,3.7409,0.8421,2.1851,1.6038,3.6235,2.3188,1.085,140.47789999999998,69.4927,907.3362999999999,4.1022,344.8767,264.09749999999997,3.7409
ore_ont_13928.owl,53085,106,154828,101626,101360,108,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.2965,,463.559,4.2637,0.5784,1.8924,0.5428000000000001,2.9038,1.2607,1.0891,,,,5.2003,,464.6481,4.2637
ore_ont_8068.owl,25520,7,223694,198170,42998,155169,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,45.0658,,0.3881,2.6423,2.1311,3.4825,0.9829,1.1391,0.7548,5.1399,0.636,0.7167,,46.2049,,5.528,3.2783,2.8478,3.4825
ore_ont_14221.owl,512,21598,115216,114684,957,113721,6,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,,237.0688,,0.0974,,,3.0563,0.4167,0.6856,0.2924,4.0292,0.827,0.8391,,237.7544,,4.126600000000001,,,3.0563
ore_ont_2415.owl,23863,11,220800,196861,51675,145095,91,0,76,0,OWL2_DL - OWL2_FULL,OWL2_DL,22.7609,,1709.0091,0.5496000000000001,11.5302,8.0188,3.8799,0.9808,1.3343,0.7591,5.2822,0.7602,0.8155,23.741699999999998,,1709.7682,5.831799999999999,12.2904,8.8343,3.8799
ore_ont_14601.owl,679,22089,117052,116348,1260,115082,6,1,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,314.5238,,0.1222999999999999,,,4.3546,0.4234,0.8096,0.3437,5.3088,0.8499,0.8132,,315.3334,,5.4311,,,4.3546
ore_ont_10068.owl,17558,0,227919,210353,30111,180242,0,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,4.5958,1615.444,0.7331,1.6479,1.0642,3.6638,0.924,1.02,0.7127,5.0003,0.5172,0.6633,,5.6158,1616.1567,5.7334000000000005,2.1651,1.7275,3.6638
ore_ont_12414.owl,27889,7,238661,210765,47518,163244,3,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,26.3443,46.9885,1519.4435,0.4311999999999999,3.8644,2.4954,3.6242,1.0926,1.2313,0.7638,5.4353,0.6692,0.7909,27.4369,48.2198,1520.2073,5.866499999999999,4.5336,3.2863,3.6242
ore_ont_11053.owl,9157,34875,79096,69918,34959,34959,0,0,21,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,183.5413,46.1564,1053.0684,0.1373,241.4513,149.0727,2.891,0.5254,3.2809,0.5248,4.4588,1.438,1.4849,184.0667,49.4373,1053.5932,4.5961,242.8893,150.5576,2.891
ore_ont_16235.owl,27882,7,241966,214080,50941,163136,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,50.5486,,0.5108,18.1278,14.1907,3.9695,1.148,1.4683,0.9977,5.607,0.7103,0.788,,52.0169,,6.1178,18.8381,14.9787,3.9695
ore_ont_4033.owl,9158,34875,84389,75209,40250,34959,0,0,22,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,183.5195,51.727,1102.3341,0.1374,243.6751,145.4586,3.0204,0.5369,3.357,0.5566,4.5929,1.4659,1.4056,184.0564,55.083999999999996,1102.8907,4.730300000000001,245.141,146.86419999999998,3.0204
ore_ont_15687.owl,27397,634,66133,38380,37642,714,24,5,352,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,54.2091,,,69.9581,0.4765,,0.4645,9.7141,7.6795,6.2406,,,,63.9232,,,69.9581
ore_ont_16767.owl,1670,27374,122485,120789,2358,118419,12,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,59.0238,,0.0268,,,2.274,0.3772,0.7031000000000001,0.3864,3.2453,0.9899,0.9075,,59.7269,,3.2721,,,2.274
ore_ont_14742.owl,75141,0,240929,165786,119558,46225,3,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,,503.0959,,1.0715,,,4.0673,0.8414999999999999,2.2643,0.9265,4.8191,4.6085,3.8104,,505.36019999999996,,5.890599999999999,,,4.0673
ore_ont_1043.owl,26339,137569,200332,173986,36409,137569,8,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,212.5734,,0.4939,147.3384,108.2968,4.455,0.9322,2.6587,1.7255,4.559,2.6378,1.5247,,215.2321,,5.0529,149.9762,109.8215,4.455
ore_ont_955.owl,75141,0,240929,165786,119558,46225,3,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,,493.8547,,1.0372,,,4.1569,0.874,2.2224,0.8449,4.8106,4.3612,4.0323,,496.0771,,5.847799999999999,,,4.1569
ore_ont_13969.owl,78979,0,247812,168826,121708,47114,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.9681,24.1368,,1.124,101.8337,78.7764,3.831,0.9144,2.4267,0.9656,4.5399,2.1337,1.8065,6.882499999999999,26.5635,,5.6639,103.9674,80.5829,3.831
ore_ont_12651.owl,78979,0,247812,168826,121708,47114,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.8956,23.9335,,1.1254,106.6722,77.897,3.7937,0.9363,2.3064,0.9221,4.5037,2.1429,1.8382,6.8319,26.2399,,5.6291,108.8151,79.7352,3.7937
ore_ont_4744.owl,78979,0,247812,168826,121708,47114,4,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.9975000000000005,23.545,,1.149,102.911,77.6382,3.8873,0.926,2.2812,1.0037,4.4698,2.078,1.8473,6.923500000000001,25.8262,,5.6188,104.989,79.4855,3.8873
ore_ont_3733.owl,81150,12,253868,172686,124611,48064,11,4,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,6.3149,99.1936,,2.0306,6.0258,5.4026,4.92,0.9805,2.6084,1.0254,4.7745,2.2114,1.9783,7.2954,101.802,,6.8050999999999995,8.2372,7.3809,4.92
ore_ont_4054.owl,30169,8,268374,238200,57795,180400,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,134.4017,,0.712,22.4432,20.1095,4.5597,1.132,1.8072,1.3582,6.2234,0.8414,0.922,,136.2089,,6.9354,23.2846,21.0315,4.5597
ore_ont_5358.owl,30169,8,268374,238200,57795,180400,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,133.8687,,0.681,28.1525,19.1323,4.6776,1.1452,1.8037,1.3924,6.3677,0.9011,0.8637,,135.67239999999998,,7.0487,29.0536,19.996000000000002,4.6776
ore_ont_14355.owl,23854,144897,219662,195804,50905,144897,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,18.6558,5.0151,1542.7375,0.4598,5.1888,4.1861,4.76,1.0483,2.8915,1.777,5.059,2.9572,1.7996,19.7041,7.906600000000001,1544.5145,5.518800000000001,8.145999999999999,5.9857,4.76
ore_ont_15133.owl,23855,144897,219667,195806,50900,144897,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,18.8453,189.227,1552.7101,0.498,8.1705,6.8206,4.6507,1.0327,2.7864,1.822,4.9844,2.9613,1.6729,19.878,192.0134,1554.5321,5.4824,11.1318,8.4935,4.6507
ore_ont_11827.owl,23855,144897,219667,195806,50900,144897,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,18.577,181.4278,1495.647,0.4865,8.3104,6.7281,4.702,1.0094,2.7744,1.8011,4.9645,2.9187,1.7533,19.5864,184.2022,1497.4480999999998,5.4510000000000005,11.229099999999999,8.4814,4.702
ore_ont_16286.owl,60685,4763,184475,116788,105064,4777,6947,2275,4727,0,OWL2_DL - OWL2_FULL,OWL2_DL,39.678,51.9647,1035.5834,10.7141,46.4664,35.9019,12.853,0.5949,2.2724,0.8642,2.9154,1.723,1.4099,40.2729,54.2371,1036.4476,13.6295,48.1894,37.3118,12.853
ore_ont_11287.owl,415,7524,149335,148783,553,148016,214,27,110,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,2.5471,0.4274,0.6476999999999999,0.1827,4.5399,0.9864,0.943,,,,,,,2.5471
ore_ont_14154.owl,793,26965,143909,143094,1506,141582,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,422.7916,,0.1434,,,5.0782,0.4226,0.8971,0.3987,6.5118,1.0598,1.0003,,423.68870000000004,,6.6552,,,5.0782
ore_ont_15725.owl,582,26163,146315,145711,1123,144582,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,341.198,,0.0264,,,3.266,0.4355,0.8797,0.3903,4.7133,0.9853,1.0183,,342.0777,,4.7397,,,3.266
ore_ont_11459.owl,78983,47114,247817,168828,121710,47114,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,6.2434,23.742,,1.0725,106.7091,75.8617,4.1829,0.9548,3.0153,1.2818,4.4538,2.9815,2.1496,7.1982,26.7573,,5.5263,109.6906,78.0113,4.1829
ore_ont_6627.owl,34209,19,262024,227609,78696,148736,177,0,206,15,OWL2_DL - OWL2_FULL,OWL2_DL,,,,3.5687,,,7.8288,1.055,2.3316,0.9633,6.628,1.1804,1.2656,,,,10.1967,,,7.8288
ore_ont_4242.owl,1902,32075,139325,137397,2707,134678,12,0,27,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,70.2897,,0.0298,,,2.7368,0.4281999999999999,0.7269,0.4356,3.9028,1.0758,1.0823,,71.0166,,3.9326,,,2.7368
ore_ont_8787.owl,17562,180242,227924,210355,30113,180242,0,0,8,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,4.0958,1618.481,0.7311,92.07,67.6686,5.0431,1.1135,3.0678,2.1695,4.9016,3.3392,1.8379,,7.1636,1620.6505,5.6327,95.4092,69.5065,5.0431
ore_ont_1370.owl,20977,0,303335,282349,38375,243972,2,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,,143.5007,,0.9622,,,4.7799,1.2819,1.3978,1.089,6.7071,0.6372,0.7669,,144.89849999999998,,7.6693,,,4.7799
ore_ont_4755.owl,27890,7,323032,295138,50954,244181,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,,78.4712,,0.5122,18.4087,13.6138,5.3431,1.346,1.7864,1.3614,7.6958,0.7986,0.9312,,80.2576,,8.208,19.2073,14.545,5.3431
ore_ont_14861.owl,27899,7,323312,295396,51209,244182,5,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,,79.5241,,0.5279,,15.3174,5.289,1.3502,1.8009,1.2664,7.7898,0.7518,0.9029,,81.325,,8.3177,,16.220299999999998,5.289
ore_ont_15621.owl,643,31977,168536,167871,1210,166655,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,468.1805,,0.0355,,,4.2761,0.5189,0.9857,0.4332,5.8791,1.2328,1.1959,,469.1662,,5.9146,,,4.2761
ore_ont_10838.owl,4327,95653,183463,179019,2537,176324,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.2647,,,19.8096,0.8659,2.1044,0.9848,19.1728,2.5453,1.8986,,,,20.4375,,,19.8096
ore_ont_318.owl,34134,11,350198,316057,62848,253200,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,,412.5511,,0.6262,5.4074,4.6442,5.634,1.3914,1.771,1.1002,8.145,1.0147,1.054,,414.32210000000003,,8.7712,6.4221,5.6982,5.634
ore_ont_3087.owl,4192,95453,195100,190791,2537,188096,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.342,,,21.5129,0.9433,2.0055,1.2439,20.6273,2.4621,1.9279,,,,21.9693,,,21.5129
ore_ont_10697.owl,652,36186,188251,187573,1164,186403,6,1,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,1229.9074,,0.049,,,5.4521,0.5823,1.0663,0.4309,7.1649,1.29,1.3208,,1230.9737,,7.213900000000001,,,5.4521
ore_ont_9767.owl,37251,11,371804,334546,68453,266084,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,,457.4051,,0.6739,5.3747,4.6132,6.0695,1.4949,1.8807,1.4049,8.8559,1.0781,1.158,,459.2858,,9.5298,6.4528,5.7712,6.0695
ore_ont_5418.owl,37253,11,372023,334762,68652,266101,9,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,464.63,,0.6869000000000001,5.9916,4.7275,6.2482,1.5044,1.8971,1.5839,8.9457,1.106,1.1881,,466.5271,,9.6326,7.0976,5.9155999999999995,6.2482
ore_ont_8194.owl,30334,7,398086,367671,49301,318292,78,0,81,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.2851,45.0379,31.623,6.7888,1.7411,1.7936,1.6141,9.1158,0.9268,1.1052,,,,10.4009,45.9647,32.7282,6.7888
ore_ont_8475.owl,74260,1283,303499,228880,227765,1085,30,0,361,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,,1.235,3.9118,1.1207,11.0977,33.8432,46.1858,,,,,,,
ore_ont_2046.owl,10856,60502,131864,121004,60502,60502,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,690.9361,123.0064,,0.1893,335.2579,188.6644,5.1428,0.8506,5.6077,0.8602,7.7826,2.604,2.3574,691.7867,128.6141,,7.971900000000001,337.8619,191.0218,5.1428
ore_ont_1182.owl,1086,35406,208551,207437,2252,205179,6,1,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,,1166.8237,,0.2115,,,8.7383,0.7328,1.2374,0.5698,10.1652,1.5156,1.4641,,1168.0611,,10.3767,,,8.7383
ore_ont_11745.owl,43917,15,388243,344164,84391,259668,105,0,162,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.5166,,,8.488,1.641,4.4979,1.7987,10.2325,1.4188,1.4481,,,,11.7491,,,8.488
ore_ont_4557.owl,18758,63749,146260,127498,63749,63749,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,834.7192,152.9574,,0.2714,581.0013,362.1206,5.6665,0.9187,6.0265,1.0074,8.2549,2.8745000000000003,2.6037,835.6379,158.9839,,8.526299999999999,583.8758,364.7243,5.6665
ore_ont_11315.owl,36115,12,435808,399685,74385,325290,10,0,8,0,OWL2_DL - OWL2_FULL,OWL2_DL,,711.5183999999999,,1.8391,29.7947,23.7154,7.5167,1.9131,2.7729,2.1464,9.8721,1.1693,1.4178,,714.2913,,11.7112,30.964,25.1332,7.5167
ore_ont_11899.owl,36124,12,436130,399985,74679,325293,13,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,712.0636,,1.8458,,25.0953,7.5921,1.9819,2.8892,2.0798,9.9912,1.238,1.4979,,714.9527999999999,,11.837,,26.593200000000003,7.5921
ore_ont_9400.owl,34241,253200,350614,316367,63158,253200,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,407.3422,,0.6269,77.0748,58.9984,7.6396,1.7324,4.9658,3.3204,8.1362,5.0877,2.8445,,412.308,,8.763100000000001,82.1625,61.8429,7.6396
ore_ont_5602.owl,20225,65566,151361,131132,65566,65566,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1050.4054,154.4642,,0.2848,643.1685,402.5835,5.7846,0.9515,6.3767,1.0349,8.7201,3.0163,2.5721,1051.3569,160.8409,,9.004900000000001,646.1848,405.1556,5.7846
ore_ont_9768.owl,20389,66977,154347,133954,66977,66977,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,728.4635,157.0708,,0.29,616.3941,363.9756,5.6755,0.9256,6.4346,1.0464,8.721,2.9938,2.5876,729.3891,163.50539999999998,,9.011,619.3879,366.5632,5.6755
ore_ont_15846.owl,22478,129647,281717,259122,2537,256427,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.437,,,33.9978,1.2716,3.3346,1.8618,31.161,3.7665,2.8309,,,,33.598,,,33.9978
ore_ont_1579.owl,22699,129647,282524,259659,2983,256444,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,2.2201,,,28.9049,1.2735,3.2718,1.8691,24.2639,3.7489,2.7692,,,,26.483999999999998,,,28.9049
ore_ont_751.owl,37254,266084,371807,334549,68463,266084,2,0,4,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,,7.5965,,1.3182,7.3307,6.3555,8.4423,1.8818,5.2339,3.4124,8.1935,5.456,2.889,,12.830400000000001,,9.511700000000001,12.7867,9.2445,8.4423
ore_ont_14216.owl,19194,66454,165547,146348,79894,66454,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,981.0835,200.8374,,0.2799,610.3743,495.9919,6.1102,0.9491,6.6359,1.0229,9.1973,3.0965,2.8632,982.0326,207.4733,,9.4772,613.4707999999999,498.8551,6.1102
ore_ont_11464.owl,14892,0,490205,475313,21034,454279,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,,5.9174,,1.3512,0.3914,0.3882,7.5465,2.1774,1.9198,1.8625,11.1049,0.5684,0.7522,,7.837199999999999,,12.456100000000001,0.9598,1.1404,7.5465
ore_ont_12901.owl,293,48927,248038,247723,523,247194,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,1086.1903,,0.0198,,,4.5945,0.8392999999999999,1.3955,0.6607000000000001,7.0455,1.8629,1.7207,,1087.5858,,7.0653,,,4.5945
ore_ont_5769.owl,1902,52221,226856,224930,2706,222212,12,0,25,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,144.5566,,0.7586,,,4.2384,0.7367,1.3634,0.6776,5.6286,2.0083,1.7475,,145.92000000000002,,6.3872,,,4.2384
ore_ont_7557.owl,33520,112691,287851,254214,26260,227796,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.1988000000000003,,,28.3294,1.2914,3.2909,1.7463,27.1412,3.6421,2.8371,,,,29.340000000000003,,,28.3294
ore_ont_5295.owl,33742,112691,288804,254896,26851,227813,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,2.2979,,,24.0629,1.2363,3.281,1.5766,21.5967,3.6409,2.7143,,,,23.894599999999997,,,24.0629
ore_ont_5481.owl,15603,8,497293,481685,24012,457670,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,516.7486,,1.4947,4.4708,3.3446,7.9626,2.2403,2.1144,2.0005,11.4906,0.6366,0.855,,518.863,,12.9853,5.1074,4.1996,7.9626
ore_ont_10073.owl,15603,8,497293,481685,24012,457670,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,,536.6648,,1.4795,4.4673,3.4255,8.0053,2.3326,2.0404,1.9544,11.6929,0.6627,0.8585,,538.7052,,13.1724,5.13,4.284,8.0053
ore_ont_5218.owl,89931,22,469812,379688,115095,264461,132,0,194,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.4586,,,10.7926,2.1124,6.0511,2.164,11.8745,2.3382,2.0444,,,,14.3331,,,10.7926
ore_ont_2253.owl,20603,67393,172388,151778,84385,67393,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,857.5646,164.818,,0.3135,768.4307,484.1353,6.0488,1.1158,6.561,1.0673,9.3157,3.109,2.6085,858.6804000000001,171.37900000000002,,9.629199999999999,771.5397,486.74379999999996,6.0488
ore_ont_2111.owl,51417,14,498182,446652,90417,356154,81,0,113,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.9835,,,8.8842,2.284,2.8287,1.9808,11.3709,1.6645,1.6422,,,,13.3544,,,8.8842
ore_ont_1886.owl,4558,86475,180298,175002,6739,168173,90,0,739,0,OWL2_DL - OWL2_FULL,OWL2_DL,150.7825,,,0.3591,8.1616,5.7236,13.0084,0.7313999999999999,1.6987,1.0473,4.8983,2.2317,1.5298,151.5139,,,5.2574,10.3933,7.2534,13.0084
ore_ont_16701.owl,899,43298,267674,266754,1958,264790,6,0,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,892.222,,0.0407,,,6.369,0.8349,1.4694,0.6157,8.8572,1.9024,1.7787,,893.6913999999999,,8.8979,,,6.369
ore_ont_3164.owl,643,51778,275906,275243,1247,273990,6,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,,1558.9707,,0.0333,,,6.3078,0.9789,1.6099,0.7565,9.1684,2.0868,1.9601,,1560.5806,,9.2017,,,6.3078
ore_ont_1199.owl,32666,117925,325473,292690,32680,259852,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.9071,,,31.0779,1.5018,3.2319,1.833,30.0274,3.9764,2.9925,,,,31.9345,,,31.0779
ore_ont_7993.owl,20167,78497,177165,156994,78497,78497,0,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1079.0033,208.9811,,0.3096,789.4081,517.517,6.833,1.1562,7.6714,1.1951,10.3137,3.5355,3.1987,1080.1595,216.6525,,10.6233,792.9436,520.7157000000001,6.833
ore_ont_12528.owl,31850,0,571744,539885,69312,470571,2,0,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,,402.9477,,1.8232,,,9.4793,2.9808,2.7632,2.4374,13.1188,1.3567,1.6998,,405.7109,,14.942,,,9.4793
ore_ont_13106.owl,4435,61567,280146,275682,6454,269216,12,0,30,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,253.4836,,0.0619,,,5.6513,0.9523,1.7114,0.8576,8.006,2.6245,2.2603,,255.195,,8.0679,,,5.6513
ore_ont_5760.owl,20354,78934,193976,173617,94683,78934,0,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1172.0626,206.0036,,0.3068,787.2883,617.5777,7.0077,1.1152,7.8945,1.2398,10.8381,3.7954,3.2093,1173.1778,213.8981,,11.144900000000002,791.0837,620.787,7.0077
ore_ont_10929.owl,13,22954,244449,244350,185,244134,31,25,62,0,OWL2_DL - OWL2_FULL,OWL2_DL,9.8611,55.7307,519.2507,0.0179,,,6.6143,1.0674,1.2946,0.3454,10.4443,3.8627,4.3817,10.9285,57.0253,519.5961000000001,10.4622,,,6.6143
ore_ont_10380.owl,36204,9,592629,556396,74487,481898,11,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.9382,,,9.6636,2.8749,2.9299,3.1466,13.7363,1.3901,1.697,,,,15.6745,,,9.6636
ore_ont_13846.owl,35707,9,600937,565130,73983,491054,93,0,101,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,1.9063,17.6641,14.188,10.2622,2.9936,2.9346,2.9591000000000003,14.316,1.4289,1.6723,,,,16.2223,19.093,15.8603,10.2622
ore_ont_2622.owl,546,59453,315087,314519,982,313531,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0345,,,7.2775,1.0391,1.9483,0.8082,10.4727,2.5518,2.2995,,,,10.5072,,,7.2775
ore_ont_5519.owl,150979,0,533136,382155,167349,214804,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,,167.1122,,2.0786,35.2271,22.699,9.3988,2.3491,4.369,2.3596,11.833,3.4829,2.6147,,171.4812,,13.9116,38.71,25.3137,9.3988
ore_ont_9027.owl,105658,33505,329369,223576,149855,73708,13,24,111,0,OWL2_DL - OWL2_FULL,OWL2_DL,510.9597,97.4787,,6.0925,348.8552,,12.1461,1.3538,12.4339,1.7396,8.831199999999999,4.4525,3.6847,512.3135,109.9126,,14.9237,353.3077,,12.1461
ore_ont_2513.owl,958,62471,325057,324075,1775,322294,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0854,,,10.1266,1.0558,1.9735,0.9048,13.0079,2.7083,2.333,,,,13.0933,,,10.1266
ore_ont_3658.owl,998,61617,330903,329879,1913,327960,6,1,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0771,,,10.3785,1.0271,1.9873,0.9226,13.4944,2.749,2.4239,,,,13.5715,,,10.3785
ore_ont_9958.owl,1394,59885,333209,331790,2683,329101,6,1,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.3479,,,14.8616,1.0789,1.9322,0.961,17.3579,2.7519,2.4964,,,,17.7058,,,14.8616
ore_ont_4572.owl,36,32990,223342,223273,133,223139,1,28,5,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,5.372,18.2423,588.3592,0.0161,1.0496,,5.1598,1.0749,1.1603,0.3562,8.610100000000001,2.6993,,6.446899999999999,19.4026,588.7153999999999,8.6262,3.7489,,5.1598
