Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Realization,HermiT_Realization,JFact_Realization,Konclude_Realization,Openllet_Realization,Pellet_Realization,KoncludeCLI_Realization,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Realization_LoadingAdded,HermiT_Realization_LoadingAdded,JFact_Realization_LoadingAdded,Konclude_Realization_LoadingAdded,Openllet_Realization_LoadingAdded,Pellet_Realization_LoadingAdded,KoncludeCLI_Realization_LoadingAdded
ore_ont_4127.owl,2799,12674,26033,23230,10552,12674,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.1725,4.6127,12.0722,0.0355,2.9699,2.6185,0.4377,0.1123,0.3152999999999999,0.1309,0.6274,0.3048,0.2419,0.2848,4.928,12.203100000000001,0.6628999999999999,3.2747,2.8604000000000003,0.4377
ore_ont_13690.owl,6873,11,31773,24882,14341,10531,10,0,18,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.6819,6.3774,31.4924,0.1057,0.8068,0.7775,0.4505,0.1067999999999999,0.3119,0.1259,0.6716,0.2197,0.2427,0.7886999999999998,6.689299999999999,31.6183,0.7773,1.0265,1.0202,0.4505
ore_ont_4662.owl,8342,0,33367,25024,8339,16685,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,11.4608,1.0516,103.8133,0.0966,0.1375,0.1365,0.4896,0.1216,0.2748,0.1457,0.7234,0.1708,0.1579,11.582400000000002,1.3264,103.959,0.8200000000000001,0.3083,0.2944,0.4896
ore_ont_257.owl,716,2871,16945,16189,924,15258,7,20,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3768,,36.2772,0.0497,,,0.5563,0.0766,0.188,0.0533,1.0269,0.2312,,0.4534,,36.3305,1.0766,,,0.5563
ore_ont_13230.owl,680,2888,16963,16243,879,15357,7,20,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3913,,37.4103,0.0508,,,0.558,0.0841,0.1813,0.0515,1.0158,0.2125,,0.4754,,37.4618,1.0666,,,0.558
ore_ont_12284.owl,7081,0,34884,27798,12531,15267,0,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.6132,1.1065,53.9555,0.0854,0.2082,0.1929,0.4809,0.1212,0.3015,0.1490999999999999,0.7437,0.1923,0.1672,4.7344,1.408,54.1046,0.8291000000000001,0.40049999999999997,0.3601,0.4809
ore_ont_11126.owl,12,297,21080,20979,149,20750,80,84,6,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.5861,0.111,0.1261,0.0259,0.9324,0.268,,,,,,,,0.5861
ore_ont_2719.owl,7232,0,35670,28432,12772,15660,0,0,6,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.989,1.1238,56.9289,0.0867,0.2302,0.1887,0.4934,0.1428,0.298,0.1572,0.7748999999999999,0.1767,0.1548,5.1318,1.4218,57.0861,0.8615999999999999,0.4069,0.3435,0.4934
ore_ont_9792.owl,5899,2465,25356,19279,8364,10889,26,0,178,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.9664,0.7764,8.9719,0.1236,0.3893,0.3688,0.4235,0.0893,0.2345,0.0892,0.5743,0.2196,0.179,1.0557,1.0109,9.0611,0.6979000000000001,0.6089,0.5478000000000001,0.4235
ore_ont_10080.owl,3535,161,32165,28509,28106,295,108,6,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,261.029,,0.4637,,,0.8004,0.1088,0.7028,0.0951,0.7078,3.391,4.2422,,261.7318,,1.1715,,,0.8004
ore_ont_8792.owl,9800,1,45349,35549,13044,22505,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.2392,1.1747,3.6113,0.1147,0.2476,0.1991,0.6057,0.1629,0.3254,0.2059,0.876,0.2086,0.1779,0.4021,1.5001000000000002,3.8172,0.9907,0.4562,0.377,0.6057
ore_ont_10951.owl,334,4330,22425,22073,591,21476,6,0,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,117.4175,7.6334,743.8733,0.0291,,,0.7454,0.0745,0.1976,0.0622,0.9496,0.1447,0.1486,117.492,7.8309999999999995,743.9354999999999,0.9787,,,0.7454
ore_ont_5548.owl,8222,661,24064,15815,8765,7049,1,25,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,,0.1007,0.2794,0.0798,,0.2415,0.2333,,,,,,,
ore_ont_1743.owl,7236,15660,35675,28434,12774,15660,0,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,4.9305,1.0691,57.089,,6.1768,4.0879,0.6262,0.1389999999999999,0.4153,0.1985,0.7632,0.3691,0.2933,5.069500000000001,1.4844,57.2875,,6.5459,4.381200000000001,0.6262
ore_ont_5368.owl,6104,6101,30571,24449,6148,18301,0,15,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.685,1.0944,26.1584,0.0554,0.3745,0.3374,0.5226,0.1129,0.3008,0.1206,0.7417,0.3221,0.2872,0.7979,1.3952,26.279,0.7971,0.6966,0.6246,0.5226
ore_ont_9577.owl,7782,7805,38329,29607,16481,12551,575,69,872,0,OWL2_DL - OWL2_FULL,OWL2_DL,46.8318,,,31.8786,,,33.1183,0.1396,0.5269,0.1719,1.2170999999999998,0.4304,,46.9714,,,33.0957,,,33.1183
ore_ont_4775.owl,435,5180,27199,26744,773,25965,6,1,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,658.5483,8.4067,,0.0327,,,0.8542,0.0902,0.2455999999999999,0.0801,1.1259,0.19,0.1715,658.6385,8.6523,,1.1585999999999999,,,0.8542
ore_ont_13052.owl,8223,4666,36789,28536,13270,15265,1,28,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,2.5528,0.1445,0.4344,0.1442999999999999,2.5822,0.4276,0.3721,,,,,,,2.5528
ore_ont_9739.owl,8022,22,46166,38119,16014,22079,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,66.6628,,419.5427,0.3472,,,0.9627,0.1628,0.5516,0.1872,1.1335,0.3151,0.292,66.82560000000001,,419.72990000000004,1.4807,,,0.9627
ore_ont_239.owl,8022,22,46166,38119,16014,22079,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,66.4873,,432.8402,0.349,,,0.9714,0.1645,0.5453,0.2115,1.1364,0.3154,0.2919,66.65180000000001,,433.0517,1.4854,,,0.9714
ore_ont_8441.owl,7802,22,50419,42596,19450,23122,24,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,7.1659,158.1204,139.3613,0.1303,1.0009,1.0783,0.7459,0.1814,0.4049,0.1895,1.1564,0.2966,0.3527,7.3473,158.5253,139.5508,1.2867000000000002,1.2974999999999999,1.431,0.7459
ore_ont_7174.owl,7802,22,50419,42596,19450,23122,24,0,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,7.3465,158.9264,138.55620000000002,0.1294,0.9671,0.9194,0.744,0.2108,0.3953,0.2161,1.1596,0.2939,0.3581,7.5573,159.3217,138.77230000000003,1.289,1.261,1.2774999999999999,0.744
ore_ont_1954.owl,6993,7860,23125,16132,8272,7860,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0681,0.6803,2.3086,0.0701,0.3213,0.2917,0.4774,0.101,0.2794,0.1199,0.4713,0.2676,0.1962,0.1691,0.9597,2.4285,0.5414,0.5889,0.4879,0.4774
ore_ont_11282.owl,30810,653,61623,30804,30143,653,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.4574,2.7338,29.1976,0.2964,2.858,3.2,0.883,0.2124,0.7797999999999999,0.3382,0.7599,0.5197,0.3885,1.6698,3.5136,29.535800000000002,1.0563,3.3777,3.5885000000000002,0.883
ore_ont_7706.owl,11596,9,56766,45144,18148,26987,9,0,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,17.9223,33.8641,146.4826,0.151,1.9541,1.5576,0.8156,0.2074,0.4701,0.2454,1.2072,0.2799999999999999,0.2539,18.1297,34.3342,146.72799999999998,1.3582,2.2340999999999998,1.8115,0.8156
ore_ont_16542.owl,2622,12573,43149,40482,2876,37582,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,40.1525,,266.32,0.0823,,,1.4225,0.1609,0.3488,0.1665,1.6801,0.4514,0.3927,40.3134,,266.4865,1.7624,,,1.4225
ore_ont_14223.owl,8026,22079,48323,40267,18158,22079,30,0,31,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.7552,2.499,65.0101,0.1055,1.0765,0.9522,0.8805,0.2051,0.5162,0.2552999999999999,1.0709,0.5474,0.5077,0.9602999999999999,3.0152,65.2654,1.1764,1.6239,1.4599000000000002,0.8805
ore_ont_11085.owl,22643,9486,57551,33151,22831,9486,834,0,1758,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.461,,10.9819,2.9947,150.3035,116.8366,31.9171,0.201,0.7249,0.3012,1.3939,1.695,1.8587,0.662,,11.2831,4.3886,151.9985,118.6953,31.9171
ore_ont_12452.owl,9170,36303,56653,47483,11179,36303,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.6421,7.9526,6.6555,0.0961,0.6921,0.6058,1.1006,0.2386,0.6255999999999999,0.3609,1.2643,0.6138,0.4044,0.8807,8.5782,7.0164,1.3604,1.3059,1.0102,1.1006
ore_ont_9694.owl,2624,12573,43173,40504,2898,37582,24,19,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,39.9682,,241.0707,0.091,,,1.5142,0.1572,0.3056,0.1638,1.8326,0.4765999999999999,0.3782,40.125400000000006,,241.2345,1.9236,,,1.5142
ore_ont_14897.owl,4274,3,64436,60111,11310,48772,29,0,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,,297.1974,,0.2231,,,1.1748,0.2836,0.6164000000000001,0.3476,1.8165,0.2255,0.2499,,297.8138,,2.0396,,,1.1748
ore_ont_1330.owl,8654,22079,51392,42709,20595,22079,35,0,31,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,0.2525,54.6852,,1.0885,0.2021,0.6715,0.2727,1.3096,0.5839,0.4568,,,,1.5621,55.2691,,1.0885
ore_ont_12992.owl,11708,27127,57300,45565,18429,27127,9,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,20.5273,31.662,188.2744,0.1413,35.8048,23.7462,1.0744,0.229,0.683,0.3746,1.3348,0.6452,0.4114,20.7563,32.345,188.649,1.4761,36.45,24.157600000000002,1.0744
ore_ont_9684.owl,4443,3,69187,64693,12087,52577,29,0,51,0,OWL2_DL - OWL2_FULL,OWL2_DL,,326.096,,0.2366,,,1.2753,0.2656,0.6106,0.4014,1.86,0.2134,0.251,,326.7066,,2.0966,,,1.2753
ore_ont_10391.owl,80,5935,33133,32959,162,32766,31,17,77,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,4.4933,50.507,33.9771,0.04,2.4034,,0.9536,0.1243,0.1783,0.0737,1.3329,0.344,,4.6175999999999995,50.6853,34.0508,1.3729,2.7474,,0.9536
ore_ont_13526.owl,78,5933,33133,32967,157,32780,30,15,73,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,4.6163,,36.1218,0.0391,2.5828,,0.9471,0.1527,,0.0735,1.3493,0.3442,,4.769,,36.1953,1.3883999999999999,2.927,,0.9471
ore_ont_8480.owl,6929,24910,51555,44509,2537,41814,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.4926,,,5.396,0.2317,0.665,0.2824,5.3499,0.6347,0.4684,,,,5.8425,,,5.396
ore_ont_13233.owl,7150,24910,52362,45046,2983,41831,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,0.4289,,,4.3817,0.2376,0.6208,0.3308999999999999,4.0953,0.677,0.5191,,,,4.5241999999999996,,,4.3817
ore_ont_4049.owl,216,11758,61713,59261,4328,53737,1196,1078,1152,0,OWL2_DL,OWL2_DL,,,,,,,1.6468,,,0.1612,2.0034,0.5478999999999999,,,,,,,,1.6468
ore_ont_6444.owl,348,8294,43865,43495,612,42877,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,323.4421,25.9412,,0.0436999999999999,,,1.1821,0.1223,0.3023,0.1048,1.7506,0.2863,0.3135,323.5644,26.243499999999997,,1.7942999999999998,,,1.1821
ore_ont_11311.owl,8022,22,76021,67974,22769,45179,26,0,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.3256,,,1.4661,0.3055,0.747,0.3928,1.8733,0.3482,0.4147,,,,2.1989,,,1.4661
ore_ont_16703.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.5148,1.4066,31.5806,0.2592,0.1209,0.1199,1.4407,0.3637,0.4184,0.4845,1.9775,0.2115,0.2103,5.8785,1.8250000000000002,32.0651,2.2367,0.3324,0.3302,1.4407
ore_ont_11597.owl,8629,6,91663,83033,9082,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.5032,1.3899,31.166,0.257,0.12,0.1265,1.4268,0.3643,0.4086,0.4558,1.9452,0.2105,0.2216,5.8675,1.7985,31.6218,2.2022,0.3305,0.34809999999999997,1.4268
ore_ont_13359.owl,8804,6,92014,83209,9258,73951,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.4849,1.4552,31.1018,0.2592,0.1432,0.141,1.4054,0.3418,0.4248,0.4672,2.0528,0.2227,0.2301,5.8267,1.8800000000000001,31.569,2.312,0.3659,0.3711,1.4054
ore_ont_7401.owl,31664,15412,70816,39143,23723,15412,8,0,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,28.0838,31.2798,498.9207,0.307,18.4387,16.2757,1.593,0.285,1.1695,0.4531,1.4862,0.9395,0.6025,28.3688,32.4493,499.3738,1.7932,19.3782,16.8782,1.593
ore_ont_1833.owl,196,9903,43630,43219,790,42429,0,93,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.7463,1.5847,,0.1062,0.8544,,1.8947,0.1845,0.2875,0.1204,2.2196,0.5714,,0.9308,1.8721999999999999,,2.3257999999999996,1.4258000000000002,,1.8947
ore_ont_1115.owl,9223,7,93964,84737,10610,74124,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.0372,16.459600000000002,32.4409,0.2761,0.145,0.1542,1.5077,0.3776,0.4429,0.4473,2.0507,0.2277,0.2613,4.4148000000000005,16.902500000000003,32.8882,2.3268,0.37270000000000003,0.4155,1.5077
ore_ont_6478.owl,9555,9,98241,88681,11056,77620,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,4.4453,40.6589,25.8475,0.3011999999999999,0.1549,0.1619,1.6272,0.3685,0.4569,0.5357,2.1302,0.2379,0.2562,4.8138,41.1158,26.3832,2.4314,0.39280000000000004,0.41809999999999997,1.6272
ore_ont_9347.owl,114,13356,56089,55829,368,55447,14,23,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.067,14.3909,45.3417,0.0258,0.343,0.2991,1.0396,0.2484,0.329,0.1377,1.7621,0.6544,0.6667,1.3154,14.7199,45.479400000000005,1.7879,0.9974000000000001,0.9658,1.0396
ore_ont_13684.owl,19266,26146,85123,65823,39664,26146,13,0,36,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,505.9331,,0.3228,48.2812,29.6812,1.6448,0.3224,1.3934,0.483,1.7063,0.8896,0.6186,,507.3265,,2.0290999999999997,49.1708,30.2998,1.6448
ore_ont_14909.owl,183,31274,56168,55840,373,55447,20,0,146,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,15.417,30.8386,247.9955,0.2737,0.7401,0.7554,1.2921,0.256,0.4893,0.3188,1.6135,0.6951,0.544,15.673,31.3279,248.3143,1.8872,1.4352,1.2993999999999999,1.2921
ore_ont_15991.owl,346,10955,58250,57883,640,57237,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,419.5003,34.5966,,0.0507,,,1.4217,0.184,0.3578,0.1417999999999999,2.0277,0.3948,0.436,419.6843,34.9544,,2.0784,,,1.4217
ore_ont_13136.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,673.6872,,0.6980999999999999,,,2.3616,0.4849,0.9118,0.5012,2.7992,0.3708,0.4002,,674.5989999999999,,3.4973,,,2.3616
ore_ont_1634.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,690.4308,,0.691,,,2.3772,0.4892,0.9194,0.581,2.7881,0.3398,0.4432,,691.3502,,3.4791,,,2.3772
ore_ont_14012.owl,6688,16,105622,98878,19693,79149,36,0,56,0,OWL2_DL - OWL2_FULL,OWL2_DL,,696.1426,,0.6951999999999999,,,2.3647,0.4813,0.9039,0.5743,2.7863,0.3611,0.4367,,697.0465,,3.4815,,,2.3647
ore_ont_5253.owl,11427,7,115222,103713,14679,88955,79,0,82,0,OWL2_DL - OWL2_FULL,OWL2_DL,8.0739,468.3124,138.8858,0.3613,1.4314,1.4942,1.7623,0.4984,0.5982000000000001,0.5931,2.5623,0.2846,0.2971,8.5723,468.91060000000004,139.47889999999998,2.9236,1.716,1.7913,1.7623
ore_ont_5193.owl,8633,73951,91668,83035,9084,73951,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.5347,1.2649,31.1626,0.2669,1.3533,1.1116,1.9225,0.4595,1.0532,0.7103,1.9067,1.0579,0.5977,5.9942,2.3181,31.8729,2.1736,2.4112,1.7092999999999998,1.9225
ore_ont_5059.owl,4322,17296,41406,36399,6321,29985,93,0,686,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.9985,1265.5572,78.8742,0.4001,2.0455,1.8423,2.2826,0.1733,0.4194,0.2176,1.3562,0.4524,0.3742,4.1718,1265.9766,79.0918,1.7563,2.4979,2.2165,2.2826
ore_ont_15536.owl,583,11934,64411,63804,1092,62706,6,1,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,75.8124,,0.0752999999999999,,,2.4325,0.1841,0.4377,0.164,3.0603,0.4371,0.4771,,76.2501,,3.1355999999999997,,,2.4325
ore_ont_10965.owl,10288,11,130464,120169,11846,108314,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,10.8939,117.0172,456.0647,0.3734,0.1845,0.1463,1.9769,0.52,0.5702,0.7738,2.7773,0.2897,0.3158,11.4139,117.5874,456.8385,3.1507,0.4742,0.46210000000000007,1.9769
ore_ont_1840.owl,10288,11,130464,120169,11846,108314,9,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,10.8626,116.7762,483.3413,0.374,0.1957,0.1493,1.9104,0.5526,0.5742,0.6745,2.7944,0.2966,0.2879,11.4152,117.35040000000001,484.0158,3.1684,0.49229999999999996,0.4372,1.9104
ore_ont_4141.owl,106,14334,67098,66909,308,66581,20,34,49,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,2.1553,0.2732,,0.1538,2.2357,0.7987,,,,,,,,2.1553
ore_ont_11110.owl,16302,7,129647,113341,32286,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3907,18.8881,588.7956,0.2767,2.0831,1.6091,1.9652,0.5065,0.7578,0.5868,3.0046,0.4695,0.4506,5.8972,19.6459,589.3824000000001,3.2813,2.5526,2.0597,1.9652
ore_ont_3737.owl,16303,7,129649,113342,32287,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.3896,19.2956,560.3116,0.281,2.1335,1.6601,2.0193,0.4847,0.7477,0.5763,2.8799,0.4859,0.4579,5.8743,20.043300000000002,560.8879,3.1609000000000003,2.6194,2.118,2.0193
ore_ont_191.owl,16303,7,129649,113342,32287,81052,3,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,5.4136,19.2181,563.9988999999999,0.2821,2.1964,1.6858,2.057,0.4692,0.751,0.6597999999999999,2.9007,0.482,0.4664,5.8828,19.9691,564.6587,3.1828000000000003,2.6784,2.1522,2.057
ore_ont_7389.owl,1007,15078,62478,61446,1447,59987,12,0,26,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,20.8192,,0.0191,,,1.158,0.1859,0.3547,0.1845,1.7829,0.515,0.4969,,21.1739,,1.8019999999999998,,,1.158
ore_ont_5544.owl,60,17941,65534,65459,216,65240,3,0,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,1.9688,0.857,69.0977,0.0071,0.4905,0.3128,1.3031,0.2111,0.3189,0.1689,2.0849,0.4743,0.4887,2.1799,1.1759,69.2666,2.092,0.9648,0.8015000000000001,1.3031
ore_ont_7416.owl,17295,7,135269,117881,34237,83567,77,0,93,0,OWL2_DL - OWL2_FULL,OWL2_DL,,410.1298,,0.3221,,,2.3775,0.5112,0.7767999999999999,0.6392,3.208,0.506,0.4995,,410.90659999999997,,3.5301,,,2.3775
ore_ont_7607.owl,273,33080,86320,85987,342,85639,6,37,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.2372,,,0.0113,0.7355,,1.7518,0.3774,,0.3419,2.4619,1.0142,,2.6146000000000003,,,2.4732,1.7497,,1.7518
ore_ont_5103.owl,369,14353,75402,75012,666,74340,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,77.5407,,0.0641,,,1.8457,0.2139,0.4476,0.2082,2.6751,0.5278,0.4949,,77.9883,,2.7392,,,1.8457
ore_ont_1966.owl,20515,7,143139,122596,38131,84424,41,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,26.3073,697.9807,983.226,0.4452,3.1087,2.779,2.4794,0.5189,0.8318,0.579,3.2728,0.5323,0.5841,26.8262,698.8125,983.805,3.718,3.641,3.3630999999999998,2.4794
ore_ont_773.owl,8849,0,146151,137300,9243,128056,1,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,114.7605,32.534,823.4492,0.4044,0.2523,0.2254,2.2951,0.6055,0.6386,0.6301,3.4408,0.2672,0.2855,115.366,33.172599999999996,824.0793,3.8451999999999997,0.5195000000000001,0.5108999999999999,2.2951
ore_ont_7803.owl,18672,7,145563,126796,37397,89323,76,0,95,0,OWL2_DL - OWL2_FULL,OWL2_DL,,455.8438,,0.3697,,26.7215,2.5904,0.5598,0.8808,0.4891,3.4649,0.5466,0.5559,,456.7246,,3.8346,,27.2774,2.5904
ore_ont_2291.owl,36504,0,159150,122646,36500,86146,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,6.7566,3.9679,52.342,0.3918999999999999,0.9438,0.6198,2.3711,0.6149,0.9174,0.4666,3.1479,0.5839,0.5192,7.371499999999999,4.8853,52.8086,3.5397999999999996,1.5276999999999998,1.139,2.3711
ore_ont_15557.owl,38593,0,166980,128387,38589,89798,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,7.3042,4.0887,55.5936,0.429,0.9086,0.6243,2.6984,0.6156999999999999,0.9889,0.5319,3.4507,0.626,0.5987,7.9199,5.0776,56.1255,3.8796999999999997,1.5346,1.2229999999999999,2.6984
ore_ont_3954.owl,9161,0,158179,149016,9567,139447,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,133.971,65.38289999999999,927.2113,0.4442,0.4505,0.2102,2.5518,0.6122,0.6839,0.7046,3.6543,0.2819,0.3013,134.5832,66.06679999999999,927.9159000000001,4.0985000000000005,0.7323999999999999,0.5115000000000001,2.5518
ore_ont_14543.owl,25844,7,165203,139358,40464,98893,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,7.699,23.2518,680.0824,0.3748,4.6857,2.7244,2.6739,0.6727,0.9669,0.5281,3.5844,1.2476,1.2811,8.3717,24.2187,680.6105,3.9592,5.9333,4.0055,2.6739
ore_ont_6120.owl,16307,81052,129654,113344,32289,81052,3,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,5.4022,20.3636,636.0229,0.2925,5.3387,3.5053,2.6071,0.5582,1.5453,0.9499,2.837,1.5869,0.9808,5.9604,21.908900000000003,636.9728,3.1295,6.9256,4.4861,2.6071
ore_ont_5755.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,149.642,67.0822,945.4898,0.4759,0.3781,0.2379,2.5263,0.6667,0.6613,0.7661,3.7532,0.2755,0.3449,150.3087,67.7435,946.2559,4.2291,0.6536,0.5828,2.5263
ore_ont_9567.owl,9220,0,162239,153017,9627,143388,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,141.3629,67.4701,883.0317,0.4756,0.3816,0.2443,2.5576,0.6779,0.6557,0.5948,3.7238,0.27,0.309,142.0408,68.1258,883.6265,4.199400000000001,0.6516,0.5533,2.5576
ore_ont_15237.owl,304,15433,84241,83916,596,83314,6,1,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,,119.2603,,0.0146,,,1.6394,0.2391,0.4591,0.2183,2.6058,0.5821000000000001,0.5413,,119.71940000000001,,2.6204,,,1.6394
ore_ont_12448.owl,19748,9,163906,144153,41178,102970,5,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,8.9516,64.6164,655.7959999999999,0.3877,3.5349,2.7502,2.5653,0.6097,0.9269,0.4592,3.6883,0.5548,0.6266,9.5613,65.5433,656.2552,4.076,4.0897,3.3768000000000002,2.5653
ore_ont_9046.owl,10292,108314,130469,120171,11848,108314,9,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,10.8854,135.1113,447.2155,0.3933,2.525,2.0291,2.7658,0.6355999999999999,1.7101,1.2167,2.7178,1.8007,0.9033,11.521,136.8214,448.4322,3.1111,4.325699999999999,2.9324000000000003,2.7658
ore_ont_14556.owl,338,17388,90521,90161,619,89536,6,1,22,0,OWL2_DL - OWL2_FULL,OWL2_DL,1005.3618,82.8149,,0.0166,756.1056,580.5476,1.7264,0.2894,0.4992,0.2111,2.755,0.617,0.6003,1005.6512,83.3141,,2.7716,756.7225999999999,581.1478999999999,1.7264
ore_ont_7914.owl,17680,11,161922,144081,35398,108512,171,0,161,15,OWL2_DL - OWL2_FULL,OWL2_DL,,,,2.9955,,,5.3265,0.642,1.5195,0.6659,4.1,0.6263,0.7424,,,,7.0954999999999995,,,5.3265
ore_ont_13708.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,1.9995,0.4618,1.5477,0.5873,1.9957,1.3068,1.0486,,,,,,,1.9995
ore_ont_11457.owl,61321,4912,130226,68580,62953,5112,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,2.0118,0.4754,1.5731,0.5682,2.0419,1.2615,1.0281,,,,,,,2.0118
ore_ont_16315.owl,4895,58273,108506,103494,2537,100799,158,0,118,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.8476,,,12.1383,0.5,1.1554,0.5879,11.5534,1.4105,1.1298,,,,12.401,,,12.1383
ore_ont_8723.owl,5116,58273,109313,104031,2983,100816,232,0,169,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,0.8318,,,10.4792,0.5031,1.1662,0.686,9.4211,1.3976,1.0257,,,,10.252899999999999,,,10.4792
ore_ont_16184.owl,61736,4912,131727,69349,63260,5112,977,0,644,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,,,,,,2.0627,0.4763,1.6309,0.606,1.9482,1.4327,1.016,,,,,,,2.0627
