Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Classification,HermiT_Classification,JFact_Classification,Konclude_Classification,Openllet_Classification,Pellet_Classification,KoncludeCLI_Classification
ore_ont_9957.owl,1261,1,2976,1668,1519,87,62,5,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0189,0.1699,0.4403,0.0075,0.1029,0.0968,0.0534
ore_ont_6951.owl,48,262,1480,1338,379,959,0,54,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0078999999999999,,0.1492,0.0037,0.1105,,0.0583
ore_ont_12931.owl,1269,0,3254,1985,1985,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0059,0.131,0.1065,0.0101,0.0278,0.0225,0.0568
ore_ont_3835.owl,816,44,2068,1251,1162,89,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0037,0.0941,0.1009,0.0062,0.0311,0.0232,0.047
ore_ont_16372.owl,745,23,2461,1648,1465,111,72,4,66,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.0791
ore_ont_12925.owl,660,103,2213,1462,1105,315,42,27,65,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0083,1.8375,0.1871,0.0092,0.1236,,0.0548
ore_ont_6149.owl,1122,0,3087,1896,1830,0,66,0,71,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0066,0.1308,0.1936,0.008,0.055,0.0444,0.0553
ore_ont_12270.owl,681,206,2266,1565,872,673,20,0,22,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0197999999999999,0.1095,0.243,0.0071,0.1871,0.1279,0.059
ore_ont_3344.owl,631,0,2928,2296,947,1348,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0321,0.0889,0.7536,0.0053,0.0438,0.0337,0.0547
ore_ont_11014.owl,1444,0,3263,1816,1815,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0203,0.1479,0.5308,0.0074,0.0504,0.043,0.0551
ore_ont_4961.owl,19,185,1576,1529,120,1395,14,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0048,0.0645,0.0852999999999999,0.0057,0.4398,0.2595,0.0498
ore_ont_1445.owl,87,0,1320,970,705,0,265,4,260,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.004,0.9,0.0783,0.0048,0.1493,0.1240999999999999,0.0343
ore_ont_14684.owl,87,0,1320,970,705,0,265,4,260,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0052,0.9002,0.0869,0.0045,0.1408,0.1234,0.0344
ore_ont_11115.owl,923,629,2872,1891,1099,731,61,0,59,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0346,0.13,0.6238,0.006,0.0815,0.0746999999999999,0.0576
ore_ont_7584.owl,87,0,1335,983,715,0,268,4,262,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0038,2.4179,0.091,0.005,0.1342,0.1195,0.0349
ore_ont_4796.owl,200,39,2080,1582,959,169,454,4,295,0,OWL2_DL - OWL2_FULL,OWL2_DL,2.6851,,16.6992,0.1861,8.9613,9.9432,0.2786
ore_ont_1646.owl,100,0,1416,1082,707,0,375,0,235,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0406,74.2123,0.2767,0.0367,,,0.0678
ore_ont_8006.owl,824,124,2538,1587,1141,378,68,27,101,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0091,2.9745,0.2392,0.0098,0.1619,,0.0607
ore_ont_6939.owl,1831,0,3663,1832,1832,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0037,0.1828,0.1065,0.0076,0.0282,0.02,0.0584
ore_ont_3231.owl,85,0,1315,967,699,0,268,4,260,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0049,10.5721,0.0924,0.0039,0.0926,0.0801,0.0334
ore_ont_8916.owl,2078,0,4231,2153,2153,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0066,0.2185,0.0929,0.0095,0.0327,0.0291,0.0664
ore_ont_14123.owl,1248,0,3107,1846,1846,0,0,0,13,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.301,0.1464,1.5128,0.0098,0.0507,0.0419999999999999,0.0593
ore_ont_11157.owl,510,4,2623,2065,2055,4,6,23,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,3.9213,0.0846,44.8417,0.018,3.8743,1.1315,0.0606
ore_ont_8019.owl,843,124,2610,1615,1157,378,80,30,123,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0110999999999999,3.2771,0.2597,0.0099,0.1995,,0.0607
ore_ont_10134.owl,1538,0,3354,1807,1804,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0192,0.1657,0.4855,0.0086,0.0417,0.0309,0.0583
ore_ont_1211.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0196,0.1557,0.9245,0.01,0.0429,0.0336,0.0657
ore_ont_727.owl,1165,0,3879,2712,1684,1028,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0218,0.1572,0.9624,0.0098,0.0452,0.0317,0.0655
ore_ont_7327.owl,894,124,2696,1674,1228,378,68,27,102,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0096,3.1297,0.2495,0.0103,0.1749,,0.0632
ore_ont_1346.owl,837,0,3975,3137,1058,2079,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0168,0.1022,0.4203,0.0062,0.0209,0.0146,0.0676
ore_ont_12372.owl,837,0,3975,3137,1058,2079,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0258,0.105,0.4128,0.0062,0.0184,0.014,0.0671
ore_ont_9122.owl,233,780,1662,1344,403,941,0,0,87,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0269,54.9113,0.3366,0.0268,2.2973,2.3718,0.6712
ore_ont_4313.owl,629,0,1325,696,696,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0023,0.0757999999999999,0.0355,0.0047,0.018,0.0113999999999999,0.0389
ore_ont_11572.owl,861,772,2568,1707,935,772,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0058,0.0966,0.1113,0.0053,0.0539,0.0442,0.0547
ore_ont_7818.owl,261,157,1810,1353,715,629,9,99,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.005,0.0935,0.1444,0.0048,0.0627,,0.0498
ore_ont_7938.owl,1665,0,3995,2325,2321,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0197999999999999,0.1825,0.6638,0.0108,0.0473,0.0402,0.0632
ore_ont_3515.owl,1395,0,3279,1872,1865,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0283999999999999,0.1471,0.6128,0.0091,0.0526,0.0474,0.0597
ore_ont_9251.owl,637,1348,2937,2299,951,1348,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.055,0.0836,0.7064,0.0063,0.0921,0.0788,0.0536
ore_ont_12892.owl,637,1348,2938,2300,951,1348,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0523,0.0837,0.7384999999999999,0.006,0.1205,0.1053,0.0543
ore_ont_9096.owl,841,103,2641,1703,1345,315,43,27,71,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0078,2.2052,0.2168999999999999,0.0112,0.1452,,0.062
ore_ont_13578.owl,1191,0,2884,1692,1691,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0458999999999999,0.1526,0.5443,0.0089,0.2256,0.1804,0.0544
ore_ont_6437.owl,777,0,3355,2494,2453,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0226,0.2715,0.3674,0.0202,0.1394,0.119,0.0669
ore_ont_13298.owl,791,0,2357,1560,1557,0,3,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0326,0.1191,0.3187,0.0066,1.2477,1.0133,0.0468
ore_ont_3635.owl,1093,0,3096,2002,2001,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0159,0.1468,0.329,0.0084,0.1536,0.1153,0.053
ore_ont_15030.owl,146,240,2098,1634,1393,240,1,159,160,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.009,1.4186,0.1952999999999999,0.015,0.1826,0.1559,0.0634
ore_ont_5688.owl,976,204,2888,1823,1444,315,64,0,91,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0221,1.6098,0.3348,0.0078,0.251,0.2042,0.0621
ore_ont_725.owl,1743,0,4185,2437,2433,0,4,0,5,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0292,0.1851,0.7519,0.0101,0.0503,0.0418,0.0663
ore_ont_14840.owl,1555,0,3625,2058,2051,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0149,0.1636,0.3554,0.0095,0.0403,0.0293,0.0597
ore_ont_6401.owl,347,153,2233,1763,857,838,68,0,125,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0639,1.858,0.4444,0.0062,0.3404,0.3479,0.0527
ore_ont_7169.owl,1268,0,2535,1267,1267,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0031,0.1155,0.0564,0.0064,0.0209,0.0163999999999999,0.0499
ore_ont_13413.owl,761,4,3427,2661,1505,1153,3,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0341,0.1147,0.8547,0.0072,1.1994,1.0363,0.0593
ore_ont_12097.owl,1171,1028,3889,2716,1688,1028,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0197,0.1389,0.9205,0.0098,0.0675,0.0523,0.0646
ore_ont_8273.owl,317,0,2498,1862,1356,0,506,11,309,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0608,36.080200000000005,1.2033,0.2126,,,0.2588
ore_ont_8911.owl,251,41,2251,1683,1097,82,504,3,315,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.4841,,3.3344,0.1719,,,0.2875
ore_ont_1509.owl,256,30,2353,1772,1188,69,515,4,322,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1464,,1.3506,0.1612,,,0.2291
ore_ont_6446.owl,34,567,1979,1879,134,1731,14,39,28,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0135,,,,,,0.0585
ore_ont_6409.owl,1555,0,3624,2057,2050,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0272,0.1618,0.7304,0.0101,0.0544,0.0488,0.064
ore_ont_5266.owl,1555,0,3624,2057,2050,0,7,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0231,0.1699,0.7523,0.0095,0.0592,0.048,0.0644
ore_ont_10860.owl,177,163,1401,1152,609,526,0,33,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,0.0263,,,
ore_ont_5376.owl,1176,0,2777,1599,1598,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0651,0.1381,0.528,0.0076,0.0854,0.072,0.0538
ore_ont_1707.owl,1041,0,3193,2071,1937,0,134,8,74,0,OWL2_DL - OWL2_FULL,OWL2_DL,,7.5623,7.8788,0.186,1.2336,,0.2402
ore_ont_894.owl,1873,0,4225,2349,2348,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0433,0.2052,0.826,0.0091,0.0705,0.0541,0.0664
ore_ont_6923.owl,884,418,3637,2693,1111,1517,65,6,55,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0157,0.1595,0.4335,0.0158,0.1865,0.1522,0.101
ore_ont_9786.owl,1287,0,3610,2131,1796,0,335,1,191,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1096999999999999,10.7566,,0.2741,,,0.322
ore_ont_15273.owl,821,0,3753,2848,2807,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.027,0.3485,0.3759,0.0201,0.1523,0.1247,0.0722
ore_ont_2646.owl,1185,0,2875,1688,1687,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0652,0.1512,0.5492,0.0089,0.1257,0.0981,0.055
ore_ont_1017.owl,1184,0,2874,1688,1687,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.043,0.1383,0.5427,0.0089,0.1276,0.1024,0.0544
ore_ont_7216.owl,632,0,1890,1252,1252,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.8143,0.3858,6.3961,0.0435,0.7778,0.6881,0.0815
ore_ont_2950.owl,821,0,3839,2934,2893,0,41,45,40,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0299,0.35,0.4022,0.0245,0.1912,,0.0763
ore_ont_7007.owl,69,329,2077,1945,311,1628,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0525,,0.0125,0.2551,0.2299,0.0892
ore_ont_8563.owl,1621,0,3667,2035,2028,0,7,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0501,0.185,0.808,0.0097,0.0608,0.0461,0.0636
ore_ont_14370.owl,321,185,2491,2120,390,1685,45,0,51,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0373,0.0939,0.2362,0.0044,0.3385,0.255,0.0503
ore_ont_3783.owl,767,260,2249,1481,1192,289,0,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,601.592,9.6643,,0.0194,0.2283,0.1492,0.0845
ore_ont_2266.owl,843,2079,3985,3141,1062,2079,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0157,0.1037,0.3988,0.0068,0.0491,0.0425,0.0666
ore_ont_15950.owl,1880,0,3992,2111,2110,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.031,0.1971,0.4558999999999999,0.0099,0.0414,0.0315999999999999,0.0661
ore_ont_14153.owl,1555,0,3849,2277,2270,0,7,0,17,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0241,0.182,0.7274,0.0099,0.0601,0.0551,0.0661
ore_ont_5485.owl,1263,0,3706,2434,2431,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0694,0.1731,0.7338,0.0108,0.2646,0.2279,0.0639
ore_ont_10160.owl,1263,0,3706,2434,2431,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0661,0.1699999999999999,0.7081999999999999,0.0113,0.2724,0.224,0.0634
ore_ont_5078.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0387,0.1185,1.1656,0.0065,0.0443,0.0351,0.0729
ore_ont_11362.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0543,0.1198,1.1943,0.0063,0.043,0.0342,0.0738
ore_ont_12965.owl,873,7,4406,3531,1333,2198,0,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0603,0.1199,1.1966,0.0066,0.0404,0.0344,0.0736
ore_ont_7483.owl,2257,530,5564,3296,2260,1026,10,0,12,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0089,0.2362,0.2173,0.0092,0.0478,0.0439,0.0791
ore_ont_8730.owl,82,469,2302,2124,242,1800,82,0,96,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0146,0.0828,0.1876999999999999,0.0033,0.0749,0.0607,0.0447
ore_ont_316.owl,1351,0,3898,2538,2535,0,3,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.9171,0.2302,4.1733,0.0127,0.3804,0.2774999999999999,0.0691
ore_ont_3503.owl,1107,124,3386,2119,1659,378,82,32,129,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0127,4.0423,0.3442,0.013,0.257,,0.0737
ore_ont_13113.owl,1271,210,3581,2171,1844,211,116,0,141,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0286,2.0075,0.4549,0.0104,0.3459,0.3061,0.0723
ore_ont_12723.owl,1405,0,3921,2312,1955,0,357,1,203,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0858,10.1895,,0.2881,7.665,,0.347
ore_ont_9402.owl,1453,0,3957,2497,2493,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0733,0.2247,0.7702,0.012,0.2423,0.1995,0.0685
ore_ont_10366.owl,1582,0,2534,941,941,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.283,0.3484,1.1832,0.0142,0.0878,0.0875,0.0781
ore_ont_7364.owl,1072,0,3569,2490,2486,0,4,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0219,0.1767,0.4173,0.0099,2.9222,2.4222,0.0599
ore_ont_11316.owl,1821,11,4308,2464,2434,11,19,0,23,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0893,0.2355,1.3426,0.0116,0.4997,0.3812,0.0784
ore_ont_15526.owl,1428,0,3992,2356,1992,0,364,1,207,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0929,10.2903,,0.2936,5.7086,,0.3615
ore_ont_12397.owl,2258,0,4936,2676,2675,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0163,0.2463,0.1573999999999999,0.012,0.041,0.0347,0.0763
ore_ont_7833.owl,1583,0,2535,941,941,0,0,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2577,0.3411,1.0719,0.0152,0.0915,0.0834,0.0761
ore_ont_412.owl,1166,0,3781,2498,2317,0,181,0,118,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,,0.7849,,0.0187,36.8879,30.4503,0.0791
ore_ont_670.owl,2038,0,4365,2326,2325,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0062,0.2193,0.1032999999999999,0.0107,0.0396,0.0268,0.0699
ore_ont_2313.owl,1688,363,4266,2561,1935,616,10,0,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.5686,1.2866,,0.0228,,,0.4425
ore_ont_11647.owl,155,404,2482,2243,362,1851,30,30,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0607,14.7684,,0.1018,6.1665,,0.3276
ore_ont_3003.owl,2150,0,4763,2609,2608,0,1,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0376,0.2576,1.0767,0.0109,0.0719,0.0537,0.0732
ore_ont_10026.owl,350,398,2367,1988,395,1587,6,0,30,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0082,0.0842,0.1831,0.0045,0.0549,0.0537,0.0801
ore_ont_14353.owl,122,456,2407,2141,390,1629,122,0,144,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0153,0.2473,0.2276,0.0038,0.2012,0.1676,0.0462
ore_ont_13545.owl,1655,179,4638,2915,2633,189,93,1,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0917,2.5107,1.3993,0.09,0.8093,0.5516,0.1665
ore_ont_5707.owl,541,0,2232,1504,1376,0,128,0,188,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0411,1.3937,0.4067,0.1401,0.3496,0.285,0.185
ore_ont_16056.owl,309,213,2211,1898,1439,459,0,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3129,,1.256,0.1104,5.538,3.4285,0.2165
ore_ont_13405.owl,72,151,1612,1426,327,991,108,17,98,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0089,,0.1305,0.0052,,,0.0556
ore_ont_4279.owl,1555,0,4291,2727,2723,0,4,0,9,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0251,0.1995,0.652,0.0112,0.3928,0.3198,0.0701
ore_ont_1603.owl,350,0,2239,1675,1361,0,314,0,215,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0513,4.1473,0.3192,0.0786,,,0.1195
ore_ont_9662.owl,1514,1,4180,2459,2114,1,344,7,201,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0937,18.1945,,0.2127,6.8632,,0.2779
ore_ont_4383.owl,1997,0,3204,1200,1200,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.3788,0.3489,1.5444,0.0214,0.0886,0.0924,0.0922
ore_ont_7776.owl,2147,0,4598,2450,2449,0,1,0,1,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0054,0.244,0.108,0.0111,0.0346,0.0311,0.0741
ore_ont_4652.owl,2000,0,3308,1279,1279,0,0,0,29,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.9146,0.2812,2.2533,0.0142,0.1138,0.1222,0.0866
ore_ont_14031.owl,1926,0,4912,2975,2967,0,8,0,11,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0342,0.2652,0.9593,0.0163,0.2895,0.2409,0.0797
ore_ont_1481.owl,307,1063,2272,1841,539,1302,0,0,126,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0329,170.1115,0.5394,0.0424,5.4051,6.2855,1.2309
ore_ont_3931.owl,2307,0,5151,2821,2808,0,13,0,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0414,0.2939,1.2053,0.0144,0.4959,0.4295,0.0873
ore_ont_9617.owl,1601,0,4284,2673,2673,0,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.058,0.1806,0.9092,0.0097,0.0445,0.0382,0.0664
ore_ont_7610.owl,92,548,2596,2482,257,2219,6,8,15,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.081
ore_ont_7893.owl,345,0,1535,1156,1156,0,0,1,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.3935,0.3834,2.1336,0.0771,0.816,0.7857999999999999,0.1266
ore_ont_2496.owl,1555,0,4369,2802,2799,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.074,0.2162,0.9551,0.0119,0.348,0.284,0.0712
ore_ont_12281.owl,1555,0,4369,2802,2799,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0648,0.2112,0.929,0.0123,0.3538,0.299,0.0719
ore_ont_13859.owl,950,161,4406,3357,3137,169,51,46,54,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0804,8.1985,0.9288,0.0961,0.9536,,0.1657
ore_ont_2022.owl,1861,0,5321,3456,3452,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0159,0.2124,0.3164,0.0138,0.0485,0.0358,0.0803
ore_ont_15292.owl,1865,0,5326,3458,3454,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0186,0.21,0.3495,0.0148,0.045,0.0364,0.0805
ore_ont_5080.owl,1648,0,4485,2825,2822,0,3,0,12,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.9945,0.2644,5.368,0.0141,0.4652,0.3351,0.0762
ore_ont_8640.owl,803,329,2987,1919,1149,686,84,0,267,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0107,0.2895,0.3052,0.0098,0.2375,0.1889,0.1303
ore_ont_10874.owl,39,445,2576,2474,275,2193,6,33,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0564999999999999,,0.0065,0.0579,0.051,0.0945
ore_ont_10004.owl,2530,0,5608,3077,3076,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0208,0.2757,0.1724,0.0138,0.0472,0.0395,0.0842
ore_ont_4198.owl,41,323,2205,2095,333,1757,5,37,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0124,,,,,,0.064
ore_ont_544.owl,2287,0,3800,1512,1512,0,0,0,1,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.2447,0.2885,1.3923,0.0179,0.0748,0.0715,0.0936
ore_ont_5213.owl,1925,0,5510,3581,3577,0,4,0,4,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.021,0.1992,0.3261,0.015,0.044,0.0348,0.0837
ore_ont_9598.owl,1601,0,4284,2673,2673,0,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0732,0.1794,0.9199,0.0095,0.0506,0.0372,0.0678
ore_ont_13219.owl,91,324,3328,3119,432,2687,0,105,13,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,,,,,0.1129
ore_ont_13444.owl,2095,0,5438,3331,3319,0,12,0,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0385999999999999,0.3637,1.1146,0.0162,0.199,0.1715,0.0896
ore_ont_9998.owl,2314,0,3817,1472,1472,0,0,0,31,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,1.4463,0.3342,3.1279,0.0155,0.1905,0.1509,0.0966
ore_ont_15741.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.126,0.1427,2.0573,0.0081,0.2298,0.1905,0.0864
ore_ont_15583.owl,1847,0,3056,1183,1173,10,0,0,26,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.4448,0.4442,1.6802,0.0217,0.1467,0.1378,0.0944
ore_ont_8175.owl,1187,0,5261,4073,1687,2385,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.1247,0.157,2.0588,0.0081,0.2297,0.1811,0.0865
ore_ont_4527.owl,2101,0,6174,4069,2241,1826,2,0,4,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0271,0.2175,1.5636,0.0096,0.0491,0.0372,0.0938
ore_ont_13474.owl,860,855,4242,3382,1311,2070,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0425,0.1441,1.0845,0.0061,0.4538,0.329,0.0869
ore_ont_380.owl,1214,0,3621,2407,2407,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0035,0.1396,0.1818,0.01,0.0234,0.0163,0.0654
ore_ont_566.owl,1220,0,3631,2411,2411,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0045,0.1183,0.1986,0.0098,0.0213,0.0171,0.0653
