Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Consistency,HermiT_Consistency,JFact_Consistency,Konclude_Consistency,Openllet_Consistency,Pellet_Consistency,KoncludeCLI_Consistency,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Consistency_LoadingAdded,HermiT_Consistency_LoadingAdded,JFact_Consistency_LoadingAdded,Konclude_Consistency_LoadingAdded,Openllet_Consistency_LoadingAdded,Pellet_Consistency_LoadingAdded,KoncludeCLI_Consistency_LoadingAdded
ore_ont_9805.owl,44,0,137,62,62,0,0,0,32,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0002,0.0006000000000000001,0.0232,0.002,0.0072,0.0068,0.0122,0.0038,0.0197,0.0063,0.0275,0.0131,0.0112,0.004,0.0203,0.0295,0.0295,0.0203,0.018,0.0122
ore_ont_2936.owl,10,0,156,112,112,0,0,23,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0004000000000000001,0.0248,0.002,0.0062999999999999,0.0054,0.0156,,0.0293,0.0069999999999999,0.0313,0.013,0.0128,,0.0297,0.0317999999999999,0.0333,0.0192999999999999,0.0182,0.0156
ore_ont_11949.owl,56,0,179,79,79,0,0,13,31,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0003,0.0005,0.0291,0.0023,0.0054,0.0057,0.0123,0.004,0.0278,0.0066,0.0286,0.014,0.0117,0.0043,0.0283,0.0357,0.0309,0.0194,0.0174,0.0123
ore_ont_8662.owl,38,0,146,69,51,0,18,0,40,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0005,0.0007,0.0237,0.002,0.0092,0.0079,0.0122,0.0039,0.0185,0.0066999999999999,0.0269999999999999,0.0143,0.0121,0.004399999999999999,0.0192,0.0303999999999999,0.0289999999999999,0.0235,0.02,0.0122
ore_ont_15971.owl,17,10,107,67,44,14,9,0,23,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0003,0.0015,0.0212,0.0018,0.0059,0.0049,0.0151,0.0035,0.0209,0.0065,0.0259,0.0125999999999999,0.0117,0.0038,0.0224,0.0277,0.0277,0.0184999999999999,0.0166,0.0151
ore_ont_8937.owl,39,0,161,84,72,0,12,0,40,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0008,0.0008,0.0281,0.0021,0.0092,0.0085,0.0158,0.004,0.0192,0.0063,0.0283,0.0120999999999999,0.0115,0.0048000000000000004,0.019999999999999997,0.0344,0.0304,0.021299999999999902,0.02,0.0158
ore_ont_580.owl,22,18,139,73,52,21,0,0,45,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0009,0.036,0.002,0.0066,0.0052999999999999,0.0154,0.0045,0.0159,0.0078,0.0282,0.0146,0.0119,0.0053,0.016800000000000002,0.0438,0.030199999999999998,0.0212,0.017199999999999903,0.0154
ore_ont_9509.owl,79,5,174,86,81,5,0,0,10,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0004,0.0183,0.0021,0.0052,0.0048,0.0122,0.004,0.0178,0.0062999999999999,0.0266999999999999,0.0139999999999999,0.0138,0.0044,0.0182,0.0245999999999999,0.028799999999999902,0.019199999999999898,0.0186,0.0122
ore_ont_7839.owl,21,0,181,119,109,0,10,12,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0005,0.0289,0.002,0.0063,0.0054,0.0155,0.0038,0.0202,0.0066,0.0281,0.0129,0.0116,0.0043,0.0207,0.0355,0.030100000000000002,0.019200000000000002,0.017,0.0155
ore_ont_10309.owl,10,0,113,55,55,0,0,0,49,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0008,0.0004000000000000001,0.0277,0.0024,0.0092,0.0083,0.0123,0.0038,0.0163,0.0068,0.0271,0.0124,0.0116,0.0046,0.0167,0.034499999999999996,0.0295,0.0216,0.0199,0.0123
ore_ont_13503.owl,43,11,141,70,59,11,0,0,29,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.0006000000000000001,0.0303,0.0023,0.0054,0.005,0.0154,0.0069999999999999,0.0174,0.0062999999999999,0.0275,0.0132,0.0128,0.0076999999999999005,0.018,0.0365999999999999,0.0298,0.0186,0.0178,0.0154
ore_ont_480.owl,67,4,172,89,85,4,0,0,17,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006,0.0004,0.0201,0.0018,0.0073,0.0060999999999999,0.0123,0.0063,0.0198,0.0066,0.0272,0.0138,0.0121,0.0069,0.020200000000000003,0.0267,0.028999999999999998,0.0211,0.0181999999999999,0.0123
ore_ont_14746.owl,17,0,202,135,123,0,12,18,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0005,0.0317,0.0019,0.0056,0.0063,0.0158,0.009,0.0231,0.007,0.0286,0.0134999999999999,0.0123,0.0098,0.0236,0.0387,0.0305,0.0190999999999999,0.0186,0.0158
ore_ont_15331.owl,20,0,208,138,126,0,12,18,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006,0.0003000000000000001,0.0292,0.0022,0.0066999999999999,0.0063,0.016,0.0042,0.0206,0.0069,0.0287,0.0147999999999999,0.0119,0.0048,0.020900000000000002,0.0361,0.0309,0.0214999999999998,0.0182,0.016
ore_ont_1420.owl,42,0,158,81,77,0,4,0,36,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0006999999999999999,0.0298,0.002,0.0073,0.0083,0.0127,0.0037999999999999,0.0175,0.0070999999999999,0.0279,0.0130999999999999,0.0118,0.0044999999999999,0.0182,0.0368999999999999,0.029900000000000003,0.0203999999999999,0.0201,0.0127
ore_ont_1526.owl,41,8,152,75,67,8,0,1,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006,0.0007,0.0259,0.0022,0.0055,0.0053,0.0156,0.0039,0.0168,0.007,0.0267,0.013,0.0129,0.0045,0.017499999999999998,0.0329,0.028900000000000002,0.0185,0.0182,0.0156
ore_ont_4856.owl,61,1,177,77,76,1,0,0,41,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0004,0.0007,0.0303,0.0019,0.0094,0.0093,0.0159,0.0039,0.0191,0.0074,0.0265,0.0144,0.012,0.0043,0.019799999999999998,0.0377,0.028399999999999998,0.0238,0.0213,0.0159
ore_ont_2485.owl,5,3,226,113,110,3,0,107,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.0005,0.0485,0.002,0.0048,0.0046,0.0128,0.0055,0.0288,0.0071,0.0272999999999999,0.0138,0.0116,0.0066,0.0293,0.055600000000000004,0.029299999999999903,0.0186,0.0162,0.0128
ore_ont_5107.owl,50,24,182,126,102,24,0,0,7,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.003,0.0338,0.0021,0.0068,0.007,0.0175,0.0046,0.0228,0.0078,0.0314,0.0153,0.0134,0.0062,0.0258,0.0416,0.033499999999999995,0.022099999999999998,0.0204,0.0175
ore_ont_7639.owl,15,0,218,141,123,0,18,27,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0002,0.0312,0.0023,0.0072,0.0072999999999999,0.0161,0.0054,0.0337,0.0073,0.0298,0.0153999999999999,0.0127,0.006200000000000001,0.0339,0.0385,0.032100000000000004,0.022599999999999898,0.0199999999999999,0.0161
ore_ont_13429.owl,88,0,186,98,98,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0003,0.0004,0.0123,0.002,0.0031,0.0024,0.0126,0.0036999999999999,0.0184,0.0062999999999999,0.0266999999999999,0.0136,0.0116,0.0039999999999999,0.0188,0.0185999999999999,0.0286999999999999,0.0167,0.013999999999999999,0.0126
ore_ont_9854.owl,61,0,170,96,96,0,0,0,14,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.00030000000000000003,0.0212,0.0021,0.0058,0.0051,0.0125,0.0043,0.0175999999999999,0.0063,0.0279,0.014,0.0133,0.0047,0.017899999999999902,0.0275,0.030000000000000002,0.019799999999999998,0.0184,0.0125
ore_ont_15167.owl,53,0,335,206,177,0,29,20,58,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0018,0.0005,0.0447,0.0021,0.0132,0.0124999999999999,0.0174,0.0061,0.0383,0.0084,0.0323,0.0172,0.0155,0.0079,0.0388,0.053099999999999994,0.0344,0.0304,0.0279999999999999,0.0174
ore_ont_13306.owl,40,0,195,99,89,0,10,8,49,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.0002,0.0316,0.0022,0.0074,0.0072,0.0161,0.0042,0.0348,0.0078,0.0272,0.0142,0.0138,0.0049,0.034999999999999996,0.039400000000000004,0.0294,0.0216,0.020999999999999998,0.0161
ore_ont_5292.owl,70,18,193,88,57,18,13,3,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006,0.0009,0.0242,0.0019,0.0062,0.0064,0.0156,0.0043999999999999,0.0269,0.0074,0.0266,0.0135,0.013,0.0049999999999998995,0.027800000000000002,0.0316,0.028499999999999998,0.0197,0.0194,0.0156
ore_ont_5255.owl,89,0,207,115,112,0,3,0,3,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0001,0.0005,0.0154,0.0019,0.0042,0.0036,0.0124,0.0038,0.0214,0.0066,0.0279,0.0129,0.012,0.0039,0.0219,0.022,0.0298,0.0171,0.0156,0.0124
ore_ont_8667.owl,87,0,167,79,79,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0004,0.0114,0.0022,0.0034,0.0027,0.0124,0.0038,0.0186,0.0065,0.0271,0.0122,0.0117,0.0043,0.019,0.0179,0.0293,0.015600000000000001,0.0144,0.0124
ore_ont_8974.owl,15,0,157,95,95,0,0,0,49,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0006000000000000001,0.0378,0.002,0.0110999999999999,0.011,0.0159,0.0047,0.0206,0.0075,0.0289,0.0139,0.0126,0.0056,0.0212,0.0453,0.030899999999999997,0.024999999999999897,0.0236,0.0159
ore_ont_3330.owl,50,0,193,116,110,0,6,11,17,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0013999999999999,0.0233,0.0019,0.0062,0.0056999999999999,0.0124,0.0049,0.0304,0.0071,0.0283,0.0142,0.0141,0.0054,0.0317999999999999,0.030400000000000003,0.030199999999999998,0.0204,0.0197999999999999,0.0124
ore_ont_1967.owl,59,0,199,97,97,0,0,0,44,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.00030000000000000003,0.0359,0.0021,0.0092,0.0079,0.0127,0.0076,0.019,0.0076999999999999,0.0285,0.0144,0.013,0.008,0.0193,0.0435999999999999,0.030600000000000002,0.0236,0.020900000000000002,0.0127
ore_ont_15399.owl,59,0,199,97,97,0,0,0,44,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0009,0.0004,0.0299,0.0021,0.009,0.0072,0.013,0.0065,0.0186,0.0069,0.0278,0.0144999999999999,0.0118,0.0073999999999999995,0.019,0.0368,0.0299,0.0234999999999999,0.019,0.013
ore_ont_5852.owl,74,0,134,60,60,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0003,0.0005,0.0108,0.0019,0.003,0.0022,0.0126,0.0027,0.0178,0.0065,0.0254,0.0127999999999999,0.0116,0.003,0.0183,0.0173,0.027299999999999998,0.0157999999999999,0.0138,0.0126
ore_ont_10174.owl,133,0,266,133,133,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0005,0.0118,0.0018,0.0037,0.0027,0.0129,0.0066,0.0202,0.0071,0.0271,0.0133,0.0122,0.0073,0.0207,0.0189,0.0289,0.017,0.0149,0.0129
ore_ont_13392.owl,124,0,265,136,132,0,4,0,5,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0006000000000000001,0.0141,0.0021,0.004,0.0035,0.0128,0.0057,0.0195,0.0072,0.0272,0.0136,0.0127,0.006200000000000001,0.0201,0.0213,0.0293,0.017599999999999998,0.0162,0.0128
ore_ont_3671.owl,17,1,282,182,145,3,34,25,59,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0011,0.0489,0.0018,0.0078,0.0074,0.0163,0.0047,0.037,0.0076,0.0298,0.0177,0.0133,0.0055000000000000005,0.038099999999999995,0.0565,0.0316,0.025500000000000002,0.0207,0.0163
ore_ont_3909.owl,76,0,139,62,62,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0009,0.0144,0.0021,0.0035,0.0028,0.0153,0.0036,0.0175,0.0061999999999999,0.0278,0.0127999999999999,0.0133,0.004,0.018400000000000003,0.0205999999999999,0.0299,0.0162999999999999,0.0161,0.0153
ore_ont_2036.owl,64,5,203,94,89,5,0,0,46,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0008,0.0011,0.0296,0.0021,0.0089,0.0075,0.0129,0.0045,0.0196,0.0069,0.0282,0.0153999999999999,0.0119,0.0053,0.0207,0.036500000000000005,0.0303,0.024299999999999898,0.0194,0.0129
ore_ont_508.owl,66,5,205,95,90,5,0,0,46,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0005,0.0011,0.0301,0.002,0.0099,0.0103,0.0163,0.0061,0.019,0.0073,0.028,0.0147999999999999,0.0136,0.0066,0.0201,0.037399999999999996,0.03,0.024699999999999903,0.023899999999999998,0.0163
ore_ont_9867.owl,94,0,239,137,134,0,3,0,8,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0003,0.0009,0.0177,0.0019,0.004,0.004,0.0129,0.0042,0.0191,0.0069,0.0292,0.0147,0.0138,0.0045,0.02,0.0246,0.0311,0.0187,0.0178,0.0129
ore_ont_16351.owl,71,0,194,98,98,0,0,0,26,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0008,0.0006000000000000001,0.0263,0.0024,0.0079,0.006,0.0129,0.0039,0.0176,0.0066,0.0281,0.0137,0.012,0.0047,0.0182,0.0329,0.0305,0.0216,0.018000000000000002,0.0129
ore_ont_12957.owl,99,0,195,94,94,0,0,0,2,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0002,0.0005,0.0118,0.0021,0.0036,0.0029,0.0129,0.0042,0.0196,0.0076,0.0272999999999999,0.0152,0.0138,0.004399999999999999,0.0201,0.0194,0.029399999999999902,0.0188,0.0167,0.0129
ore_ont_15318.owl,59,0,229,124,105,0,19,30,16,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0003000000000000001,0.0241,0.002,0.0060999999999999,0.0061,0.013,0.0048,0.0307,0.0076,0.0277,0.0147,0.0137,0.005299999999999999,0.031000000000000003,0.0317,0.029699999999999997,0.0207999999999999,0.0198,0.013
ore_ont_6635.owl,44,2,245,158,156,2,0,11,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0334,0.0019,0.0071,0.0068,0.017,,,0.0082,0.0308,0.0159,0.0135,,,0.0416,0.0327,0.023,0.0203,0.017
ore_ont_16850.owl,37,0,205,129,119,0,10,20,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0004,0.0005,0.0252,0.002,0.0057,0.0055,0.0128,0.0039,0.0299,0.0062999999999999,0.028,0.0148,0.0128,0.0043,0.0304,0.0314999999999999,0.03,0.0205,0.0183,0.0128
ore_ont_4106.owl,56,0,224,127,117,0,10,0,42,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0005,0.0005,0.0291,0.0024,0.0066,0.0058,0.0129,0.0042,0.0215999999999999,0.0069999999999999,0.0294,0.0154,0.0132,0.004699999999999999,0.0220999999999999,0.0360999999999999,0.0318,0.022,0.019,0.0129
ore_ont_2038.owl,51,0,284,232,128,103,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0012,0.0192,0.0019,0.0042,0.0039,0.0167,0.0051,0.024,0.0083,0.0312,0.0162,0.013,0.006,0.0252,0.027499999999999997,0.0331,0.020399999999999998,0.0169,0.0167
ore_ont_3842.owl,98,0,200,96,96,0,0,0,6,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0003,0.0006000000000000001,0.015,0.0022,0.004,0.0036,0.013,0.0046,0.018,0.0064999999999999,0.0283,0.0133,0.012,0.0049,0.0186,0.0214999999999999,0.0305,0.0173,0.0156,0.013
ore_ont_9709.owl,24,13,233,175,102,35,38,26,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.0014,0.0262,0.0022,0.0053,0.006,0.0168,0.0048,0.0299,0.0066999999999999,0.0303,0.0145,0.0142,0.0055,0.0313,0.0328999999999999,0.0325,0.0198,0.020200000000000003,0.0168
ore_ont_13204.owl,35,0,215,180,180,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0003,0.0004000000000000001,0.0131,0.0023,0.0046,0.0043999999999999,0.0157,0.0038,0.0249,0.0059,0.0305,0.0157,0.0164,0.0041,0.0253,0.019,0.032799999999999996,0.0203,0.020799999999999902,0.0157
ore_ont_10321.owl,13,5,150,94,90,4,0,32,12,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0003,0.0007,0.0278,0.0021,0.0047,0.0042,0.0162,0.0039,0.0309,0.0071,0.0278,0.0120999999999999,0.0112,0.0042,0.0316,0.0349,0.0299,0.016799999999999902,0.0154,0.0162
ore_ont_12360.owl,28,8,325,210,157,18,35,27,61,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006,0.0016,0.0415,0.0021,0.0088,0.0089,0.0169,0.0046,0.0388,0.0087,0.0308,0.0187,0.0147,0.0052,0.0404,0.0502,0.0329,0.027500000000000004,0.0236,0.0169
ore_ont_5646.owl,113,0,257,138,132,0,6,0,6,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0003,0.0008,0.0177,0.0021,0.0041,0.0045,0.0131,0.0051,0.0220999999999999,0.0073,0.0283999999999999,0.0138,0.0139,0.0054,0.0228999999999999,0.025,0.030499999999999902,0.0179,0.0184,0.0131
ore_ont_13277.owl,72,0,182,87,86,0,1,0,24,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0008,0.0005,0.0215,0.002,0.007,0.0063999999999999,0.0128,0.0077,0.0182,0.0073,0.0284,0.0137,0.0134,0.0085,0.0187,0.0288,0.030400000000000003,0.0207,0.0197999999999999,0.0128
ore_ont_9600.owl,92,0,259,136,113,0,23,1,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0005,0.0222,0.0023,0.0065,0.0068,0.0168,,0.0313,0.0089,0.0305,0.0172,0.0142,,0.0318,0.031100000000000003,0.032799999999999996,0.0237,0.021,0.0168
ore_ont_3341.owl,15,0,194,139,135,0,4,40,0,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.0006000000000000001,0.0275,0.002,0.0048,0.004,0.0156,0.01,0.03,0.0070999999999999,0.0303,0.0139999999999999,0.0122,0.0107,0.0306,0.0345999999999999,0.0323,0.0187999999999999,0.0162,0.0156
ore_ont_8169.owl,133,0,290,155,154,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0003,0.0005,0.0147,0.0022,0.0037,0.003,0.0132,0.0054,0.0203,0.0071,0.0304,0.0158999999999999,0.0136,0.0057,0.0208,0.0218,0.0326,0.019599999999999902,0.0166,0.0132
ore_ont_14931.owl,104,17,288,172,149,17,6,4,9,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.001,0.0023,0.0245,0.002,0.0066,0.0063,0.0183,0.0057,0.0344,0.0073,0.0317,0.0155,0.0136,0.0067,0.036699999999999997,0.0318,0.0337,0.0221,0.0199,0.0183
ore_ont_6461.owl,53,0,318,264,135,128,1,0,1,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0015,0.0207,0.0024,0.0037,0.0039,0.017,0.0043,0.0224,0.0101,0.034,0.0152,0.0141,0.0051,0.0239,0.0308,0.0364,0.0189,0.018,0.017
ore_ont_10019.owl,48,0,202,150,141,0,9,0,5,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0005,0.025,0.0023,0.0095,0.0087,0.0177,0.0038,0.0327999999999999,0.0070999999999999,0.0327,0.0148,0.0142,0.0049,0.0332999999999999,0.0320999999999999,0.035,0.024300000000000002,0.0229,0.0177
ore_ont_14128.owl,82,0,198,94,94,0,0,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0003,0.0006000000000000001,0.0259,0.0019,0.0073,0.0065,0.0164,0.0037,0.0177,0.0066999999999999,0.0283,0.014,0.0129,0.004,0.0183,0.0325999999999999,0.030199999999999998,0.0213,0.0194,0.0164
ore_ont_8128.owl,44,0,307,152,152,0,0,0,112,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0004000000000000001,0.0433,0.002,0.0105,0.0088,0.0133,0.006,0.0209999999999999,0.0084,0.0288,0.0139,0.0134,0.0069,0.021399999999999902,0.051699999999999996,0.0308,0.024399999999999998,0.0222,0.0133
ore_ont_15667.owl,25,24,259,201,114,78,9,14,20,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.002,0.0362,0.002,0.0071,,0.0188,0.005,0.0335,0.0078999999999999,0.0323,0.02,,0.0067,0.035500000000000004,0.0440999999999999,0.034300000000000004,0.0271,,0.0188
ore_ont_4855.owl,127,0,251,124,124,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0001,0.00030000000000000003,0.0116,0.0019,0.0031999999999999,0.0028,0.0132,0.0046999999999999,0.0192,0.0072999999999999,0.028,0.0136,0.0145,0.0047999999999999,0.0195,0.0188999999999999,0.0299,0.0167999999999999,0.0173,0.0132
ore_ont_7482.owl,63,0,178,115,115,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0004,0.0127,0.002,0.0039,0.003,0.0153,0.0041,0.0184,0.0061999999999999,0.0278,0.0139,0.0123,0.0048000000000000004,0.0188,0.0188999999999999,0.0298,0.0178,0.015300000000000001,0.0153
ore_ont_16076.owl,189,0,376,186,186,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0006,0.0008,0.0135,0.0021,0.0038,0.0033,0.0136,0.0054,0.0218,0.0078,0.0293,0.0152,0.0127,0.006,0.0226,0.0213,0.0314,0.019,0.016,0.0136
ore_ont_7270.owl,85,0,206,99,99,0,0,0,24,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0005,0.0008,0.0266,0.0023,0.007,0.0062,0.0164,0.0048,0.0208,0.0076,0.0303,0.0133999999999999,0.0123,0.005299999999999999,0.021599999999999998,0.0342,0.032600000000000004,0.0203999999999999,0.0185,0.0164
ore_ont_14328.owl,79,0,267,148,124,0,24,0,42,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.001,0.0007,0.0307,0.0024,0.0079,0.01,0.0171,0.0072,0.0233999999999999,0.0078,0.0312,0.015,0.0149,0.008199999999999999,0.0240999999999999,0.0385,0.0336,0.0229,0.0249,0.0171
ore_ont_16461.owl,92,0,237,130,117,0,13,0,16,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0009,0.0003,0.0246,0.0019,0.0092,0.0106,0.0175,0.0052,0.0492,0.0071,0.0301999999999999,0.0180999999999999,0.0173,0.0060999999999999995,0.0495,0.0317,0.0320999999999999,0.0272999999999999,0.0279,0.0175
ore_ont_15800.owl,192,0,385,193,193,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006,0.0004,0.0125,0.002,0.0035,0.0028,0.0135,0.0089,0.0210999999999999,0.0074,0.0295999999999999,0.0164,0.0148,0.0095,0.0214999999999999,0.0199,0.0315999999999999,0.0199,0.0176,0.0135
ore_ont_9635.owl,97,3,294,171,160,6,5,6,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0006000000000000001,0.0251,0.0021,0.0062,0.006,0.0176,0.0039,0.0326,0.0086,0.0301,0.0176,0.0141,0.0047,0.0332,0.0337,0.0322,0.0238,0.0201,0.0176
ore_ont_13018.owl,176,0,351,175,175,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0006000000000000001,0.0115,0.002,0.0034,0.0029,0.0135,0.0049999999999999,0.0204999999999999,0.0072,0.0291999999999999,0.0148,0.0138,0.005499999999999901,0.0210999999999999,0.0187,0.0311999999999999,0.0182,0.0167,0.0135
ore_ont_16167.owl,40,0,228,142,137,0,5,17,30,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0007,0.00030000000000000003,0.0324,0.002,0.0065,0.0065,0.013,0.0049,0.029,0.0074,0.0294,0.0133,0.0132,0.0056,0.029300000000000003,0.0398,0.0314,0.019799999999999998,0.0197,0.013
ore_ont_11834.owl,36,0,311,229,145,0,84,0,46,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0026,0.0042,0.0487,0.0019,0.0174,0.0121999999999999,0.0172,0.0049,0.0713999999999999,0.0075,0.0306,0.0166,0.0152,0.0075,0.07559999999999989,0.0562,0.0325,0.034,0.0273999999999999,0.0172
ore_ont_9422.owl,49,0,226,148,112,0,36,5,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006,0.0007,0.0215,0.0021,0.007,0.0072,0.0169,0.0043,0.0387,0.0073,0.0291,0.014,0.0131,0.0049,0.0394,0.0288,0.031200000000000002,0.021,0.0203,0.0169
ore_ont_1222.owl,42,0,320,238,234,0,4,7,34,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0006,0.0005,0.0288,0.0021,0.0078,0.0078,0.0179,0.0056,0.0378999999999999,0.0075,0.033,0.0187,0.0145,0.0062,0.0383999999999999,0.0363,0.0351,0.026500000000000003,0.0223,0.0179
ore_ont_13643.owl,176,0,357,181,181,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0004,0.0004000000000000001,0.0126,0.0022,0.0034999999999999,0.0029,0.0134,0.0049999999999999,0.0222,0.0075,0.0294,0.0155,0.0145,0.0053999999999999005,0.022600000000000002,0.0201,0.031599999999999996,0.0189999999999999,0.0174,0.0134
ore_ont_15210.owl,31,7,341,224,132,5,87,6,81,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0055,0.0352,0.002,0.0189,0.0167,0.0175,0.0049,0.0617999999999999,0.0081,0.0309,0.0159999999999999,0.0142,0.006,0.0672999999999999,0.043300000000000005,0.0329,0.0348999999999999,0.0309,0.0175
