Ontology,Classes,Individuals,Axioms,Logical Axioms,TBox,ABox,RBox,Data Properties,Object Properties,Annotation Properties,Profiles,Unnamed: 12,Factpp_Consistency,HermiT_Consistency,JFact_Consistency,Konclude_Consistency,Openllet_Consistency,Pellet_Consistency,KoncludeCLI_Consistency,Factpp_Loading,HermiT_Loading,JFact_Loading,Konclude_Loading,Openllet_Loading,Pellet_Loading,Factpp_Consistency_LoadingAdded,HermiT_Consistency_LoadingAdded,JFact_Consistency_LoadingAdded,Konclude_Consistency_LoadingAdded,Openllet_Consistency_LoadingAdded,Pellet_Consistency_LoadingAdded,KoncludeCLI_Consistency_LoadingAdded
ore_ont_13077.owl,96,30,544,339,158,106,75,19,90,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0024,0.004,0.0656,0.0021,0.022,,0.0249,0.0139,0.0366,0.0114,0.0419,0.0211999999999999,,0.0163,0.0406,0.07700000000000001,0.044,0.0431999999999999,,0.0249
ore_ont_10285.owl,135,30,572,362,142,102,118,7,69,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0017,0.038,0.002,0.1194,,0.0206,0.0058,0.0463,0.0094,0.0368,0.0203999999999999,,0.0072,0.048,0.0474,0.0388,0.1397999999999999,,0.0206
ore_ont_8166.owl,46,0,446,325,291,0,34,24,52,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.001,0.00030000000000000003,0.0347,0.002,0.0084,0.0104,0.0189,0.0054,0.0416,0.0083,0.0358,0.0184,0.0166,0.0064,0.0419,0.043000000000000003,0.0378,0.026799999999999997,0.027,0.0189
ore_ont_5404.owl,134,0,708,444,196,0,248,0,133,0,OWL2_DL - OWL2_QL - OWL2_FULL,OWL2_DL,0.0012,0.0005,0.0394,0.0023,0.0180999999999999,0.0194,0.0208,0.0059,0.0347,0.0086,0.0392,0.0196,0.0158,0.0070999999999999995,0.0352,0.048,0.041499999999999995,0.0376999999999999,0.0352,0.0208
ore_ont_6495.owl,37,0,463,356,234,0,122,0,70,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0008,0.0015,0.0289,0.0022,0.0132,0.0147999999999999,0.019,0.0062,0.0485,0.0078999999999999,0.0379,0.0156,0.0155,0.007,0.05,0.0367999999999999,0.040100000000000004,0.0288,0.0302999999999999,0.019
ore_ont_11203.owl,59,48,562,334,94,103,137,0,170,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.0012,0.0551,0.002,0.015,0.0175999999999999,0.022,0.006,0.0229,0.0093,0.0388,0.018,0.0191,0.0073,0.0241,0.0644,0.0408,0.033,0.0366999999999999,0.022
ore_ont_14517.owl,107,18,568,336,212,18,106,0,125,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0008,0.0495,0.0023,0.0109,0.0092,0.0148,0.0063,0.0289999999999999,0.0093,0.0348,0.016,0.0134,0.0075,0.0297999999999999,0.058800000000000005,0.037099999999999994,0.0269,0.022600000000000002,0.0148
ore_ont_14379.owl,80,45,465,342,200,140,2,23,21,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0025,0.0037,,0.0022,0.0163,,0.0252,0.0051,0.0598,0.01,0.0437,0.0264,,0.007600000000000001,0.0635,,0.0459,0.0427,,0.0252
ore_ont_15737.owl,111,4,574,332,220,2,110,0,131,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.00030000000000000003,0.0439,0.0019,0.0104,0.0101,0.0152,0.0062,0.0258,0.0094,0.0346,0.0168,0.0138,0.0075,0.0261,0.0533,0.0365,0.0272,0.023899999999999998,0.0152
ore_ont_15672.owl,83,16,402,284,206,49,29,0,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0024,0.002,0.0574,0.0022,0.0127,0.0117,0.0213,0.0048,0.0387,0.0079,0.0378,0.0203,0.018,0.0072,0.0407,0.0653,0.04,0.033,0.029699999999999997,0.0213
ore_ont_11401.owl,145,0,625,422,323,0,99,3,55,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0031,0.0055,0.053,0.0017,0.0169,0.0131,0.02,0.0078999999999999,0.102,0.0091,0.0374,0.018,0.0161,0.0109999999999999,0.1075,0.0621,0.0391,0.0349,0.0292,0.02
ore_ont_7576.owl,389,0,812,422,422,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.001,0.00030000000000000003,0.0172,0.0026,0.0042,0.0036999999999999,0.0156,0.0068,0.0261,0.0099,0.0361,0.0212,0.0162,0.0078,0.026400000000000003,0.0271,0.0387,0.0254,0.0198999999999999,0.0156
ore_ont_185.owl,83,14,401,283,208,47,28,0,36,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0023,0.0021,0.0528,0.0025,0.0106,0.0132,0.0209,0.0048,0.0375,0.0085,0.04,0.0186,0.0178,0.0070999999999999995,0.039599999999999996,0.0613,0.0425,0.029199999999999997,0.031,0.0209
ore_ont_13066.owl,116,12,609,355,230,10,115,0,138,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0006999999999999999,0.0668,0.0022,0.0098,0.014,0.0151,0.0058,0.0259,0.0096,0.0354,0.0196,0.0168,0.006999999999999999,0.0266,0.0764,0.0376,0.0294,0.0308,0.0151
ore_ont_2229.owl,128,0,447,319,319,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0003000000000000001,0.0151,0.0022,0.0049,0.0047,0.0178,0.005,0.0233,0.0075,0.0351,0.0176,0.0167,0.0057,0.023600000000000003,0.022600000000000002,0.0373,0.0225,0.0214,0.0178
ore_ont_8949.owl,113,0,582,336,224,0,112,0,133,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.00030000000000000003,0.0534,0.0025,0.0107999999999999,0.0114,0.015,0.0078,0.0255,0.0092,0.0354,0.0158,0.0141,0.0091,0.0258,0.0626,0.0379,0.0265999999999999,0.025500000000000002,0.015
ore_ont_778.owl,123,10,382,249,232,12,5,0,11,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.002,0.0133999999999999,0.0447,0.0022,0.7234,0.0651,0.0427,0.0043999999999999,0.0399,0.0086,0.0584,0.0188,0.0171,0.0063999999999999,0.053299999999999896,0.0533,0.0606,0.7422000000000001,0.08220000000000001,0.0427
ore_ont_11533.owl,35,25,480,379,195,173,11,43,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.005,0.0569,0.0021,0.0133,,0.0354,,0.0371,0.0105,0.0436,0.0193,,,0.0421,0.0674,0.0457,0.032600000000000004,,0.0354
ore_ont_5679.owl,129,0,449,320,320,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0005,0.0004,0.0148,0.0023,0.0045,0.005,0.0178,0.0043,0.0279999999999999,0.0074,0.0361,0.0188,0.0171,0.0048000000000000004,0.0283999999999999,0.0222,0.038400000000000004,0.0233,0.0221,0.0178
ore_ont_9557.owl,28,53,406,328,180,129,19,10,41,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0038,0.0541,0.0023,0.0132,0.0131,0.0231,0.0054,0.0389,0.008,0.0415,0.0211999999999999,0.0169,0.0071,0.042699999999999995,0.0621,0.043800000000000006,0.0343999999999999,0.03,0.0231
ore_ont_10805.owl,122,9,635,368,242,5,121,0,145,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0022,0.0004,0.0439,0.0023,0.0129,0.0118999999999999,0.0151,0.0075,0.0286,0.009,0.0366,0.0169,0.0159,0.0097,0.029,0.0529,0.038900000000000004,0.0298,0.0277999999999999,0.0151
ore_ont_15882.owl,334,0,667,333,333,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006,0.0007,0.0147,0.002,0.0044,0.0033,0.0153,0.0052,0.0231,0.0087,0.0353,0.0169999999999999,0.0166,0.0058,0.023799999999999998,0.023399999999999997,0.0373,0.021399999999999902,0.0199,0.0153
ore_ont_6796.owl,252,0,527,275,275,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0006,0.0005,0.0165,0.0021,0.004,0.0033,0.0184,0.0053,0.0236,0.0082999999999999,0.0336,0.0163,0.0158,0.0059,0.0241,0.0247999999999999,0.035699999999999996,0.0203,0.019100000000000002,0.0184
ore_ont_11592.owl,170,81,625,434,167,256,11,8,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0038,0.0335,0.0022,0.0075,,0.0228,0.0056,0.0351,0.009,0.0414,0.0218,,0.0068,0.0389,0.0425,0.0436,0.0293,,0.0228
ore_ont_14325.owl,136,0,490,351,350,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0005,0.0205,0.0022,0.0045,0.0037,0.0149,0.0066,0.0248,0.008,0.0371,0.0163,0.0158,0.0073,0.0253,0.0285,0.0393,0.0208,0.019500000000000003,0.0149
ore_ont_16670.owl,49,56,528,411,221,179,11,45,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0027,0.0515,0.002,0.0085,0.0084,0.0205,,0.0392999999999999,0.01,0.04,0.0216999999999999,0.0195,,0.0419999999999999,0.0615,0.042,0.0301999999999999,0.0279,0.0205
ore_ont_10355.owl,8,30,521,337,156,29,152,0,177,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0026,0.0011,0.0624,0.0023,0.0176,0.0172,0.015,0.0118,0.0272999999999999,0.0093,0.0375,0.0185,0.0167,0.0144,0.0283999999999999,0.0717,0.0398,0.0361,0.0339,0.015
ore_ont_10833.owl,112,18,595,348,222,15,111,0,135,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0016,0.0007,0.0518,0.002,0.0115,0.0099,0.0151,0.0082,0.0254,0.0095,0.0362,0.0162,0.014,0.009800000000000001,0.026099999999999998,0.0613,0.038200000000000005,0.0277,0.0239,0.0151
ore_ont_10580.owl,133,0,695,531,235,273,23,0,31,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0016,0.0397,0.0023,0.0114,0.0141999999999999,0.0159,0.0055,0.0356,0.012,0.0435,0.0175999999999999,0.0169,0.0068,0.0372,0.051699999999999996,0.045799999999999993,0.0289999999999999,0.0310999999999999,0.0159
ore_ont_6859.owl,170,81,625,434,167,256,11,8,14,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0032,0.0331,0.0021,0.007,,0.0232,0.0052,0.0339999999999999,0.0098,0.0433,0.0241,,0.0063,0.0371999999999999,0.042899999999999994,0.045399999999999996,0.0311,,0.0232
ore_ont_1866.owl,49,56,526,410,221,178,11,44,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0027,0.044,0.0022,0.0087,0.0097,0.0205,,0.0424999999999999,0.01,0.0402,0.0234,0.0219,,0.0451999999999999,0.054,0.0424,0.032100000000000004,0.0316,0.0205
ore_ont_14518.owl,130,0,480,347,346,0,1,0,3,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.001,0.0006000000000000001,0.0194,0.0023,0.0045,0.0041,0.0149,0.0056,0.0234,0.0069,0.0382,0.0177,0.0162,0.0066,0.024,0.0263,0.040499999999999994,0.0222,0.0203,0.0149
ore_ont_6246.owl,76,0,471,325,255,0,70,0,70,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0003000000000000001,0.0403,0.002,0.015,0.0152,0.0194,0.0050999999999999,0.0308,0.0079,0.0378,0.0207,0.017,0.0063999999999999,0.031100000000000003,0.04820000000000001,0.0398,0.035699999999999996,0.0322,0.0194
ore_ont_2662.owl,142,0,473,331,331,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0002,0.015,0.0021,0.0046,0.0048,0.0181,0.0056,0.0236999999999999,0.007,0.0338,0.0177,0.0187,0.0063,0.0238999999999999,0.022,0.035899999999999994,0.0223,0.0235,0.0181
ore_ont_2228.owl,82,0,700,356,356,0,0,7,255,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0029,0.0007,0.0786,0.0022,0.0144,0.0162,0.0155,0.0077,0.0255,0.0095,0.0358,0.021,0.0176,0.0106,0.026199999999999998,0.0881,0.038,0.0354,0.0338,0.0155
ore_ont_16268.owl,411,0,612,199,199,0,0,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.0004,0.0208,0.0021,0.0064,0.0068,0.0158,0.0066,0.0399,0.0101,0.0379,0.0218,0.018,0.0077,0.040299999999999996,0.030899999999999997,0.04,0.0282,0.0248,0.0158
ore_ont_9689.owl,69,0,566,400,384,0,16,41,57,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0012,0.0009,0.0594,0.002,0.0090999999999999,0.0106,0.0205,0.0049,0.0453999999999999,0.008,0.0389,0.0223,0.0172,0.0060999999999999995,0.0462999999999999,0.0674,0.0409,0.0313999999999999,0.0278,0.0205
ore_ont_10516.owl,294,0,771,462,450,0,12,0,15,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0012,0.0006000000000000001,0.0221,0.0023,0.0054,0.0044,0.0157,0.0058,0.0283,0.0093999999999999,0.0385999999999999,0.0192,0.0153,0.006999999999999999,0.0289,0.0314999999999999,0.040899999999999895,0.024599999999999997,0.0197,0.0157
ore_ont_3263.owl,170,0,513,336,336,0,0,0,7,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0039,0.0006000000000000001,0.0552,0.0023,0.0113,0.0089,0.0152,0.0063,0.0283,0.0073999999999999,0.0362,0.0176999999999999,0.0155,0.0102,0.0289,0.0625999999999999,0.038500000000000006,0.0289999999999999,0.024399999999999998,0.0152
ore_ont_12824.owl,16,0,535,404,347,0,57,49,67,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0006999999999999999,0.0454,0.0023,0.011,0.0121999999999999,0.0203,0.0053,0.0471,0.0081999999999999,0.0384,0.0223,0.0151,0.0067,0.0478,0.053599999999999905,0.0407,0.033299999999999996,0.0272999999999999,0.0203
ore_ont_14348.owl,198,49,628,399,268,93,38,0,32,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0014,0.0039,0.0409,0.0021,0.0118,0.0110999999999999,0.0223,0.0071,0.0349999999999999,0.0099,0.0413,0.0203999999999999,0.0173,0.0085,0.0388999999999999,0.0508,0.0434,0.0321999999999999,0.028399999999999898,0.0223
ore_ont_3770.owl,112,36,615,369,222,36,111,0,134,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0017,0.0009,0.0451,0.0018,0.0109,0.0124,0.0152,0.0067,0.0258,0.0082999999999999,0.0361,0.0172,0.0152,0.0084,0.0267,0.0533999999999999,0.0379,0.0281,0.0276,0.0152
ore_ont_338.owl,78,0,418,198,198,0,0,2,140,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0013,0.0002,0.0487,0.002,0.0088,0.0091,0.0146,0.005,0.0232,0.0088,0.0311,0.0171,0.0137,0.0063,0.023399999999999997,0.0575,0.0331,0.0259,0.0228,0.0146
ore_ont_6589.owl,72,61,667,482,320,62,100,3,111,0,OWL2_DL - OWL2_QL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0018,0.0012,0.0423,0.0021,0.0145999999999999,0.0138,0.0154,0.0064,0.0392,0.0087999999999999,0.0382,0.0183,0.0157,0.0082,0.0404,0.051099999999999896,0.040299999999999996,0.0328999999999999,0.0295,0.0154
ore_ont_7890.owl,268,0,831,564,564,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0007,0.0004,0.0143,0.002,0.0038,0.0032,0.016,0.0126,0.025,0.0084,0.0374,0.0182,0.0173,0.0133,0.025400000000000002,0.022699999999999998,0.039400000000000004,0.022000000000000002,0.0205,0.016
ore_ont_9204.owl,128,21,680,400,254,19,127,0,152,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0021,0.0007,0.0552,0.0022,0.0147,0.0112,0.0152,0.0068,0.0267,0.009,0.0357,0.0187,0.0139,0.0089,0.0274,0.0642,0.0379,0.0334,0.025099999999999997,0.0152
ore_ont_13301.owl,437,0,873,436,436,0,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0004,0.0158,0.0019,0.004,0.0045,0.0155,0.008,0.0268,0.0087,0.0353,0.0186,0.0183,0.0092,0.027200000000000002,0.0245,0.0372,0.0226,0.0228,0.0155
ore_ont_15068.owl,213,166,590,377,211,166,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.001,0.0029,0.0197,0.0019,0.0078,0.0083,0.0153,0.0063999999999999,0.0248,0.0089,0.0349,0.0203999999999999,0.0196,0.0073999999999999,0.0277,0.0286,0.0368,0.0281999999999999,0.0279,0.0153
ore_ont_13129.owl,40,24,452,366,164,166,34,37,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,,,0.0564,0.0019,0.017,,0.0194,,,0.0089,0.0418,0.0271,,,,0.0653,0.043699999999999996,0.0441,,0.0194
ore_ont_13740.owl,186,0,593,380,342,0,38,0,27,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0011,0.0015,0.025,0.0023,0.0092,0.0091,0.0194,0.0055,0.0442,0.0081,0.0371,0.0219,0.0178,0.0066,0.045700000000000005,0.033100000000000004,0.039400000000000004,0.0311,0.0269,0.0194
ore_ont_4035.owl,131,0,752,619,235,382,2,0,2,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.002,0.0026,0.0308,0.002,0.0042,0.0045,0.0164,0.006,0.027,0.0113,0.0435,0.0188,0.0151,0.008,0.0296,0.0421,0.0455,0.023,0.0196,0.0164
ore_ont_8119.owl,86,1,548,363,355,1,7,39,61,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0006,0.0524,0.002,0.0103,0.0114,0.0205,0.0062,0.0407999999999999,0.0103,0.0391,0.0182,0.0179,0.007899999999999999,0.0413999999999999,0.0627,0.041100000000000005,0.0285,0.0293,0.0205
ore_ont_16777.owl,134,4,693,402,266,3,133,0,157,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0018,0.0007,0.0506,0.0019,0.0139,0.0115,0.0154,0.0055,0.0266,0.0085,0.0355,0.0174,0.0135,0.007299999999999999,0.027299999999999998,0.0591,0.037399999999999996,0.031299999999999994,0.025,0.0154
ore_ont_16033.owl,156,269,530,374,105,269,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0012,0.0017,0.0204,0.0022,0.0063,0.005,0.0149,0.0087,0.0217,0.0098,0.0368999999999999,0.0209,0.016,0.009899999999999999,0.0234,0.0302,0.0390999999999999,0.0272,0.021,0.0149
ore_ont_5074.owl,156,269,530,374,105,269,0,0,0,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0007,0.0021,0.0211,0.0022,0.006,0.0054,0.015,0.0049,0.0225,0.0084,0.0362,0.0203,0.0181,0.0056,0.0246,0.0295,0.038400000000000004,0.026299999999999997,0.0235,0.015
ore_ont_13799.owl,46,45,406,349,235,109,5,2,10,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0013,0.0118,0.0392,0.0023,0.0197,,0.0283,0.0045,0.0393,0.0086,0.0462,0.0201,,0.0058,0.0511,0.047799999999999995,0.0485,0.0398,,0.0283
ore_ont_10681.owl,36,56,554,449,140,298,11,46,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0047,0.0704,0.0022,0.011,,0.0249,,0.0312,0.0105,0.045,0.0227,,,0.0359,0.0809,0.0472,0.0337,,0.0249
ore_ont_5665.owl,417,0,823,404,404,0,0,0,2,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0012,0.0005,0.0216,0.0024,0.0057,0.004,0.0157,0.0068,0.0301,0.0096,0.0381,0.0198999999999999,0.0164,0.008,0.0306,0.0312,0.0405,0.0255999999999999,0.0204,0.0157
ore_ont_11149.owl,104,0,700,489,449,0,40,74,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0016,0.0005,0.0504,0.0025,0.011,0.0098999999999999,0.0206,0.0064,0.0448999999999999,0.0087,0.0409,0.0218,0.0193,0.008,0.0453999999999999,0.0591,0.0434,0.032799999999999996,0.0291999999999999,0.0206
ore_ont_7901.owl,104,0,700,489,449,0,40,74,33,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0017,0.0002,0.0402,0.0024,0.0095,0.0089,0.0206,0.0062,0.0503,0.0087,0.0414,0.0216999999999999,0.0183,0.007899999999999999,0.050499999999999996,0.0489,0.0438,0.0311999999999999,0.027200000000000002,0.0206
ore_ont_12323.owl,83,56,598,447,257,178,12,44,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0028,0.0545,0.0024,0.0087,0.0095,0.0209,,0.0406,0.0104,0.0422,0.0238999999999999,0.0209,,0.043399999999999994,0.0649,0.0446,0.0325999999999999,0.030399999999999996,0.0209
ore_ont_5263.owl,130,10,677,392,258,5,129,0,155,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0016,0.0007,0.0515,0.0024,0.012,0.0112,0.0153,0.005,0.0272,0.0091,0.036,0.0171,0.0126,0.0066,0.027899999999999998,0.0606,0.0384,0.0291,0.0238,0.0153
ore_ont_14800.owl,83,56,598,447,257,178,12,44,25,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0025,0.0522,0.0023,0.0083,0.0093,0.021,,0.044,0.0089,0.0440999999999999,0.0217,0.0216,,0.0465,0.0611,0.0463999999999999,0.03,0.0309,0.021
ore_ont_3418.owl,453,0,984,528,527,0,1,0,3,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0009,0.0006000000000000001,0.019,0.0024,0.0045,0.0039,0.0159,0.0062,0.0294,0.0095,0.0391,0.0225,0.0163,0.0070999999999999995,0.03,0.028499999999999998,0.0415,0.027,0.0202,0.0159
ore_ont_10056.owl,430,0,898,467,467,0,0,0,1,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0012,0.0002,0.0161,0.0023,0.004,0.0044,0.0156,0.0075,0.028,0.0093,0.0372,0.0198999999999999,0.019,0.0087,0.0282,0.0254,0.03949999999999999,0.0238999999999999,0.0234,0.0156
ore_ont_1430.owl,46,93,565,483,178,305,0,17,19,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0022,0.005,0.0512,0.0025,0.0131,0.0112,0.0259,0.0067,0.0327,0.0085,0.0484,0.0241,0.0243,0.0089,0.0377,0.0597,0.0509,0.0372,0.0355,0.0259
ore_ont_7373.owl,433,0,958,523,521,0,2,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0014,0.0002,0.0194,0.0024,0.0043,0.0046,0.0155,0.0093,0.0318,0.0104,0.0390999999999999,0.0216,0.0198,0.0107,0.032,0.0298,0.0414999999999999,0.0259,0.0244,0.0155
ore_ont_7663.owl,305,3,1019,714,297,417,0,0,0,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0014,0.002,0.0241,0.0024,0.0031,0.0034,0.0165,0.0067,0.0244,0.0127,0.0439,0.0208,0.018,0.0081,0.0264,0.0368,0.0463,0.023899999999999998,0.0214,0.0165
ore_ont_11526.owl,137,19,727,429,272,21,136,0,161,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0014,0.0008000000000000001,0.0583,0.0024,0.0142,0.0127,0.0156,0.0055,0.0275,0.0092,0.0371,0.0193,0.0139,0.0069,0.0283,0.0675,0.0395,0.0335,0.0266,0.0156
ore_ont_8369.owl,127,21,671,393,252,15,126,0,151,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.002,0.0008,0.0457,0.0025,0.0123,0.0119,0.0153,0.0058,0.0297999999999999,0.0088,0.0361999999999999,0.0186999999999999,0.0134,0.0078,0.030599999999999898,0.0545,0.0386999999999999,0.030999999999999903,0.025300000000000003,0.0153
ore_ont_16535.owl,93,25,476,350,260,63,27,0,34,0,OWL2_DL - OWL2_FULL,OWL2_DL,0.0028,0.0067,0.073,0.0021,0.0156,0.0147,0.0225,0.0052,0.037,0.0086,0.0411,0.0192,0.0181,0.008,0.043699999999999996,0.08159999999999999,0.043199999999999995,0.0348,0.0328,0.0225
ore_ont_3292.owl,142,6,732,426,282,3,141,0,164,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0018,0.0005,0.0514,0.0023,0.0136,0.0112,0.0158,0.0059,0.0313,0.0090999999999999,0.0375,0.0167,0.0133,0.0077,0.0318,0.0604999999999999,0.0398,0.0303,0.0245,0.0158
ore_ont_9088.owl,195,2,668,369,211,16,142,7,97,0,OWL2_DL - OWL2_RL - OWL2_FULL,OWL2_DL,0.0012,0.0012,0.0355,0.0022,0.0099,,0.0203,0.0049,0.0423,0.0095,0.0377,0.0184,,0.0060999999999999995,0.0435,0.045,0.0399,0.0283,,0.0203
ore_ont_11392.owl,122,123,625,501,131,369,1,0,4,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0011,0.0028,0.0261,0.0023,0.0073,0.0084999999999999,0.0151,0.0065,0.0256,0.0086,0.0396,0.018,0.0187,0.0076,0.0284,0.0347,0.04190000000000001,0.0253,0.0271999999999999,0.0151
ore_ont_430.owl,124,48,690,420,246,51,123,0,146,0,OWL2_DL - OWL2_QL - OWL2_EL - OWL2_RL - OWL2_FULL,OWL2_EL,0.0019,0.0015,0.0517,0.0023,0.0107999999999999,0.0143,0.0154,0.0067,0.0253,0.0101,0.0391,0.0193,0.0149,0.0086,0.0268,0.0618,0.041400000000000006,0.0300999999999999,0.0292,0.0154
ore_ont_14175.owl,100,190,658,463,269,181,13,0,97,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.002,0.0024,0.0696,0.0021,0.0224,0.0241,0.022,0.0061,0.0268,0.0102,0.0423,0.0231,0.0185,0.0081,0.0292,0.0798,0.044399999999999995,0.0455,0.0426,0.022
ore_ont_4382.owl,358,0,791,431,430,0,1,0,2,0,OWL2_DL - OWL2_EL - OWL2_FULL,OWL2_EL,0.0008,0.0005,0.019,0.0025,0.0044,0.0052,0.0157,0.0064,0.0299,0.0094,0.0395,0.0192,0.0178,0.007200000000000001,0.0304,0.0284,0.042,0.0236,0.023,0.0157
ore_ont_1898.owl,34,56,625,522,195,316,11,46,24,0,OWL2_DL - OWL2_FULL,OWL2_DL,,0.0056,0.0614,0.0024,0.0126,,0.0278,,0.0426,0.0098999999999999,0.0511999999999999,0.0262999999999999,,,0.0482,0.0712999999999999,0.0535999999999999,0.0388999999999999,,0.0278
