ore_ont_9805.owl,0.025,0.007,0.006,0.006,0.005,0.005,0.003,0.003,0.004,0.004,0.0068,0.005
ore_ont_2936.owl,0.021,0.006,0.006,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.0054,0.003
ore_ont_11949.owl,0.028,0.005,0.004,0.003,0.004,0.002,0.002,0.003,0.002,0.004,0.0057,0.0035
ore_ont_8662.owl,0.034,0.006,0.007,0.007,0.004,0.004,0.005,0.004,0.003,0.005,0.0079,0.005
ore_ont_15971.owl,0.019,0.005,0.004,0.003,0.004,0.003,0.002,0.003,0.003,0.003,0.0049,0.003
ore_ont_8937.owl,0.028,0.012,0.009,0.004,0.006,0.006,0.005,0.005,0.005,0.005,0.0085,0.0055
ore_ont_580.owl,0.025,0.007,0.003,0.003,0.003,0.002,0.003,0.002,0.002,0.003,0.005299999999999999,0.003
ore_ont_9509.owl,0.021,0.003,0.003,0.004,0.003,0.003,0.003,0.003,0.003,0.002,0.0048000000000000004,0.003
ore_ont_7839.owl,0.024,0.004,0.004,0.003,0.003,0.004,0.002,0.003,0.003,0.004,0.0054,0.0035
ore_ont_10309.owl,0.029,0.011,0.009,0.005,0.004,0.006,0.006,0.004,0.004,0.005,0.0083,0.0055
ore_ont_13503.owl,0.021,0.003,0.005,0.005,0.004,0.003,0.002,0.002,0.002,0.003,0.005,0.003
ore_ont_480.owl,0.022,0.006,0.004,0.006,0.004,0.004,0.004,0.004,0.003,0.004,0.0060999999999999995,0.004
ore_ont_14746.owl,0.034,0.005,0.003,0.003,0.003,0.003,0.002,0.002,0.004,0.004,0.006300000000000001,0.003
ore_ont_15331.owl,0.024,0.005,0.004,0.004,0.004,0.005,0.004,0.004,0.004,0.005,0.0063,0.004
ore_ont_1420.owl,0.037,0.008,0.006,0.006,0.004,0.005,0.004,0.004,0.004,0.005,0.0083,0.005
ore_ont_1526.owl,0.022,0.005,0.003,0.004,0.003,0.004,0.003,0.003,0.003,0.003,0.0053,0.003
ore_ont_4856.owl,0.038,0.01,0.009,0.006,0.005,0.004,0.005,0.005,0.006,0.005,0.009300000000000001,0.0055
ore_ont_2485.owl,0.018,0.004,0.005,0.003,0.004,0.003,0.002,0.002,0.002,0.003,0.0046,0.003
