ore_ont_6461.owl,0.124,0.074,0.077,0.045,0.045,0.049,0.047,0.045,0.042,0.038,0.0586,0.046
ore_ont_8335.owl,0.458,0.259,0.318,0.302,0.268,0.246,0.24,0.241,0.259,0.202,0.2793,0.259
ore_ont_2775.owl,0.485,0.363,0.235,0.283,0.224,0.274,0.235,0.262,0.196,0.28,0.2837,0.268
ore_ont_16827.owl,0.11,0.07,0.052,0.045,0.042,0.027,0.034,0.039,0.04,0.035,0.0494,0.041
ore_ont_14588.owl,0.063,0.036,0.021,0.021,0.018,0.013,0.015,0.015,0.011,0.015,0.0228,0.0165
ore_ont_1524.owl,0.092,0.042,0.052,0.038,0.055,0.027,0.029,0.026,0.025,0.025,0.0411,0.0335
ore_ont_9462.owl,0.141,0.077,0.062,0.046,0.044,0.074,0.059,0.043,0.029,0.031,0.060599999999999994,0.0525
ore_ont_15421.owl,0.118,0.057,0.029,0.033,0.03,0.028,0.018,0.02,0.017,0.023,0.0373,0.0285
ore_ont_7417.owl,0.071,0.056,0.051,0.03,0.024,0.021,0.021,0.018,0.023,0.018,0.0333,0.0235
ore_ont_3936.owl,0.095,0.038,0.04,0.031,0.034,0.032,0.04,0.026,0.027,0.023,0.0386,0.033
ore_ont_16723.owl,0.065,0.041,0.065,0.026,0.018,0.025,0.026,0.02,0.014,0.019,0.0319,0.025500000000000002
ore_ont_13132.owl,0.314,0.229,0.203,0.187,0.123,0.102,0.169,0.122,0.149,0.134,0.1732,0.159
ore_ont_13885.owl,0.084,0.059,0.045,0.03,0.035,0.03,0.039,0.021,0.03,0.026,0.0399,0.0325
ore_ont_16274.owl,0.067,0.039,0.06,0.021,0.027,0.019,0.027,0.028,0.018,0.019,0.0325,0.027
ore_ont_3205.owl,0.046,0.031,0.026,0.013,0.016,0.017,0.017,0.015,0.015,0.016,0.0212,0.0165
ore_ont_16267.owl,0.114,0.065,0.064,0.042,0.052,0.045,0.048,0.056,0.059,0.054,0.0599,0.055
ore_ont_16630.owl,0.385,0.304,0.234,0.169,0.238,0.259,0.267,0.208,0.213,0.19,0.2467,0.236
ore_ont_16814.owl,0.475,0.291,0.237,0.212,0.205,0.204,0.192,0.151,0.212,0.175,0.2354,0.2085
ore_ont_16197.owl,0.137,0.091,0.091,0.06,0.04,0.052,0.035,0.055,0.052,0.039,0.0652,0.0535
ore_ont_12150.owl,0.083,0.039,0.036,0.024,0.022,0.024,0.023,0.023,0.028,0.039,0.0341,0.026000000000000002
ore_ont_10894.owl,0.117,0.081,0.06,0.041,0.044,0.028,0.039,0.038,0.032,0.039,0.0519,0.04
ore_ont_9928.owl,0.278,0.133,0.136,0.131,0.094,0.102,0.114,0.134,0.091,0.085,0.1298,0.1225
ore_ont_7789.owl,0.16,0.155,0.121,0.053,0.05,0.066,0.037,0.04,0.036,0.038,0.0756,0.051500000000000004
ore_ont_1988.owl,0.165,0.072,0.043,0.024,0.021,0.031,0.019,0.022,0.031,0.03,0.045799999999999993,0.0305
ore_ont_3281.owl,0.159,0.104,0.125,0.059,0.074,0.029,0.029,0.044,0.063,0.026,0.0712,0.061
ore_ont_11004.owl,0.51,0.285,0.242,0.271,0.228,0.222,0.215,0.213,0.171,0.206,0.25630000000000003,0.225
ore_ont_7800.owl,0.186,0.067,0.078,0.055,0.062,0.08,0.053,0.049,0.04,0.047,0.0717,0.058499999999999996
ore_ont_10199.owl,0.193,0.098,0.081,0.041,0.043,0.036,0.041,0.032,0.058,0.04,0.0663,0.041999999999999996
ore_ont_3053.owl,org.semanticweb.owlapi.reasoner.InconsistentOntologyException: Inconsistent ontology
ore_ont_11203.owl,0.145,0.08,0.074,0.065,0.047,0.096,0.051,0.062,0.051,0.07,0.0741,0.0675
ore_ont_14379.owl,0.091,0.054,0.053,0.038,0.031,0.039,0.028,0.027,0.019,0.026,0.0406,0.0345
ore_ont_11533.owl,0.126,0.079,0.066,0.043,0.037,0.036,0.038,0.028,0.023,0.034,0.051,0.0375
ore_ont_11592.owl,0.403,0.333,0.228,0.234,0.166,0.146,0.18,0.176,0.196,0.174,0.2236,0.188
