gallen.owl,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.0021,0.002
ochv.owl,0.016,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0034,0.002
snmi.owl,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0023,0.002
reto.owl,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.001,0.0021,0.002
rexo.owl,0.003,0.002,0.002,0.002,0.002,0.002,0.003,0.002,0.002,0.002,0.0022,0.002
gexo.owl,0.003,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002
iobc.owl,0.003,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.0019,0.002
rhmesh.owl,0.004,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0022,0.002
hoom.xml,0.002,0.002,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002
fma.owl,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.0019,0.002
nifstd.xml,0.003,0.002,0.17,0.001,0.002,0.002,0.002,0.002,0.18,0.178,0.0542,0.002
upheno.xml,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0021,0.002
